Code/Ref,License holder,Company_name_cl,Type of License,License_type_cl,PSC ratio,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_km2_cl,Location (Region),Location_state_cl
0005/2016,"Thit Sar Myint Myat Co., Ltd","Thit Sar Myint Myat Co., Ltd",production,Production,50:50,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0288/2009,"Aye Aye Khaing Mining Co., Ltd.","Aye Aye Khaing Mining Co., Ltd.",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0289/2009,"Aye Aye Khaing Mining Co., Ltd.","Aye Aye Khaing Mining Co., Ltd.",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0459/2010,"Sky Word Co., Ltd","Sky Word Co., Ltd",production,Production,50:50,6.7.2010,2010-07-06,5.7.2016,2016-07-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0449/2010,"Swan Min Hhet Mining Co., Ltd","Swan Min Hhet Mining Co., Ltd",production,Production,50:50,6.7.2010,2010-07-06,5.7.2016,2016-07-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0455/2010,"Swan Yadanar Htay Mining Co., Ltd","Swan Yadanar Htay Mining Co., Ltd",production,Production,50:50,6.7.2010,2010-07-06,5.7.2016,2016-07-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0456/2010,"Swan Yadanar Htay Mining Co., Ltd","Swan Yadanar Htay Mining Co., Ltd",production,Production,50:50,6.7.2010,2010-07-06,5.7.2016,2016-07-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0027/2014,"Than Htite Shwe Sin Mining Co.,Ltd","Than Htite Shwe Sin Mining Co.,Ltd",production,Production,50:50,15.1.2014,2014-01-15,14.1.2017,2017-01-14,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0136/2013,"Aye Nyein DaNa Co., Ltd","Aye Nyein DaNa Co., Ltd",production,Production,50:50,12.7.2013,2013-07-12,11.7.2016,2016-07-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0137/2013,"Aye Nyein DaNa Co., Ltd","Aye Nyein DaNa Co., Ltd",production,Production,50:50,12.7.2013,2013-07-12,11.7.2016,2016-07-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0189/2014,"Seven Two Seven Mining Co., Ltd","Seven Two Seven Mining Co., Ltd",production,Production,50:50,11.6.2014,2014-06-11,10.6.2016,2016-06-10,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0263/2014,"Seven Two Seven Mining Co., Ltd","Seven Two Seven Mining Co., Ltd",production,Production,50:50,15.10.2014,2014-10-15,14.10.2016,2016-10-14,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0264/2014,"Seven Two Seven Mining Co., Ltd","Seven Two Seven Mining Co., Ltd",production,Production,50:50,15.10.2014,2014-10-15,14.10.2016,2016-10-14,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0084/2015,"Seven Two Seven Mining Co., Ltd","Seven Two Seven Mining Co., Ltd",production,Production,50:50,25.3.2015,2015-03-25,24.3.2017,2017-03-24,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0238/2014,"Shwe Linn Aung Co., Ltd","Shwe Linn Aung Co., Ltd",production,Production,50:50,3.9.2014,2014-09-03,2.9.2016,2016-09-02,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0246/2014,"Shwe Ni Hla Co., Ltd","Shwe Ni Hla Co., Ltd",production,Production,50:50,17.9.2014,2014-09-17,16.9.2016,2016-09-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0244/2014,"Hein Hein Than Co., Ltd","Hein Hein Than Co., Ltd",production,Production,50:50,17.9.2015,2015-09-17,16.9.2016,2016-09-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0268/2014,"Shwe Win Aung Aung Co., Ltd","Shwe Win Aung Aung Co., Ltd",production,Production,50:50,15.10.2014,2014-10-15,14.0.2016,2015-12-14,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0279/2014,"Agga Yadanar Mining Co., Ltd","Agga Yadanar Mining Co., Ltd",production,Production,50:50,26.11.2014,2014-11-26,25.11.2016,2016-11-25,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0280/2014,"Agga Yadanar Mining Co., Ltd","Agga Yadanar Mining Co., Ltd",production,Production,50:50,26.11.2014,2014-11-26,25.11.2016,2016-11-25,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0281/2014,"Agga Yadanar Mining Co., Ltd","Agga Yadanar Mining Co., Ltd",production,Production,50:50,26.11.2014,2014-11-26,25.11.2016,2016-11-25,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0299/2014,"Shwe Oh Si Mining Co., Ltd","Shwe Oh Si Mining Co., Ltd",production,Production,50:50,24.12.2014,2014-12-24,23.12.2016,2016-12-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0279/2014,"Aung Pyae Thar Mining Co., Ltd","Aung Pyae Thar Mining Co., Ltd",production,Production,50:50,12.11.2014,2014-11-12,11.11.2016,2016-11-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0294/2014,"Shwe Se Toe Mining Co., Ltd","Shwe Se Toe Mining Co., Ltd",production,Production,50:50,17.12.2014,2014-12-17,16.12.2016,2016-12-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0291/2014,"Shwe Let Well thonenaya Mining Co., Ltd","Shwe Let Well thonenaya Mining Co., Ltd",production,Production,50:50,17.12.2014,2014-12-17,16.12.2016,2016-12-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0292/2014,"Shwe Let Well thonenaya Mining Co., Ltd","Shwe Let Well thonenaya Mining Co., Ltd",production,Production,50:50,17.12.2014,2014-12-17,16.12.2016,2016-12-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0055/2015,"Shwe Twin Gyi Mining Co., Ltd","Shwe Twin Gyi Mining Co., Ltd",production,Production,50:50,11.2.2015,2015-02-11,10.2.2017,2017-02-10,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0011/2015,"Tan Chu Shin Mining Co., Ltd","Tan Chu Shin Mining Co., Ltd",production,Production,50:50,7.1.2015,2015-01-07,6.1.2017,2017-01-06,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0068/2015,"Shwe Hein San Family Co., Ltd","Shwe Hein San Family Co., Ltd",production,Production,50:50,12.3.2015,2015-03-12,11.3.2017,2017-03-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0092/2015,"Zalatt Pwint Phu Co., Ltd","Zalatt Pwint Phu Co., Ltd",production,Production,50:50,8.4.2015,2015-04-08,7.4.2016,2016-04-07,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0244/2015,"Zalatt Pwint Phu Co., Ltd","Zalatt Pwint Phu Co., Ltd",production,Production,50:50,23.12.2015,2015-12-23,22.12.2016,2016-12-22,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0150/2015,"Golden Zaw Mining Co., Ltd","Golden Zaw Mining Co., Ltd",production,Production,50:50,22.7.2015,2015-07-22,21.7.2016,2016-07-21,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0163/2015,"Thet Kaing Oo Family Co., Ltd","Thet Kaing Oo Family Co., Ltd",production,Production,50:50,5.8.2015,2015-08-05,4.8.2016,2016-08-04,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0164/2015,"Thet Kaing Oo Family Co., Ltd","Thet Kaing Oo Family Co., Ltd",production,Production,50:50,5.8.2015,2015-08-05,4.8.2016,2016-08-04,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0170/2015,"Tin Myint Aung Mining Co., Ltd","Tin Myint Aung Mining Co., Ltd",production,Production,50:50,12.8.2015,2015-08-12,11.8.2016,2016-08-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0465/2010,"San Shwe Pyi Mining Production Co., Ltd","San Shwe Pyi Mining Production Co., Ltd",production,Production,50:50,6.7.2010,2010-07-06,5.7.2016,2016-07-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0466/2010,"San Shwe Pyi Mining Production Co., Ltd","San Shwe Pyi Mining Production Co., Ltd",production,Production,50:50,6.7.2010,2010-07-06,5.7.2016,2016-07-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0052/2014,"Mya Theingyi Mineral Production Co., Ltd","Mya Theingyi Mineral Production Co., Ltd",production,Production,50:50,22.1.2014,2014-01-22,21.1.2017,2017-01-21,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0053/2014,"Mya Theingyi Mineral Production Co., Ltd","Mya Theingyi Mineral Production Co., Ltd",production,Production,50:50,22.1.2014,2014-01-22,21.1.2017,2017-01-21,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0024/2015,"Mya Theingyi Mineral Production Co., Ltd","Mya Theingyi Mineral Production Co., Ltd",production,Production,50:50,21.1.2015,2015-01-21,20.1.2017,2017-01-20,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0118/2012,"Sein Mya Lwin Mining Co., Ltd","Sein Mya Lwin Mining Co., Ltd",production,Production,50:50,21.6.2012,2012-06-21,20.6.2016,2016-06-20,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0293/2011,"Aung Taing San Mining Co., Ltd","Aung Taing San Mining Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0217/2014,"Golden Moon Light Co.,:Ltd","Golden Moon Light Co.,:Ltd",production,Production,50:50,26.3.2014,2014-03-26,25.3.2017,2017-03-25,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0188/2015,"Golden Moon Light Co.,:Ltd","Golden Moon Light Co.,:Ltd",production,Production,50:50,23.9.2015,2015-09-23,22.9.2016,2016-09-22,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0046/2015,"Golden Valley International Development Co.,Ltd","Golden Valley International Development Co.,Ltd",production,Production,50:50,4.2.2015,2015-02-04,3.2.2017,2017-02-03,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0047/2015,"Golden Valley International Development Co.,Ltd","Golden Valley International Development Co.,Ltd",production,Production,50:50,4.2.2015,2015-02-04,3.2.2017,2017-02-03,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0148/2013,"Shwe Ma Haw Mining Co., Ltd","Shwe Ma Haw Mining Co., Ltd",production,Production,50:50,12.7.2013,2013-07-12,11.7.2016,2016-07-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0144/2013,"Southern Banner Co., Ltd","Southern Banner Co., Ltd",production,Production,50:50,30.7.2013,2013-07-30,29.7.2016,2016-07-29,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0145/2013,"Southern Banner Co., Ltd","Southern Banner Co., Ltd",production,Production,50:50,30.7.2013,2013-07-30,29.7.2016,2016-07-29,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0236/2014,"Shwe Min Gyi Mining Co.,Ltd","Shwe Min Gyi Mining Co.,Ltd",production,Production,50:50,27.8.2014,2014-08-27,23.8.2016,2016-08-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0163/2013,"Kaung Kin Kyei Sin Mining Co., Ltd","Kaung Kin Kyei Sin Mining Co., Ltd",production,Production,50:50,29.8.2013,2013-08-29,28.8.2016,2016-08-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0022/2014,"Kaung Kin Kyei Sin Mining Co., Ltd","Kaung Kin Kyei Sin Mining Co., Ltd",production,Production,50:50,30.12.2014,2014-12-30,29.12.2016,2016-12-29,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0060/2014,"Shwe Uru Aung Mining Co., Ltd ","Shwe Uru Aung Mining Co., Ltd",production,Production,50:50,13.2.2014,2014-02-13,12.2.2017,2017-02-12,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0006/2016,"Shwe Uru Aung Mining Co., Ltd ","Shwe Uru Aung Mining Co., Ltd",production,Production,50:50,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0169/2015,"Shwe Htay Ba Mar Mining Co., Ltd","Shwe Htay Ba Mar Mining Co., Ltd",production,Production,50:50,12.8.2015,2015-08-12,11.8.2015,2015-08-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0225/2015,"Shwe Htay Ba Mar Mining Co., Ltd","Shwe Htay Ba Mar Mining Co., Ltd",production,Production,50:50,2.12.2015,2015-12-02,1.12.2016,2016-12-01,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0085/2014,"Htet Yadanar Tun Co., Ltd","Htet Yadanar Tun Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04,3.3.2017,2017-03-03,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0260/2014,"Thein Hlyan Shwe Sin Mining  Co., Ltd ","Thein Hlyan Shwe Sin Mining Co., Ltd",production,Production,50:50,9.10.2014,2014-10-09,8.10.2016,2016-10-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0129/2015,"WinThiri Kyaw Mining Co., Ltd ","WinThiri Kyaw Mining Co., Ltd",production,Production,50:50,17.6.2015,2015-06-17,16.6.2016,2016-06-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0250/2014,"Lin Khant  Kyaw Co., Ltd ","Lin Khant Kyaw Co., Ltd",production,Production,50:50,17.9.2014,2014-09-17,16.9.2016,2016-09-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0128/2015,"Golden Brothers Unity Mining Co., Ltd","Golden Brothers Unity Mining Co., Ltd",production,Production,50:50,17.6.2015,2015-06-17,16.6.2016,2016-06-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0023/2016,"Golden Brothers Unity Mining Co., Ltd","Golden Brothers Unity Mining Co., Ltd",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0113/2014,"Nature Strength  Co., Ltd","Nature Strength Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26,25.3.2017,2017-03-25,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0278/2014,"Haw Nan Htike Co., Ltd","Haw Nan Htike Co., Ltd",production,Production,50:50,26.11.2014,2014-11-26,25.11.2016,2016-11-25,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0209/2015,"Ngwe La Won Thar Mining Co., Ltd","Ngwe La Won Thar Mining Co., Ltd",production,Production,50:50,29.10.2015,2015-10-29,28.10.2016,2016-10-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0003/2016,"Ngwe La Won Thar Mining Co., Ltd","Ngwe La Won Thar Mining Co., Ltd",production,Production,50:50,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0207/2014,"Pyi Chit Thar Mining Co., Ltd","Pyi Chit Thar Mining Co., Ltd",production,Production,50:50,2.7.2014,2014-07-02,1.7.2016,2016-07-01,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0254/2014,"Gold Seven Star Co., Ltd","Gold Seven Star Co., Ltd",production,Production,50:50,1.10.2014,2014-10-01,30.9.2016,2016-09-30,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0275/2014,"Pyi Pyo San Mining Co., Ltd","Pyi Pyo San Mining Co., Ltd",production,Production,50:50,21.11.2014,2014-11-21,20.11.2016,2016-11-20,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0298/2014,"Shwe Toe Hlyan Co., Ltd","Shwe Toe Hlyan Co., Ltd",production,Production,50:50,24.12.2014,2014-12-24,23.12.2016,2016-12-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0287/2014,"Aung Shwe Sin Myat Co., Ltd","Aung Shwe Sin Myat Co., Ltd",production,Production,50:50,10.12.2014,2014-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0029/2016,"Aung Shwe Sin Myat Co., Ltd","Aung Shwe Sin Myat Co., Ltd",production,Production,50:50,9.3.2016,2016-03-09,8.3.2017,2017-03-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0060/2015,"San Pyae Thein Co., Ltd","San Pyae Thein Co., Ltd",production,Production,50:50,26.2.2015,2015-02-26,25.2.2017,2017-02-25,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0010/2016,"Professional Co., Ltd","Professional Co., Ltd",production,Production,50:50,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0064/2015,"Than Shwe Ye Aung Co., Ltd","Than Shwe Ye Aung Co., Ltd",production,Production,50:50,12.3.2015,2015-03-12,11.3.2016,2016-03-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0026/2016,"Than Shwe Ye Aung Co., Ltd","Than Shwe Ye Aung Co., Ltd",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0027/2016,"Than Shwe Ye Aung Co., Ltd","Than Shwe Ye Aung Co., Ltd",production,Production,50:50,12.3.2016,2016-03-12,11.3.2017,2017-03-11,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0077/2015,"Pann Myat Satt Kyar Shin Co., Ltd","Pann Myat Satt Kyar Shin Co., Ltd",production,Production,50:50,18.3.2016,2016-03-18,17.3.2017,2017-03-17,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0099/2015,"Aung Pyae Pyae Phyo Co.,Ltd","Aung Pyae Pyae Phyo Co.,Ltd",production,Production,50:50,29.4.2015,2015-04-29,28.4.2017,2017-04-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0174/2015,"Aung Pyae Pyae Phyo Co.,Ltd","Aung Pyae Pyae Phyo Co.,Ltd",production,Production,50:50,19.8.2015,2015-08-19,18.8.2016,2016-08-18,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0107/2015,"Shwe Pwint Phu Aung San Co., Ltd","Shwe Pwint Phu Aung San Co., Ltd",production,Production,50:50,13.5.2015,2015-05-13,12.5.2017,2017-05-12,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0108/2015,"Myanmar Shwe Yazar Co., Ltd","Myanmar Shwe Yazar Co., Ltd",production,Production,50:50,13.5.2015,2015-05-13,12.5.2017,2017-05-12,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0094/2015,"Shwe Tatar Oo Co., Ltd","Shwe Tatar Oo Co., Ltd",production,Production,50:50,22.4.2015,2015-04-22,21.4.2017,2017-04-21,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0098/2015,"Yar Pyae OO Family Co., Ltd.","Yar Pyae OO Family Co., Ltd.",production,Production,50:50,29.4.2015,2015-04-29,28.4.2016,2016-04-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0156/2013,"Shwe Sin Moe Co., Ltd","Shwe Sin Moe Co., Ltd",production,Production,50:50,11.9.2013,2013-09-11,10.9.2016,2016-09-10,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0207/2015,"Shwe Sin Moe Co., Ltd","Shwe Sin Moe Co., Ltd",production,Production,50:50,29.10.2015,2015-10-29,28.10.2016,2016-10-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0019/2016,"Shwe Sin Moe Co., Ltd","Shwe Sin Moe Co., Ltd",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0115/2015,"Kyi Lin Thant Family Mining Co.,Ltd","Kyi Lin Thant Family Mining Co.,Ltd",production,Production,50:50,27.5.2015,2015-05-27,26.5.2016,2016-05-26,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0130/2015,"Khant Soe Kyaw Co., Ltd","Khant Soe Kyaw Co., Ltd",production,Production,50:50,17.6.2014,2014-06-17,16.6.2016,2016-06-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0147/2015,"Shwe Myint Mo Taung Co., Ltd","Shwe Myint Mo Taung Co., Ltd",production,Production,50:50,15.7.2015,2015-07-15,14.7.2016,2016-07-14,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0149/2015,"Shwe Sat Paing Co., Ltd","Shwe Sat Paing Co., Ltd",production,Production,50:50,15.7.2015,2015-07-15,14.7.2016,2016-07-14,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0220/2015,"Shwe Sat Paing Co., Ltd","Shwe Sat Paing Co., Ltd",production,Production,50:50,2.12.2015,2015-12-02,1.12.2016,2016-12-01,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0243/2015,"Shwe Sat Paing Co., Ltd","Shwe Sat Paing Co., Ltd",production,Production,50:50,17.12.2015,2015-12-17,16.12.2016,2016-12-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0116/2015,"Shwe Yazar Min Groups Co., Ltd","Shwe Yazar Min Groups Co., Ltd",production,Production,50:50,27.5.2015,2015-05-27,26.5.2017,2017-05-26,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0138/2015,"Htut Khaung Kyaw Mining Co., Ltd","Htut Khaung Kyaw Mining Co., Ltd",production,Production,50:50,1.7.2015,2015-07-01,26.5.2017,2017-05-26,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0139/2015,"Htut Khaung Kyaw Mining Co., Ltd","Htut Khaung Kyaw Mining Co., Ltd",production,Production,50:50,1.7.2015,2015-07-01,30.6.2016,2016-06-30,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0127/2015,"Shwe Aye Yeik Co., Ltd","Shwe Aye Yeik Co., Ltd",production,Production,50:50,17.6.2015,2015-06-17,16.6.2016,2016-06-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0159/2015,"Hlyan Phone Aung Co., Ltd","Hlyan Phone Aung Co., Ltd",production,Production,50:50,29.7.2015,2015-07-29,28.7.2016,2016-07-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0144/2015,"Shwe San Aung Mining Co., Ltd","Shwe San Aung Mining Co., Ltd",production,Production,50:50,8.7.2015,2015-07-08,7.7.2016,2016-07-07,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0179/2015,"Shwe Lin Kyaw Co., Ltd","Shwe Lin Kyaw Co., Ltd",production,Production,50:50,9.9.2015,2015-09-09,8.9.2016,2016-09-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0190/2015,"Shwe Myaing Yadanar Antimony Ore Mining Co., Ltd","Shwe Myaing Yadanar Antimony Ore Mining Co., Ltd",production,Production,50:50,30.9.2015,2015-09-30,29.9.2016,2016-09-29,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0196/2015,"Pyi Lin Aung Co., Ltd","Pyi Lin Aung Co., Ltd",production,Production,50:50,14.10.2015,2015-10-14,13.10.2016,2016-10-13,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0208/2015,"Khine Soe Lin Co., Ltd","Khine Soe Lin Co., Ltd",production,Production,50:50,29.10.2015,2015-10-29,28.10.2016,2016-10-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0206/2015,"Madalar Seinn Gems & Jewellery Co., Ltd","Madalar Seinn Gems & Jewellery Co., Ltd",production,Production,50:50,29.10.2015,2015-10-29,28.10.2016,2016-10-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0198/2015,"Shwe Sin That Co., Ltd","Shwe Sin That Co., Ltd",production,Production,50:50,20.10.2015,2015-10-20,19.10.2016,2016-10-19,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0211/2015,"Aung Chan Pyae (SDW) Co., Ltd","Aung Chan Pyae (SDW) Co., Ltd",production,Production,50:50,4.11.2015,2015-11-04,3.11.2016,2016-11-03,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0210/2015,"Aung Chan Pyae (SDW) Co., Ltd","Aung Chan Pyae (SDW) Co., Ltd",production,Production,50:50,4.11.2015,2015-11-04,3.11.2016,2016-11-03,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0214/2015,"Aung Sit Thein Shwe Co., Ltd","Aung Sit Thein Shwe Co., Ltd",production,Production,50:50,11.11.2015,2015-11-11,10.11.2016,2016-11-10,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0224/2015,"Kyaw Htet Naing Co., Ltd","Kyaw Htet Naing Co., Ltd",production,Production,50:50,2.12.2015,2015-12-02,1.12.2016,2016-12-01,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0245/2015,"Shwe Pyi Kyal Takhon Co., Ltd ","Shwe Pyi Kyal Takhon Co., Ltd",production,Production,50:50,23.12.2015,2015-12-23,22.12.2016,2016-12-22,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0009/2016,"Hmu Myat Shin Co., Ltd","Hmu Myat Shin Co., Ltd",production,Production,50:50,20.1.2016,2016-01-20,19.1.2017,2017-01-19,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0007/2016,"Shwe Ting Htar Nay Co.,:Ltd","Shwe Ting Htar Nay Co.,:Ltd",production,Production,50:50,13.1.2016,2016-01-13,12.1.2017,2017-01-12,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0137/2015,"Shwe Taw Ya Co.,Ltd","Shwe Taw Ya Co.,Ltd",production,Production,50:50,1.7.2015,2015-07-01,30.6.2016,2016-06-30,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0014/2016,"Si Shwe Toe Co.,Ltd","Si Shwe Toe Co.,Ltd",production,Production,50:50,17.2.2016,2016-02-17,16.2.2017,2017-02-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0013/2016,"Bo Myint Min Zaw Co.,Ltd","Bo Myint Min Zaw Co.,Ltd",production,Production,50:50,10.2.2016,2016-02-10,9.2.2017,2017-02-09,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0015/2016,"Shwe War Win Aung Co., Ltd","Shwe War Win Aung Co., Ltd",production,Production,50:50,24.3.2016,2016-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0016/2016,"Aung Kein Co.,Ltd","Aung Kein Co.,Ltd",production,Production,50:50,24.2.2016,2016-02-24,23.2.2017,2017-02-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0028/2016,"Moe Hein San Co., Ltd","Moe Hein San Co., Ltd",production,Production,50:50,9.3.2016,2016-03-09,8.3.2017,2017-03-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0017/2016,"Pi Naung Tai Co., Ltd","Pi Naung Tai Co., Ltd",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0049/2016,"Shinn Thant Aung Myin Mining Co., Ltd","Shinn Thant Aung Myin Mining Co., Ltd",production,Production,50:50,16.3.2016,2016-03-16,15.3.2017,2017-03-15,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0020/2016,"Shwe Aye Yeik Co., Ltd","Shwe Aye Yeik Co., Ltd",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
