Code/Ref,License holder,Company_name_cl,Type of License,License_type_cl,PSC ratio,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_km2_cl,Location (Region),Location_state_cl
0227/2015,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0228/2015,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0229/2015,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0230/2015,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0231/2015,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0232/2015,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0233/2015,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0234/2015,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0087/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27,26.4.2016,2016-04-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0088/2015,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27,26.4.2016,2016-04-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0089/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27,26.4.2016,2016-04-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0134/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,20.8.2012,2012-08-20,19.8.2016,2016-08-19,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0135/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,20.8.2012,2012-08-20,19.8.2016,2016-08-19,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0075/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,15.2.2012,2012-02-15,14.2.2017,2017-02-14,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0075/2014,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,18.3.2015,2015-03-18,17.3.2017,2017-03-17,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0076/2015,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,18.3.2015,2015-03-18,17.3.2017,2017-03-17,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0251/2014,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,24.9.2014,2014-09-24,23.9.2016,2016-09-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0252/2014,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,24.9.2014,2014-09-24,23.9.2016,2016-09-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0295/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0296/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0297/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0298/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0299/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0300/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0077/2011,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,18.1.2011,2011-01-18,17.1.2017,2017-01-17,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0303/2009,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0304/2009,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0279/2011,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0281/2011,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0282/2011,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0097/2009,"For Luck International Co., Ltd.","For Luck International Co., Ltd.",production,Production,50:50,14.7.2009,2009-07-14,13.7.2016,2016-07-13,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0156/2009,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,4.9.2009,2009-09-04,3.9.2016,2016-09-03,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0221/2015,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,2.12.2015,2015-12-02,1.12.2016,2016-12-01,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0202/2012,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,22.10.2012,2012-10-22,21.10.2016,2016-10-21,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0209/2014,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,17.7.2014,2014-07-17,16.7.2016,2016-07-16,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0619/2010,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,29.9.2010,2010-09-29,28.9.2016,2016-09-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0621/2010,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,29.9.2010,2010-09-29,28.9.2016,2016-09-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0210/2014,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,17.7.2014,2014-07-17,16.7.2016,2016-07-16,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0222/2015,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,2.12.2015,2015-12-02,1.12.2016,2016-12-01,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0617/2010,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,29.9.2010,2010-09-29,28.9.2016,2016-09-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0618/2010,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,29.9.2010,2010-09-29,28.9.2016,2016-09-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0248/2015,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,23.12.2015,2015-12-23,22.12.2016,2016-12-22,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0249/2015,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,23.12.2015,2015-12-23,22.12.2016,2016-12-22,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0252/2015,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,23.12.2015,2015-12-23,22.12.2016,2016-12-22,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0011/2015,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,3.2.2015,2015-02-03,2.2.2017,2017-02-02,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0247/2015,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,23.12.2015,2015-12-23,22.12.2016,2016-12-22,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0098/2009,"Yadanar Shwe Yee Win Mining Co., Ltd.","Yadanar Shwe Yee Win Mining Co., Ltd.",production,Production,50:50,14.7.2009,2009-07-14,13.7.2015,2015-07-13,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0099/2009,"Yadanar Shwe Yee Win Mining Co., Ltd.","Yadanar Shwe Yee Win Mining Co., Ltd.",production,Production,50:50,14.7.2009,2009-07-14,13.7.2016,2016-07-13,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0070/2011,"Theiddi Aung Shwe Moe Mining Co., Ltd","Theiddi Aung Shwe Moe Mining Co., Ltd",production,Production,50:50,18.1.2011,2011-01-18,17.1.2017,2017-01-17,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0074/2011,"Theiddi Aung Shwe Moe Mining Co., Ltd","Theiddi Aung Shwe Moe Mining Co., Ltd",production,Production,50:50,18.1.2011,2011-01-18,17.1.2017,2017-01-17,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0160/2011,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,7.2.2011,2011-02-07,6.2.2017,2017-02-06,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0634/2010,"Aung Ko Thu Mining Co., Ltd.","Aung Ko Thu Mining Co., Ltd.",production,Production,50:50,29.9.2010,2010-09-29,28.9.2016,2016-09-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0840/2010,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.12.2010,2010-12-24,23.12.2016,2016-12-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0841/2010,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.12.2010,2010-12-24,23.12.2016,2016-12-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0211/2014,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.7.2014,2014-07-24,23.7.2016,2016-07-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0212/2014,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.7.2014,2014-07-24,23.7.2016,2016-07-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0213/2014,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.7.2014,2014-07-24,23.7.2016,2016-07-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0842/2010,"Yadanar Pyi Phyo Aung Mining Co., Ltd.","Yadanar Pyi Phyo Aung Mining Co., Ltd.",production,Production,50:50,24.12.2010,2010-12-24,23.12.2016,2016-12-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0879/2010,"Yadanar Zayar Mining & Manufacturing Co., Ltd.","Yadanar Zayar Mining & Manufacturing Co., Ltd.",production,Production,50:50,24.12.2010,2010-12-24,23.12.2016,2016-12-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0278/2011,"Shwe Thant Oo Co., Ltd.","Shwe Thant Oo Co., Ltd.",production,Production,50:50,24.3.2011,2011-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0196/2010,"Pyi Thar Naing Co., Ltd.","Pyi Thar Naing Co., Ltd.",production,Production,50:50,25.2.2010,2010-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0197/2010,"Pyi Thar Naing Co., Ltd.","Pyi Thar Naing Co., Ltd.",production,Production,50:50,25.2.2010,2010-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0230/2011,"Eternal Mining Co., Ltd","Eternal Mining Co., Ltd",production,Production,50:50,25.2.2010,2010-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0044/2012,"Ever Good Luck Gold & Mining Co., Ltd","Ever Good Luck Gold & Mining Co., Ltd",production,Production,50:50,10.2.2012,2012-02-10,9.2.2017,2017-02-09,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0096/2012,"Yadanar Shwe Poun Mining  Co., Ltd.","Yadanar Shwe Poun Mining Co., Ltd.",production,Production,50:50,15.2.2012,2012-02-15,14.2.2017,2017-02-14,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0074/2012,"Yadanar Shwe Poun Mining  Co., Ltd.","Yadanar Shwe Poun Mining Co., Ltd.",production,Production,50:50,15.2.2012,2012-02-15,14.2.2017,2017-02-14,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0277/2011,"Naing Myint Mo Co., Ltd","Naing Myint Mo Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0090/2012,"Shwe La Win Co., Ltd.","Shwe La Win Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27,26.4.2016,2016-04-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0091/2012,"Shwe La Win Co., Ltd.","Shwe La Win Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27,26.4.2016,2016-04-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0093/2012,"Tha Pyay Aung (Mogoke) Co., Ltd.","Tha Pyay Aung (Mogoke) Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27,26.4.2016,2016-04-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0082/2013,"Mandalar Myint Family Industrial Co., Ltd","Mandalar Myint Family Industrial Co., Ltd",production,Production,50:50,22.4.2013,2013-04-22,21.4.2016,2016-04-21,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0107/2013,"Mandalar Myint Family Industrial Co., Ltd","Mandalar Myint Family Industrial Co., Ltd",production,Production,50:50,11.6.2013,2013-06-11,10.6.2016,2016-06-10,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0091/2013,"May Po Mining Co., Ltd","May Po Mining Co., Ltd",production,Production,50:50,9.5.2013,2013-05-09,8.5.2016,2016-05-08,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0817/2014,"Aung Shwe Htun Co., Ltd. ","Aung Shwe Htun Co., Ltd.",production,Production,50:50,6.6.2014,2014-06-06,5.6.2016,2016-06-05,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0221/2014,"Han Lin Star Co., Ltd.","Han Lin Star Co., Ltd.",production,Production,50:50,19.8.2014,2014-08-19,18.8.2016,2016-08-18,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0295/2014,"Yadanar Kywe Wa Chan Thar Mining Co., Ltd.","Yadanar Kywe Wa Chan Thar Mining Co., Ltd.",production,Production,50:50,17.12.2014,2014-12-17,16.12.2016,2016-12-16,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0070/2015,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12,11.3.2017,2017-03-11,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0117/2015,"Ngwe Myanmar Aung Co., Ltd.","Ngwe Myanmar Aung Co., Ltd.",production,Production,50:50,27.5.2015,2015-05-27,26.5.2016,2016-05-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0135/2015,"Yaung Chi Nagar Gems Co.,Ltd","Yaung Chi Nagar Gems Co.,Ltd",production,Production,50:50,1.7.2015,2015-07-01,30.6.2016,2016-06-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0171/2015,"Ephram Mining Co.,Ltd","Ephram Mining Co.,Ltd",production,Production,50:50,19.8.2015,2015-08-19,18.8.2016,2016-08-18,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0185/2015,"Pyae Mining Co.,Ltd","Pyae Mining Co.,Ltd",production,Production,50:50,23.9.2015,2015-09-23,22.9.2016,2016-09-22,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0253/2015,"Shwe Moe Ywa Pyi Co.,Ltd","Shwe Moe Ywa Pyi Co.,Ltd",production,Production,50:50,29.9.2015,2015-09-29,28.12.2016,2016-12-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0004/2016,"Shwe Singu Region Development Pubulic Co.,Ltd","Shwe Singu Region Development Pubulic Co.,Ltd",production,Production,50:50,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0048/2016,"Wana & Sons Mining Co.,Ltd","Wana & Sons Mining Co.,Ltd",production,Production,50:50,16.3.2016,2016-03-16,15.3.2017,2017-03-15,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0018/2016,"Myanmar Yadanar Aung Zabu Mining Co.,Ltd","Myanmar Yadanar Aung Zabu Mining Co.,Ltd",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0047/2016,"Sai Aung Shan Mining Corporate Co.,Ltd","Sai Aung Shan Mining Corporate Co.,Ltd",production,Production,50:50,16.3.2016,2016-03-16,15.3.2017,2017-03-15,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0085/2015,"Nilar Lin Let Co., Ltd","Nilar Lin Let Co., Ltd",production,Production,50:50,25.3.2015,2015-03-25,24.3.2017,2017-03-24,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0209/2012,"Kathe Kwin Mining Co., Ltd","Kathe Kwin Mining Co., Ltd",production,Production,50:50,12.7.2012,2012-07-12,11.7.2016,2016-07-11,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0073/2009,"Sann Shwe Pyi Gold & Mining Co., Ltd","Sann Shwe Pyi Gold & Mining Co., Ltd",production,Production,50:50,27.5.2009,2009-05-27,26.5.2016,2016-05-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0074/2009,"Sann Shwe Pyi Gold & Mining Co., Ltd","Sann Shwe Pyi Gold & Mining Co., Ltd",production,Production,50:50,27.5.2009,2009-05-27,26.5.2016,2016-05-26,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0037/2011,"Yadanar Kadae Thaik Co., Ltd","Yadanar Kadae Thaik Co., Ltd",production,Production,50:50,18.1.2011,2011-01-18,17.1.2017,2017-01-17,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0154/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05,4.9.2016,2016-09-04,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0155/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05,4.9.2016,2016-09-04,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0087/2014,"Pyi Htaung Su Thar Co., Ltd","Pyi Htaung Su Thar Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04,3.3.2017,2017-03-03,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0088/2014,"Pyi Htaung Su Thar Co., Ltd","Pyi Htaung Su Thar Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04,3.3.2017,2017-03-03,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0089/2014,"Pyi Htaung Su Thar Co., Ltd","Pyi Htaung Su Thar Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04,3.3.2017,2017-03-03,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0108/2014,"Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26,25.3.2016,2016-03-25,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0109/2014,"Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26,25.3.2016,2016-03-25,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0110/2014,"Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26,25.3.2016,2016-03-25,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0111/2014,"Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26,25.3.2016,2016-03-25,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0112/2014,"Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26,25.3.2016,2016-03-25,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0164/2014,"Ruby Dragon Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",production,Production,50:50,28.5.2014,2014-05-28,27.5.2016,2016-05-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0165/2014,"Ruby Dragon Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",production,Production,50:50,28.5.2014,2014-05-28,27.5.2016,2016-05-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0168/2014,"Ruby Dragon Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",production,Production,50:50,28.5.2014,2014-05-28,27.5.2016,2016-05-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0169/2014,"Ruby Dragon Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",production,Production,50:50,28.5.2014,2014-05-28,27.5.2016,2016-05-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0253/2014,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,24.9.2014,2014-09-24,23.9.2016,2016-09-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0254/2014,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,24.9.2014,2014-09-24,23.9.2016,2016-09-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0023/2015,"Myanmar Shwe Pyi Hein Co., Ltd.","Myanmar Shwe Pyi Hein Co., Ltd.",production,Production,50:50,21.1.2015,2015-01-21,20.1.2017,2017-01-20,Gold,Gold,0.0809,0.0809,Mon,Mon
0103/2013,"Tun Hein Hylan Co., Ltd.","Tun Hein Hylan Co., Ltd.",production,Production,50:50,12.3.2013,2013-03-12,11.3.2017,2017-03-11,Gold,Gold,0.0809,0.0809,Mon,Mon
0151/2015,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,22.7.2015,2015-07-22,21.7.2016,2016-07-21,Gold,Gold,0.0809,0.0809,Mon,Mon
0152/2015,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,22.7.2015,2015-07-22,21.7.2016,2016-07-21,Gold,Gold,0.0809,0.0809,Mon,Mon
0180/2015,"Duwon Nagar Mining Co., Ltd.","Duwon Nagar Mining Co., Ltd.",production,Production,50:50,16.9.2015,2015-09-16,15.9.2016,2016-09-15,Gold,Gold,0.0809,0.0809,Mon,Mon
0199/2015,"Inspire the Future Co., Ltd.","Inspire the Future Co., Ltd.",production,Production,50:50,20.10.2015,2015-10-20,19.10.2016,2016-10-19,Gold,Gold,0.0809,0.0809,Mon,Mon
0246/2015,"Ka Nyaw htoo Mining Co.,Ltd","Ka Nyaw htoo Mining Co.,Ltd",production,Production,50:50,23.12.2015,2015-12-23,22.12.2016,2016-12-22,Gold,Gold,0.0809,0.0809,Mon,Mon
