,Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl,License_type_cl,Location (Region),Location_state_cl,Year
3249,,,20.0,2015-01-28,0026/2015,Gold,"Shwe Min Gyi Mining Co.,Ltd",ME2,2016-01-27,Naung Taw,,,Small,Sagaing,Sagaing,2014-15
3250,,,20.0,2013-06-19,0134/2013,Gold,"Myit Phyar Tharlar Waddy Co., Ltd",ME2,2015-06-18,Ole Bo Ka Tout,,,Small,Sagaing,Sagaing,2014-15
3251,,,20.0,2013-06-19,0135/2013,Gold,"Myit Phyar Tharlar Waddy Co., Ltd",ME2,2015-06-18,Naung Khaing,,,Small,Sagaing,Sagaing,2014-15
3252,,,20.0,2014-03-04,0118/2014,Gold,"Myit Phyar Tharlar Waddy Co., Ltd",ME2,2016-03-03,Ole Bo Ka Tout,,,Small,Sagaing,Sagaing,2014-15
3253,,,20.0,2013-08-29,0163/2013,Gold,"Kaung Kin Kyei Sin Mining Co., Ltd",ME2,2015-08-28,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3254,,,20.0,2014-12-30,0021/2014,Gold,"Kaung Kin Kyei Sin Mining Co., Ltd",ME2,2015-12-29,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3255,,,20.0,2014-12-30,0022/2014,Gold,"Kaung Kin Kyei Sin Mining Co., Ltd",ME2,2015-12-29,loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3256,,,20.0,2014-07-02,0206/2014,Gold,"Kaung Kin Kyei Sin Mining Co., Ltd",ME2,2015-07-01,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3257,,,20.0,2013-04-22,0083/2013,Gold,"Shwe Sin San Myint Mining Co., Ltd",ME2,2015-04-21,Naung Taw,,,Small,Sagaing,Sagaing,2014-15
3258,,,20.0,2014-02-13,0060/2014,Gold,"Shwe Uru Aung Mining Co., Ltd",ME2,2016-02-12,Htain Kone,,,Small,Sagaing,Sagaing,2014-15
3259,,,20.0,2014-04-02,0105/2014,Gold,"Shwe Htay Bamar Mining Co., Ltd",ME2,2015-04-01,loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3260,,,20.0,2015-02-04,0052/2015,Gold,"Shwe Htay Bamar Mining Co., Ltd",ME2,2016-02-03,loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3261,,,20.0,2014-06-25,0204/2014,Gold,"Swan Htet Win Co., Ltd",ME2,2015-06-24,Yae Paw Mee,,,Small,Sagaing,Sagaing,2014-15
3262,,,20.0,2014-01-15,0029/2014,Gold,"Chindwin Shwe Group Co., Ltd",ME2,2016-01-14,Ole Bo Ka Tout,,,Small,Sagaing,Sagaing,2014-15
3263,,,20.0,2014-03-04,0085/2014,Gold,"Htet Yadanar Tun Co., Ltd",ME2,2016-03-03,Htain Kone,,,Small,Sagaing,Sagaing,2014-15
3264,,,20.0,2014-06-18,0198/2014,Gold,"Shwe Toe Tat Wai Kyaw Co., Ltd",ME2,2015-06-17,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3265,,,20.0,2014-06-18,0198/2014,Gold,"Shwe Toe Tat Wai Kyaw Co., Ltd",ME2,2015-06-17,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3266,,,20.0,2014-06-25,0198/2014,Gold,"San Oo Lwin Mining Co.,Ltd",ME2,2015-06-24,Mine Noung,,,Small,Sagaing,Sagaing,2014-15
3267,,,20.0,2014-06-25,0198/2014,Gold,"San Oo Lwin Mining Co.,Ltd",ME2,2015-06-24,Mine Noung,,,Small,Sagaing,Sagaing,2014-15
3268,,,20.0,2014-10-30,0269/2014,Gold,"Shwe Toe Tat Wai Kyaw Co., Ltd",ME2,2015-10-29,Khoe Toung,,,Small,Sagaing,Sagaing,2014-15
3269,,,20.0,2014-04-30,0156/2014,Gold,"Thein Hlyan Shwe Sin Mining Co., Ltd",ME2,2015-04-29,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3270,,,20.0,2014-10-09,0260/2014,Gold,"Thein Hlyan Shwe Sin Mining Co., Ltd",ME2,2015-10-08,Yet Pha,,,Small,Sagaing,Sagaing,2014-15
3271,,,20.0,2015-02-13,0066/2014,Gold,"Win Thiri Kyaw Mining Co., Ltd",ME2,2016-02-12,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3272,,,18.5,2014-09-17,0250/2014,Gold,"Lin Khant Kyaw Co., Ltd",ME2,2015-09-16,Naung Moe,,,Small,Sagaing,Sagaing,2014-15
3273,,,20.0,2015-03-04,0078/2014,Gold,"Golden Brother Unity Mining Co., Ltd",ME2,2016-03-03,Htain Kone,,,Small,Sagaing,Sagaing,2014-15
3274,,,13.0,2014-03-26,0113/2014,Gold,"Nature Strength Co., Ltd",ME2,2015-03-25,Ole Bo Ka Tout,,,Small,Sagaing,Sagaing,2014-15
3275,,,20.0,2014-04-02,0125/2014,Gold,"Haw Nan Htike Co., Ltd",ME2,2015-04-01,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3276,,,19.0,2014-11-26,0278/2014,Gold,"Haw Nan Htike Co., Ltd",ME2,2015-11-25,Naung Taw,,,Small,Sagaing,Sagaing,2014-15
3277,,,20.0,2014-04-09,0132/2014,Gold,"Toe Kywe Co., Ltd",ME2,2015-04-08,Ole Bo Ka Tout,,,Small,Sagaing,Sagaing,2014-15
3278,,,20.0,2014-05-28,0177/2014,Gold,"Min Thiha Aung Co., Ltd",ME2,2015-05-27,Kyune Kone,,,Small,Sagaing,Sagaing,2014-15
3279,,,20.0,2014-11-05,0271/2014,Gold,"Min Thiha Aung Co., Ltd",ME2,2015-11-04,Kyune Kone,,,Small,Sagaing,Sagaing,2014-15
3280,,,18.0,2014-04-30,0137/2014,Gold,"Pyi Taw Tun Co.,Ltd",ME2,2015-04-29,Htain Kone,,,Small,Sagaing,Sagaing,2014-15
3281,,,20.0,2014-06-06,0183/2014,Gold,"Shwe Phyo Thisar Mandine Mining Co., Ltd",ME2,2015-06-05,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3282,,,20.0,2014-09-17,0242/2014,Gold,"Shwe Phyo Thisar Mandine Mining Co., Ltd",ME2,2015-09-16,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3283,,,20.0,2014-04-30,0138/2014,Gold,"Yu Myitar Co., Ltd",ME2,2015-04-29,Hta Man Thi,,,Small,Sagaing,Sagaing,2014-15
3284,,,20.0,2014-06-11,0188/2014,Gold,"Myat Htet Ko Co.,Ltd",ME2,2015-06-10,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3285,,,20.0,2014-06-18,0195/2014,Gold,"Zayar Thaung Co., Ltd",ME2,2015-06-17,Ole Bo Ka Tout,,,Small,Sagaing,Sagaing,2014-15
3286,,,20.0,2014-04-09,0135/2014,Gold,"Myint And Kyu Mining Co.,Ltd",ME2,2015-04-08,Poat To,,,Small,Sagaing,Sagaing,2014-15
3287,,,20.0,2014-04-09,0136/2014,Gold,"Myint And Kyu Mining Co.,Ltd",ME2,2015-04-08,Poat To,,,Small,Sagaing,Sagaing,2014-15
3288,,,20.0,2014-05-14,0143/2014,Gold,"Ngwe La Won Thar Mining Co.,Ltd",ME2,2015-05-13,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3289,,,20.0,2015-01-21,0019/2015,Gold,"Ngwe La Won Thar Mining Co.,Ltd",ME2,2016-01-20,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3290,,,20.0,2014-05-28,0186/2014,Gold,"Bo Myint Min Zaw Co.,Ltd",ME2,2015-05-27,loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3291,,,20.0,2014-06-18,0203/2014,Gold,"Yadanar Aung Pan Co.,Ltd",ME2,2015-06-17,Shwe Twin,,,Small,Shan,Shan,2014-15
3292,,,20.0,2014-06-18,0203/2014,Gold,"Yadanar Aung Pan Co.,Ltd",ME2,2015-06-17,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3293,,,20.0,2014-07-02,0207/2014,Gold,"Pyi Chit Thar Mining Co., Ltd",ME2,2015-07-01,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3294,,,20.0,2014-07-30,0214/2014,Gold,"Tun Myint Myat Aung Co.,Ltd",ME2,2015-07-29,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3295,,,20.0,2014-09-17,0247/2014,Gold,"Shwe Sin Tun (Nant Taw) Mining Co.,Ltd",ME2,2015-09-16,loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3296,,,20.0,2014-09-03,0239/2014,Gold,"Exploration Earth Myanmar Co., Ltd",ME2,2015-09-02,Sae Ti Sate,,,Small,Sagaing,Sagaing,2014-15
3297,,,20.0,2014-06-11,0219/2014,Gold,"M.I.G Co., Ltd",ME2,2015-06-10,loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3298,,,20.0,2015-02-11,0054/2015,Gold,"M.I.G Co., Ltd",ME2,2016-02-10,Nant Taw,,,Small,Sagaing,Sagaing,2014-15
3299,,,19.0,2015-02-19,0057/2015,Gold,"M.I.G Co., Ltd",ME2,2016-02-18,Htain Kone,,,Small,Sagaing,Sagaing,2014-15
3300,,,20.0,2014-10-09,0257/2014,Gold,"Aung Khant Swan Co.,Ltd",ME2,2015-10-08,Naung Pin,,,Small,Sagaing,Sagaing,2014-15
3301,,,20.0,2014-10-15,0267/2014,Gold,"Marga Shwe Taung Co., Ltd",ME2,2015-10-14,Tar Mel Poat,,,Small,Sagaing,Sagaing,2014-15
3302,,,20.0,2014-12-24,0296/2014,Gold,"Yadanar Kyi Mar Aung Mining Co.,Ltd",ME2,2015-12-23,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3303,,,20.0,2014-10-01,0254/2014,Gold,"Gold Seven Star Co., Ltd",ME2,2015-09-30,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3304,,,20.0,2014-10-01,0254/2014,Gold,"Gold Seven Star Co., Ltd",ME2,2015-09-30,Hell Phat,,,Small,Mandalay,Mandalay,2014-15
3305,,,16.0,2014-09-24,0254/2014,Gold,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",ME2,2015-09-23,War Phu Taung,,,Small,Sagaing,Sagaing,2014-15
3306,,,16.0,2014-09-24,0254/2014,Gold,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",ME2,2015-09-23,War Phu Taung,,,Small,Mandalay,Mandalay,2014-15
3307,,,20.0,2014-11-05,0272/2014,Gold,"Soe Myat Yadanar Mining Co.,Ltd",ME2,2015-11-04,Hta Man Thi,,,Small,Sagaing,Sagaing,2014-15
3308,,,20.0,2014-11-05,0270/2014,Gold,"Thalar Moe Nyunt Co.,Ltd",ME2,2015-11-04,Kyun Kone,,,Small,Sagaing,Sagaing,2014-15
3309,,,20.0,2014-07-02,0205/2014,Gold,"Shwe Pyae Maung Mining Co.,Ltd",ME2,2015-07-01,Ole Bo Ka Tout,,,Small,Sagaing,Sagaing,2014-15
3310,,,20.0,2014-11-21,0275/2014,Gold,"Pyi Pyo San Mining Co., Ltd",ME2,2015-11-20,Hta Man Thi,,,Small,Sagaing,Sagaing,2014-15
3311,,,20.0,2014-12-24,0298/2014,Gold,"Shwe Toe Hlyan Co., Ltd",ME2,2015-12-23,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3312,,,20.0,2014-12-10,0287/2014,Gold,"Aung Shwe Sin Myat Co., Ltd",ME2,2015-12-09,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3313,,,20.0,2015-01-15,0015/2015,Gold,"Shwe Zayar Pubic Co., Ltd",ME2,2016-01-14,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3314,,,20.0,2015-01-15,0016/2015,Gold,"Shwe Zayar Pubic Co., Ltd",ME2,2016-01-14,Hell Phat,,,Small,Sagaing,Sagaing,2014-15
3315,,,18.0,2014-12-24,0297/2014,Gold,"Placer Gold Mining Co.,Ltd",ME2,2015-12-23,Noung Soup Khar,,,Small,Sagaing,Sagaing,2014-15
3316,,,20.0,2013-10-30,0196/2013,Gold,"Thiri Yadanar Toe Co.,Ltd",ME2,2015-10-29,loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3317,,,20.0,2015-01-07,0009/2015,Gold,"Otya Shwe Sin Co., Ltd",ME2,2016-01-06,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3318,,,20.0,2015-01-07,0010/2015,Gold,"Otya Shwe Sin Co., Ltd",ME2,2016-01-06,Shwe Twin,,,Small,Sagaing,Sagaing,2014-15
3319,,,18.8,2015-03-12,0065/2015,Gold,"Nyunt and Son Co., Ltd",ME2,2016-03-11,Kyun Kone,,,Small,Sagaing,Sagaing,2014-15
3320,,,20.0,2015-02-26,0059/2015,Gold,"Yu Thanlar Co., Ltd",ME2,2016-02-25,Hta Man Thi,,,Small,Sagaing,Sagaing,2014-15
3321,,,20.0,2015-02-26,0060/2015,Gold,"San Pyae Thein Co., Ltd",ME2,2016-02-25,Hta Man Thi,,,Small,Sagaing,Sagaing,2014-15
3322,,,6.3,2015-03-12,0066/2015,Gold,"Professional Co., Ltd",ME2,2016-03-11,Htain Kone,,,Small,Sagaing,Sagaing,2014-15
3323,,,20.0,2015-03-12,0064/2015,Gold,"Than Shwe Ye Aung Co., Ltd",ME2,2016-03-11,Mine Kine,,,Small,Sagaing,Sagaing,2014-15
3324,,,14.0,2015-03-18,0078/2015,Gold,"Zaw Hein Thant Co.,Ltd",ME2,2016-03-17,Loung Phaung,,,Small,Sagaing,Sagaing,2014-15
3325,,,20.0,2013-10-02,0176//2013,Gold,"Tin Soe Tun Mining Co.,Ltd",ME2,2015-10-01,Mar Lone,,,Small,Sagaing,Sagaing,2014-15
3326,,,20.0,2009-12-01,0290/2009,Gold,"Aye Aye Khaing Mining Co., Ltd.",ME2,2015-11-30,Mine Tone Tar,,,Small,Sagaing,Sagaing,2014-15
3327,,,20.0,2014-08-27,0235/2014,Gold,"Cho Group Manufacturing Co., Ltd",ME2,2015-08-26,Ma Gyi Pin,,,Small,Sagaing,Sagaing,2014-15
3328,,,20.0,2014-12-24,0300/2014,Gold,"Kan Tar ya Seinn Mining Co., Ltd",ME2,2015-12-23,Ma Gyi Pin,,,Small,Sagaing,Sagaing,2014-15
3329,,,20.0,2015-03-05,0061/2015,Gold,"Kan Tar ya Seinn Mining Co., Ltd",ME2,2016-03-04,Maw Kwin,,,Small,Sagaing,Sagaing,2014-15
3330,,,20.0,2015-01-07,0006/2015,Gold,"Awzar Shwe Pyae Mining Co., Ltd",ME2,2016-01-06,Maw Kwin,,,Small,Sagaing,Sagaing,2014-15
3331,,,20.0,2015-01-07,0007/2015,Gold,"Awzar Shwe Pyae Mining Co., Ltd",ME2,2016-01-06,Maw Kwin,,,Small,Sagaing,Sagaing,2014-15
3332,,,20.0,2015-01-07,0008/2015,Gold,"Awzar Shwe Pyae Mining Co., Ltd",ME2,2016-01-06,Maw Kwin,,,Small,Sagaing,Sagaing,2014-15
3333,,,14.66,2015-03-12,0069/2015,Gold,"Aung Zaw Htoo Hein Co., Ltd",ME2,2016-03-11,Ole Myae Kone,,,Small,Sagaing,Sagaing,2014-15
3334,,,20.0,2010-12-24,0859/2010,Gold,"Myanmar Shan Kyi Lone Co., Ltd",ME2,2015-12-23,Shan Ka Lone,,,Small,Sagaing,Sagaing,2014-15
3335,,,20.0,2010-12-24,0860/2010,Gold,"Myanmar Shan Kyi Lone Co., Ltd",ME2,2015-12-23,Shan Ka Lone,,,Small,Sagaing,Sagaing,2014-15
3336,,,20.0,2014-02-28,0051/2014,Gold,"Shwe La Wyaing Manufacturing Co., Ltd",ME2,2015-12-29,Eie Kyi,,,Small,Sagaing,Sagaing,2014-15
3337,,,15.67,2014-03-04,0131/2014,Gold,"Phyo Than Co., Ltd",ME2,2016-03-03,Moe Nhan,,,Small,Sagaing,Sagaing,2014-15
3338,,,20.0,2015-01-07,0012/2015,Gold,"Zike Shane Export and Import Co.,Ltd",ME2,2016-01-06,Oak Kan,,,Small,Sagaing,Sagaing,2014-15
3339,,,20.0,2014-03-04,0104/2014,Gold,"Shwe Sin Naing Aung Co., Ltd",ME2,2016-03-03,Yat Nar,,,Small,Sagaing,Sagaing,2014-15
3340,,,20.0,2014-04-09,0134/2014,Gold,"Shwe Yetkha Co., Ltd",ME2,2015-04-08,Min Sin,,,Small,Sagaing,Sagaing,2014-15
3341,,,18.7,2014-12-10,0288/2014,Gold,"Aung Khant Swan Co.,Ltd",ME2,2015-12-09,Yar Nar,,,Small,Sagaing,Sagaing,2014-15
3342,,,20.0,2014-04-09,0124/2014,Gold,"Shwe Pyae Thein Co.,Ltd",ME2,2015-04-08,Zinn,,,Small,Sagaing,Sagaing,2014-15
3343,,,20.0,2014-05-28,0161/2014,Gold,"Shwe Martar Mining Co.,Ltd",ME2,2015-05-27,Zinn,,,Small,Sagaing,Sagaing,2014-15
3344,,,20.0,2014-09-17,0243/2014,Gold,"Shwe Pyi Kyaw Co., Ltd",ME2,2015-09-16,Mout Pa Linn,,,Small,Sagaing,Sagaing,2014-15
3345,,,20.0,2012-08-20,0141/2012,Gold,"Min Win Takhun Co., Ltd",ME2,2015-08-19,Ta Zel Choung,,,Small,Sagaing,Sagaing,2014-15
3346,,,19.8,2013-11-26,0210/2013,Gold,"Anetga Yadanar Aung Mining Co., Ltd.",ME2,2015-11-25,Zar Dad Kyi,,,Small,Tanintharyi,Tanintharyi,2014-15
3347,,,20.0,2011-12-07,0395/2011,Gold,"Golden Target Mining Co.,Ltd",ME2,2015-12-06,Win Ka Nain,,,Small,Bago,Bago,2014-15
3348,,,20.0,2011-04-09,0154/2014,Gold,"Shwe Khit Toe Tat Yae Mining Co., Ltd",ME2,2015-04-08,Taung Kant Lant,,,Small,Bago,Bago,2014-15
3349,,,20.0,2014-12-17,0293/2014,Gold,"Shwe Pyi San Yar Co., Ltd",ME2,2015-12-16,Tall Puu,,,Small,Bago,Bago,2014-15
3350,,,19.77,2014-12-31,0307/2014,Gold,"L Do War Htoo Co.,Ltd",ME2,2015-12-30,Kout Pyin,,,Small,Bago,Bago,2014-15
3351,,,20.0,2011-02-25,0239/2011,Gold,"Future Engineering & Gold Mining Co., Ltd.",ME2,2016-02-24,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3352,,,20.0,2011-02-25,0140/2011,Gold,"Future Engineering & Gold Mining Co., Ltd.",ME2,2016-02-24,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3353,,,20.0,2013-10-22,1079/2013,Gold,"Future Engineering & Gold Mining Co., Ltd.",ME2,2015-10-21,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3354,,,20.0,2013-10-22,0180/2013,Gold,"Future Engineering & Gold Mining Co., Ltd.",ME2,2015-10-21,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3355,,,20.0,2011-01-18,0035/2011,Gold,"Shwe Pyi Thar Gold Production & Refining Co., Ltd.",ME2,2016-01-17,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3356,,,20.0,2011-01-18,0036/2011,Gold,"Shwe Pyi Thar Gold Production & Refining Co., Ltd.",ME2,2016-01-17,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3357,,,20.0,2012-08-30,0161/2012,Gold,"Shwe Pyi Thar Gold Production & Refining Co., Ltd.",ME2,2015-08-29,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3358,,,20.0,2012-08-30,1062/2012,Gold,"Shwe Pyi Thar Gold Production & Refining Co., Ltd.",ME2,2015-08-29,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3359,,,20.0,2011-01-18,0078/2011,Gold,"Shwe Wah Taung Co., Ltd.",ME2,2016-01-17,Kwin (30),,,Small,Mandalay,Mandalay,2014-15
3360,,,20.0,2011-02-25,1232/2011,Gold,"Shwe Wah Taung Co., Ltd.",ME2,2016-02-24,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3361,,,20.0,2011-03-24,0187/2011,Gold,"Shwe Wah Taung Co., Ltd.",ME2,2016-03-23,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3362,,,20.0,2011-02-07,0154/2011,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2016-02-06,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3363,,,20.0,2011-02-07,0155/2011,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2016-02-06,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3364,,,20.0,2011-02-07,0156/2011,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2016-02-06,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3365,,,20.0,2011-02-07,0157/2011,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2016-02-06,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3366,,,20.0,2011-02-07,0158/2011,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2016-02-06,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3367,,,15.0,2011-02-07,0159/2011,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2016-02-06,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3368,,,20.0,2013-11-24,0198/2013,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2015-11-20,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3369,,,20.0,2013-11-24,0199/2013,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2015-11-20,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3370,,,20.0,2013-11-24,0200/2013,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2015-11-20,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3371,,,20.0,2013-11-24,0201/2013,Gold,"Myanmar Golden Point Family Co., Ltd.",ME2,2015-11-20,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3372,,,20.0,2011-02-25,0221/2011,Gold,"Eternal Mining Co.,Ltd",ME2,2016-02-24,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3373,,,20.0,2011-02-25,0223/2011,Gold,"Eternal Mining Co.,Ltd",ME2,2016-02-24,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3374,,,20.0,2011-02-25,0224/2011,Gold,"Eternal Mining Co.,Ltd",ME2,2016-02-24,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3375,,,20.0,2011-02-25,0228/2011,Gold,"Eternal Mining Co.,Ltd",ME2,2016-02-24,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3376,,,20.0,2011-02-25,0229/2011,Gold,"Eternal Mining Co.,Ltd",ME2,2016-02-24,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3377,,,20.0,2012-08-08,0124/2012,Gold,"Shwe Su Su Than Mining Co., Ltd.",ME2,2015-08-07,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3378,,,20.0,2012-01-11,0034/2012,Gold,"Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.",ME2,2016-01-10,(7)mile,,,Small,Mandalay,Mandalay,2014-15
3379,,,20.0,2012-01-11,0053/2012,Gold,"Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.",ME2,2016-01-10,(7)mile,,,Small,Mandalay,Mandalay,2014-15
3380,,,20.0,2012-08-30,0163/2012,Gold,"Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.",ME2,2015-08-29,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3381,,,20.0,2012-01-10,0033/2012,Gold,"Kyaw Soe Ya Mining & Production Co., Ltd.",ME2,2016-01-09,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3382,,,20.0,2013-06-19,0121/2013,Gold,"Kyaw Soe Ya Mining & Production Co., Ltd.",ME2,2015-06-18,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3383,,,20.0,2011-12-05,0390/2011,Gold,"Koe Kant Shwe Ngar Co.,Ltd",ME2,2015-12-04,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3384,,,20.0,2011-12-05,0391/2011,Gold,"Koe Kant Shwe Ngar Co.,Ltd",ME2,2015-12-04,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3385,,,20.0,2011-12-05,0392/2011,Gold,"Koe Kant Shwe Ngar Co.,Ltd",ME2,2015-12-04,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3386,,,20.0,2011-12-05,0393/2011,Gold,"Koe Kant Shwe Ngar Co.,Ltd",ME2,2015-12-04,Wat Thay,,,Small,Mandalay,Mandalay,2014-15
3387,,,20.0,2011-12-05,0401/2011,Gold,"For Luck International Co., Ltd.",ME2,2015-12-04,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3388,,,20.0,2011-12-05,0402/2011,Gold,"For Luck International Co., Ltd.",ME2,2015-12-04,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3389,,,20.0,2012-12-05,0127/2012,Gold,"Shwe Than Danan Co.,Ltd",ME2,2015-12-04,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3390,,,9.38,2012-08-20,0143/2012,Gold,"Shwe Chaung Gyi Mining Co.,Ltd",ME2,2015-08-18,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3391,,,20.0,2012-08-08,0122/2012,Gold,"G.D.Roc Co., Ltd.",ME2,2015-08-07,(7)mile,,,Small,Mandalay,Mandalay,2014-15
3392,,,20.0,2012-08-08,0123/2012,Gold,"G.D.Roc Co., Ltd.",ME2,2015-08-07,(7)mile,,,Small,Mandalay,Mandalay,2014-15
3393,,,20.0,2012-10-02,0189/2012,Gold,"Ye Htut Kyaw Co.,Ltd",ME2,2015-10-01,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3394,,,20.0,2012-11-08,0222/2012,Gold,"Sixteen Star Co.,Ltd",ME2,2015-11-07,Chaung Gyi,,,Small,Mandalay,Mandalay,2014-15
3395,,,14.31,2013-01-02,0010/2013,Gold,"Aung Myittar Shin Mining Co.,Ltd",ME2,2016-01-01,Nga Tant Eie,,,Small,Mandalay,Mandalay,2014-15
3396,,,20.0,2013-12-12,0003/2013,Gold,"Southern Value Mining Co.,Ltd",ME2,2015-12-11,(7)mile,,,Small,Mandalay,Mandalay,2014-15
3397,,,20.0,2013-12-28,0002/2013,Gold,"Shwe Taung Myint Moe Tagon Co., Ltd",ME2,2015-12-27,Own Zone,,,Small,Mandalay,Mandalay,2014-15
3398,,,20.0,2013-01-30,0029/2013,Gold,"Myanmar Kyin Sein Co.,Ltd",ME2,2016-01-29,war phu taung,,,Small,Mandalay,Mandalay,2014-15
3399,,,20.0,2013-01-30,0030/2013,Gold,"Myanmar Kyin Sein Co.,Ltd",ME2,2016-01-29,war phu taung,,,Small,Mandalay,Mandalay,2014-15
3400,,,20.0,2013-01-30,0031/2013,Gold,"Myanmar Kyin Sein Co.,Ltd",ME2,2016-01-29,war phu taung,,,Small,Mandalay,Mandalay,2014-15
3401,,,20.0,2013-01-30,0032/2013,Gold,"Myanmar Kyin Sein Co.,Ltd",ME2,2016-01-29,war phu taung,,,Small,Mandalay,Mandalay,2014-15
3402,,,20.0,2013-01-30,0033/2013,Gold,"Myanmar Kyin Sein Co.,Ltd",ME2,2016-01-29,war phu taung,,,Small,Mandalay,Mandalay,2014-15
3403,,,20.0,2013-02-06,0034/2013,Gold,"Phwint Phyo Thit Co.,Ltd",ME2,2016-02-05,war phu taung,,,Small,Mandalay,Mandalay,2014-15
3404,,,20.0,2013-02-06,0035/2013,Gold,"Phwint Phyo Thit Co.,Ltd",ME2,2016-02-05,war phu taung,,,Small,Mandalay,Mandalay,2014-15
