Code/Ref,License holder,Company_Name_cl,Type of License,License_type_cl,PSC ratio,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_km2_cl,Location (Region),Location_state_cl
0110/2014,"Moehti Moemi Collective Small Scale Gold 
Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26T00:00:00Z,25.3.2016,2016-03-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0111/2014,"Moehti Moemi Collective Small Scale Gold 
Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26T00:00:00Z,25.3.2016,2016-03-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0112/2014,"Moehti Moemi Collective Small Scale Gold 
Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26T00:00:00Z,25.3.2016,2016-03-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0163/2014,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0164/2014,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0165/2014,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0166/2014,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0167/2014,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0168/2014,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0169/2014,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0170/2014,"Ruby Dragon Mining Co.,Ltd.","Ruby Dragon Mining Co.,Ltd.",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0253/2014,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,24.9.2014,2014-09-24T00:00:00Z,23.9.2015,2015-09-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0254/2014,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,24.9.2014,2014-09-24T00:00:00Z,23.9.2015,2015-09-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0023/2015,"Myanmar Shwe Pyi Hein Co., Ltd.","Myanmar Shwe Pyi Hein Co., Ltd.",production,Production,50:50,21.1.2015,2015-01-21T00:00:00Z,20.1.2016,2016-01-20T00:00:00Z,Gold,Gold,0.0809,0.0809,Mon,Mon
0145/2012,"Shwe Gar Kyi Co.,Ltd","Shwe Gar Kyi Co.,Ltd",production,Production,50:50,20.8.2012,2012-08-20T00:00:00Z,19.8.2015,2015-08-19T00:00:00Z,Gold,Gold,0.0809,0.0809,Mon,Mon
0103/2013,"Tun Hein Hylan Co., Ltd.","Tun Hein Hylan Co., Ltd.",production,Production,50:50,12.3.2013,2013-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,Mon,Mon
0150/2008,"Shwe Ninn Hmone Co.,Ltd","Shwe Ninn Hmone Co.,Ltd",production,Production,50:50,3.7.2008,2008-07-03T00:00:00Z,2.7.2015,2015-07-02T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0230/2010,"Myanmar Ruby Interprise Gems & Jewellery Co., Ltd.","Myanmar Ruby Interprise Gems & Jewellery Co., Ltd.",production,Production,50:50,9.4.2010,2010-04-09T00:00:00Z,8.4.2015,2015-04-08T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0231/2010,"Myanmar Ruby Interprise Gems & Jewellery Co., Ltd.","Myanmar Ruby Interprise Gems & Jewellery Co., Ltd.",production,Production,50:50,9.4.2010,2010-04-09T00:00:00Z,8.4.2015,2015-04-08T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0329/2009,"Red Moundain Production Co.,Ltd","Red Moundain Production Co.,Ltd",production,Production,50:50,29.12.2009,2009-12-29T00:00:00Z,28.12.2015,2015-12-28T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0330/2009,"Red Moundain Production Co.,Ltd","Red Moundain Production Co.,Ltd",production,Production,50:50,29.12.2009,2009-12-29T00:00:00Z,28.12.2015,2015-12-28T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0173/2013,"Ngwe Taung Min  Co., Ltd","Ngwe Taung Min Co., Ltd",production,Production,50:50,30.8.2013,2013-08-30T00:00:00Z,29.8.2015,2015-08-29T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0085/2013,"Phyaungt Phyu Pyaw Shwin Co., Ltd","Phyaungt Phyu Pyaw Shwin Co., Ltd",production,Production,50:50,7.3.2013,2013-03-07T00:00:00Z,6.3.2016,2016-03-06T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0069/2013,"Shwe Nadi Myat Mining Co.,Ltd","Shwe Nadi Myat Mining Co.,Ltd",production,Production,50:50,7.3.2013,2013-03-07T00:00:00Z,6.3.2016,2016-03-06T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0108/2012,"Lin Hlyan Htet Mining Co., Ltd","Lin Hlyan Htet Mining Co., Ltd",production,Production,50:50,22.5.2012,2012-05-22T00:00:00Z,21.5.2015,2015-05-21T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0122/2013,"Lin Hlyan Htet Mining Co., Ltd","Lin Hlyan Htet Mining Co., Ltd",production,Production,50:50,11.6.2013,2013-06-11T00:00:00Z,10.6.2015,2015-06-10T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0117/2013,"Aung Woon Nay Co.,Ltd","Aung Woon Nay Co.,Ltd",production,Production,50:50,19.6.2013,2013-06-19T00:00:00Z,18.6.2015,2015-06-18T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0118/2013,"Aung Woon Nay Co.,Ltd","Aung Woon Nay Co.,Ltd",production,Production,50:50,19.6.2013,2013-06-19T00:00:00Z,18.6.2015,2015-06-18T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0034/2014,"LaHu Brothers Mining Co.,Ltd","LaHu Brothers Mining Co.,Ltd",production,Production,50:50,15.1.2014,2014-01-15T00:00:00Z,14.1.2016,2016-01-14T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0049/2014,"Shwe Kyaing Tone Co.,Ltd","Shwe Kyaing Tone Co.,Ltd",production,Production,50:50,28.1.2015,2015-01-28T00:00:00Z,27.1.2016,2016-01-27T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0048/2014,"Ngwe Taung Min  Co., Ltd","Ngwe Taung Min Co., Ltd",production,Production,50:50,28.1.2015,2015-01-28T00:00:00Z,27.1.2016,2016-01-27T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0079/2014,"Sai Agreculture Investment Co., Ltd","Sai Agreculture Investment Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04T00:00:00Z,3.3.2015,2015-03-03T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0080/2014,"Sai Agreculture Investment Co., Ltd","Sai Agreculture Investment Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04T00:00:00Z,3.3.2015,2015-03-03T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0289/2014,"Lin Hlyan Htet Mining Co., Ltd","Lin Hlyan Htet Mining Co., Ltd",production,Production,50:50,10.12.2014,2014-12-10T00:00:00Z,9.12.2015,2015-12-09T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0282/2014,"Taing Chit Min Co.,Ltd","Taing Chit Min Co.,Ltd",production,Production,50:50,26.11.2014,2014-11-26T00:00:00Z,25.11.2015,2015-11-25T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0283/2014,"Taing Chit Min Co.,Ltd","Taing Chit Min Co.,Ltd",production,Production,50:50,26.11.2014,2014-11-26T00:00:00Z,25.11.2015,2015-11-25T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0306/2014,"Wai Tel Mining Co., Ltd.","Wai Tel Mining Co., Ltd.",production,Production,50:50,30.12.2014,2014-12-30T00:00:00Z,30.12.2015,2015-12-30T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0308/2014,"Tarchilate Rock Stone Co.,Ltd","Tarchilate Rock Stone Co.,Ltd",production,Production,50:50,30.12.2014,2014-12-30T00:00:00Z,30.12.2015,2015-12-30T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0309/2014,"Tarchilate Rock Stone Co.,Ltd","Tarchilate Rock Stone Co.,Ltd",production,Production,50:50,10.12.2014,2014-12-10T00:00:00Z,9.12.2015,2015-12-09T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0027/2015,"Shwe Htoo San Co.,Ltd","Shwe Htoo San Co.,Ltd",production,Production,50:50,28.1.2015,2015-01-28T00:00:00Z,27.1.2016,2016-01-27T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0053/2015,"Myint Oo Aung Co., Ltd.","Myint Oo Aung Co., Ltd.",production,Production,50:50,4.2.2015,2015-02-04T00:00:00Z,3.2.2016,2016-02-03T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0073/2015,"Hein Mytta Co., Ltd.","Hein Mytta Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0074/2015,"Hein Mytta Co., Ltd.","Hein Mytta Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0071/2015,"Mega Banner Co., Ltd.","Mega Banner Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0072/2015,"Mega Banner Co., Ltd.","Mega Banner Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0211/2011,"Hein Kaung Sat Mining Co., Ltd.","Hein Kaung Sat Mining Co., Ltd.",production,Production,50:50,25.2.2011,2011-02-25T00:00:00Z,24.2.2016,2016-02-24T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0212/2011,"Double Dragon Co., Ltd.","Double Dragon Co., Ltd.",production,Production,50:50,25.2.2011,2011-02-25T00:00:00Z,24.2.2016,2016-02-24T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0237/2014,"Double Dragon Co., Ltd.","Double Dragon Co., Ltd.",production,Production,50:50,3.9.2014,2014-09-03T00:00:00Z,2.9.22015,2015-09-02T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0164/2013,"Certain Manual Introduction Co.,Ltd","Certain Manual Introduction Co.,Ltd",production,Production,50:50,18.9.2013,2013-09-18T00:00:00Z,17.9.2015,2015-09-17T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0039/2014,"Thit Sar Pan Gems  & Jewellery Co.,Ltd","Thit Sar Pan Gems & Jewellery Co.,Ltd",production,Production,50:50,10.10.2014,2014-10-10T00:00:00Z,9.10.2015,2015-10-09T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0040/2014,"Dana Theidi Star Gems & Jewellery Co.,Ltd","Dana Theidi Star Gems & Jewellery Co.,Ltd",production,Production,50:50,10.10.2014,2014-10-10T00:00:00Z,9.10.2015,2015-10-09T00:00:00Z,Gold,Gold,0.0809,0.0809,shan,Shan
0086/2007,"Eternal Mining Co., Ltd","Eternal Mining Co., Ltd",production,Production,40:60,1.8.2007,2007-08-01T00:00:00Z,31.7.2032,2032-07-31T00:00:00Z,Gold,Gold,6.04,6.04,Sagaing,Sagaing
19/1998,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,37:63,15.10.1998,1998-10-15T00:00:00Z,14.10.2018,2018-10-14T00:00:00Z,Gold,Gold,21.85,21.85,Mandalay,Mandalay
0051/2011,National Prosperity Gold Production Group Ltd.,National Prosperity Gold Production Group Ltd.,production,Production,"Piece-rate
system",16.9.2011,2011-09-16T00:00:00Z,15.9.2036,2036-09-15T00:00:00Z,Gold,Gold,24.71,24.71,Mandalay,Mandalay
0052/2011,"Shwe Moe Yan  Co., Ltd.","Shwe Moe Yan Co., Ltd.",production,Production,"Piece-rate
system",16.9.2011,2011-09-16T00:00:00Z,15.9.2036,2036-09-15T00:00:00Z,Gold,Gold,34.34,34.34,Mandalay,Mandalay
0002/2012,"Geo Asia Industrial and Mining Co., Ltd.","Geo Asia Industrial and Mining Co., Ltd.",production,Production,"Piece-rate
system",3.12.2011,2011-12-03T00:00:00Z,2.12.2036,2036-12-02T00:00:00Z,Gold,Gold,27.22,27.22,Mandalay+shan,
