Code/Ref,License holder,Company_Name_cl,Type of License,License_type_cl,PSC ratio,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_km2_cl,Location (Region),Location_state_cl
0305/2009,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0306/2009,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0087/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0088/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0089/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0134/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,20.8.2012,2012-08-20T00:00:00Z,19.8.2015,2015-08-19T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0135/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,20.8.2012,2012-08-20T00:00:00Z,19.8.2015,2015-08-19T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0295/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0296/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0297/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0298/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0299/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0300/2009,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0077/2011,"Htat Yee Linn Mining & Refinery Co., Ltd","Htat Yee Linn Mining & Refinery Co., Ltd",production,Production,50:50,18.1.2011,2011-01-18T00:00:00Z,17.1.2016,2016-01-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0303/2009,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0304/2009,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0279/2011,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24T00:00:00Z,23.3.2016,2016-03-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0280/2011,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24T00:00:00Z,23.3.2016,2016-03-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0281/2011,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24T00:00:00Z,23.3.2016,2016-03-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0282/2011,"Aung Htun Linn Shein Win Mining & Refinery Co., Ltd","Aung Htun Linn Shein Win Mining & Refinery Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24T00:00:00Z,23.3.2016,2016-03-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0097/2009,"For Luck International Co., Ltd.","For Luck International Co., Ltd.",production,Production,50:50,14.7.2009,2009-07-14T00:00:00Z,13.7.2015,2015-07-13T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0156/2099,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,4.9.2009,2009-09-04T00:00:00Z,3.9.2015,2015-09-03T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0617/2010,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,29.9.2010,2010-09-29T00:00:00Z,28.9.2015,2015-09-28T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0618/2010,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,29.9.2010,2010-09-29T00:00:00Z,28.9.2015,2015-09-28T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0202/2012,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,22.10.2012,2012-10-22T00:00:00Z,21.10.2015,2015-10-21T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0048/2009,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,13.3.2009,2009-03-13T00:00:00Z,12.3.2016,2016-03-12T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0094/2012,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0095/2012,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0096/2012,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0386/2011,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,1.12.2011,2011-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0387/2011,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,1.12.2011,2011-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0011/2012,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,3.2.2012,2012-02-03T00:00:00Z,2.2.2016,2016-02-02T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0115/2012,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,28.6.2012,2012-06-28T00:00:00Z,27.6.2015,2015-06-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0116/2012,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,28.6.2012,2012-06-28T00:00:00Z,27.6.2015,2015-06-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0117/2012,"Pyi Sone Aung Mining Co., Ltd.","Pyi Sone Aung Mining Co., Ltd.",production,Production,50:50,28.6.2012,2012-06-28T00:00:00Z,27.6.2015,2015-06-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0098/2009,"Yadanar Shwe Yee Win Mining Co., Ltd.","Yadanar Shwe Yee Win Mining Co., Ltd.",production,Production,50:50,14.7.2009,2009-07-14T00:00:00Z,13.7.2015,2015-07-13T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0099/2009,"Yadanar Shwe Yee Win Mining Co., Ltd.","Yadanar Shwe Yee Win Mining Co., Ltd.",production,Production,50:50,14.7.2009,2009-07-14T00:00:00Z,13.7.2015,2015-07-13T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0070/2011,"Theiddi Aung Shwe Moe Mining Co., Ltd","Theiddi Aung Shwe Moe Mining Co., Ltd",production,Production,50:50,18.1.2011,2011-01-18T00:00:00Z,17.1.2016,2016-01-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0074/2011,"Theiddi Aung Shwe Moe Mining Co., Ltd","Theiddi Aung Shwe Moe Mining Co., Ltd",production,Production,50:50,18.1.2011,2011-01-18T00:00:00Z,17.1.2016,2016-01-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0160/2011,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,7.2.2011,2011-02-07T00:00:00Z,6.2.2016,2016-02-06T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0209/2014,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,17.7.2014,2014-07-17T00:00:00Z,16.7.2015,2015-07-16T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0619/2010,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,29.9.2010,2010-09-29T00:00:00Z,28.9.2015,2015-09-28T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0621/2010,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,29.9.2010,2010-09-29T00:00:00Z,28.9.2015,2015-09-28T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0210/2014,"Aung La Pyae Co., Ltd","Aung La Pyae Co., Ltd",production,Production,50:50,17.7.2014,2014-07-17T00:00:00Z,16.7.2015,2015-07-16T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0634/2010,"Aung Ko Thu Mining Co., Ltd.","Aung Ko Thu Mining Co., Ltd.",production,Production,50:50,29.9.2010,2010-09-29T00:00:00Z,28.9.2015,2015-09-28T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0840/2010,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.12.2010,2010-12-24T00:00:00Z,23.12.2015,2015-12-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0841/2010,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.12.2010,2010-12-24T00:00:00Z,23.12.2015,2015-12-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0842/2010,"Yadanar Pyae Phyo Aung Mining Co., Ltd.","Yadanar Pyae Phyo Aung Mining Co., Ltd.",production,Production,50:50,24.12.2010,2010-12-24T00:00:00Z,23.12.2015,2015-12-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0879/2010,"Yadanar Zayar Mining & Manufacturing Co., Ltd.","Yadanar Zayar Mining & Manufacturing Co., Ltd.",production,Production,50:50,24.12.2010,2010-12-24T00:00:00Z,23.12.2015,2015-12-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0278/2011,"Shwe Thant Oo Co., Ltd.","Shwe Thant Oo Co., Ltd.",production,Production,50:50,24.3.2011,2011-03-24T00:00:00Z,23.3.2016,2016-03-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0196/2010,"Pyi Thar Naing Co., Ltd.","Pyi Thar Naing Co., Ltd.",production,Production,50:50,25.2.2010,2010-02-25T00:00:00Z,24.2.2016,2016-02-24T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0197/2010,"Pyi Thar Naing Co., Ltd.","Pyi Thar Naing Co., Ltd.",production,Production,50:50,25.2.2010,2010-02-25T00:00:00Z,24.2.2016,2016-02-24T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0230/2011,"Eternal Mining Co., Ltd","Eternal Mining Co., Ltd",production,Production,50:50,25.2.2010,2010-02-25T00:00:00Z,24.2.2016,2016-02-24T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0044/2012,"For Luck International Co., Ltd.","For Luck International Co., Ltd.",production,Production,50:50,10.2.2012,2012-02-10T00:00:00Z,9.2.2016,2016-02-09T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0069/2012,"Yadanar Shwe Poun Mining  Co., Ltd.","Yadanar Shwe Poun Mining Co., Ltd.",production,Production,50:50,15.2.2012,2012-02-15T00:00:00Z,14.2.2016,2016-02-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0074/2012,"Yadanar Shwe Poun Mining  Co., Ltd.","Yadanar Shwe Poun Mining Co., Ltd.",production,Production,50:50,15.2.2012,2012-02-15T00:00:00Z,14.2.2016,2016-02-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0075/2012,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,15.2.2012,2012-02-15T00:00:00Z,14.2.2016,2016-02-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0076/2012,"Yadanar Shwe Pone  Co., Ltd.","Yadanar Shwe Pone Co., Ltd.",production,Production,50:50,15.2.2012,2012-02-15T00:00:00Z,14.2.2016,2016-02-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0077/2012,"Yadanar Shwe Pone  Co., Ltd.","Yadanar Shwe Pone Co., Ltd.",production,Production,50:50,15.2.2012,2012-02-15T00:00:00Z,14.2.2016,2016-02-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0026/2013,"Yadanar Shwe Pone  Co., Ltd.","Yadanar Shwe Pone Co., Ltd.",production,Production,50:50,13.2.2013,2013-02-13T00:00:00Z,12.2.2016,2016-02-12T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0027/2013,"Yadanar Shwe Pone  Co., Ltd.","Yadanar Shwe Pone Co., Ltd.",production,Production,50:50,13.2.2013,2013-02-13T00:00:00Z,12.2.2016,2016-02-12T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0277/2011,"Naing Myint Mo Co., Ltd","Naing Myint Mo Co., Ltd",production,Production,50:50,24.3.2011,2011-03-24T00:00:00Z,23.3.2016,2016-03-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0090/2012,"Shwe La Win Co., Ltd.","Shwe La Win Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0091/2012,"Shwe La Win Co., Ltd.","Shwe La Win Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0092/2012,"Thein Than Kywe Wa Mining Co., Ltd","Thein Than Kywe Wa Mining Co., Ltd",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0093/2012,"Tha Pyay Aung (Mogoke) Co., Ltd.","Tha Pyay Aung (Mogoke) Co., Ltd.",production,Production,50:50,27.4.2012,2012-04-27T00:00:00Z,26.4.2015,2015-04-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0164/2012,"Myanmar Yadanar Aung Zabu MiningCo.,Ltd","Myanmar Yadanar Aung Zabu MiningCo.,Ltd",production,Production,50:50,5.9.2012,2012-09-05T00:00:00Z,4.9.2015,2015-09-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0082/2013,"Mandalar Myint Family Industrial Co., Ltd","Mandalar Myint Family Industrial Co., Ltd",production,Production,50:50,22.4.2013,2013-04-22T00:00:00Z,21.4.2015,2015-04-21T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0107/2013,"Mandalar Myint Family Industrial Co., Ltd","Mandalar Myint Family Industrial Co., Ltd",production,Production,50:50,22.4.2013,2013-04-22T00:00:00Z,21.4.2015,2015-04-21T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0091/2013,"May Po Mining Co., Ltd","May Po Mining Co., Ltd",production,Production,50:50,9.5.2013,2013-05-09T00:00:00Z,8.5.2015,2015-05-08T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0120/2014,"Star Blue Co.,Ltd","Star Blue Co.,Ltd",production,Production,50:50,26.3.2014,2014-03-26T00:00:00Z,25.3.2015,2015-03-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0817/2014,"Aung Shwe Htun Co., Ltd. ","Aung Shwe Htun Co., Ltd.",production,Production,50:50,6.6.2014,2014-06-06T00:00:00Z,5.6..2015,2015-06-05T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0211/2014,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.7.2014,2014-07-24T00:00:00Z,23.7.2015,2015-07-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0212/2014,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.7.2014,2014-07-24T00:00:00Z,23.7.2015,2015-07-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0013/2014,"Tun Thiri Yadanar Mining Co., Ltd.","Tun Thiri Yadanar Mining Co., Ltd.",production,Production,50:50,24.7.2014,2014-07-24T00:00:00Z,23.7.2015,2015-07-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0221/2014,"Han Lin Star Co., Ltd.","Han Lin Star Co., Ltd.",production,Production,50:50,19.8.2014,2014-08-19T00:00:00Z,18.8.2015,2015-08-18T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0220/2014,"Ngwe Hnin Khaing Co.,Ltd","Ngwe Hnin Khaing Co.,Ltd",production,Production,50:50,19.8.2014,2014-08-19T00:00:00Z,18.8.2015,2015-08-18T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0286/2014,"Hein Htoo Sit Development Co.,Ltd","Hein Htoo Sit Development Co.,Ltd",production,Production,50:50,3.12.2014,2014-12-03T00:00:00Z,2.12.2015,2015-12-02T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0251/2014,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,24.9.2014,2014-09-24T00:00:00Z,23.9.2015,2015-09-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0252/2014,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,24.9.2014,2014-09-24T00:00:00Z,23.9.2015,2015-09-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0295/2014,"Yarzamin Shwe Mining Co.,Ltd","Yarzamin Shwe Mining Co.,Ltd",production,Production,50:50,17.12.2014,2014-12-17T00:00:00Z,16.12.2015,2015-12-16T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0070/2015,"Shwe Taung Nyunt Co., Ltd.","Shwe Taung Nyunt Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0075/2014,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,18.3.2014,2014-03-18T00:00:00Z,17.3.2016,2016-03-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0076/2015,"Htoon Shwe Sin Mining Co., Ltd.","Htoon Shwe Sin Mining Co., Ltd.",production,Production,50:50,18.3.2015,2015-03-18T00:00:00Z,17.3.2016,2016-03-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0209/2012,"Kathe Kwin Mining Co., Ltd","Kathe Kwin Mining Co., Ltd",production,Production,50:50,12.7.2012,2012-07-12T00:00:00Z,11.7.2015,2015-07-11T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0073/2009,"Sann Shwe Pyi Gold & Mining Co., Ltd","Sann Shwe Pyi Gold & Mining Co., Ltd",production,Production,50:50,27.5.2009,2009-05-27T00:00:00Z,26.5.2015,2015-05-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0074/2009,"Sann Shwe Pyi Gold & Mining Co., Ltd","Sann Shwe Pyi Gold & Mining Co., Ltd",production,Production,50:50,27.5.2009,2009-05-27T00:00:00Z,26.5.2015,2015-05-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0087/2009,"Sann Shwe Pyi Gold & Mining Co., Ltd","Sann Shwe Pyi Gold & Mining Co., Ltd",production,Production,50:50,27.5.2009,2009-05-27T00:00:00Z,26.5.2015,2015-05-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0037/2011,"Yadanar Kadae Thaik Co., Ltd","Yadanar Kadae Thaik Co., Ltd",production,Production,50:50,18.1.2011,2011-01-18T00:00:00Z,17.1.2016,2016-01-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0154/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05T00:00:00Z,4.9.2015,2015-09-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0155/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05T00:00:00Z,4.9.2015,2015-09-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0156/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05T00:00:00Z,4.9.2015,2015-09-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0157/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05T00:00:00Z,4.9.2015,2015-09-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0151/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05T00:00:00Z,4.9.2015,2015-09-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0152/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05T00:00:00Z,4.9.2015,2015-09-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0153/2012,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,5.9.2012,2012-09-05T00:00:00Z,4.9.2015,2015-09-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0266/2014,"Shwe Shwe Lee Mining Co.,Ltd","Shwe Shwe Lee Mining Co.,Ltd",production,Production,50:50,15.10.2014,2014-10-15T00:00:00Z,14.10.2015,2015-10-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0087/2014,"Pyi Htaung Su Thar Co., Ltd","Pyi Htaung Su Thar Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04T00:00:00Z,3.3.2016,2016-03-03T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0088/2014,"Pyi Htaung Su Thar Co., Ltd","Pyi Htaung Su Thar Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04T00:00:00Z,3.3.2016,2016-03-03T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0089/2014,"Pyi Htaung Su Thar Co., Ltd","Pyi Htaung Su Thar Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04T00:00:00Z,3.3.2016,2016-03-03T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0108/2014,"Moehti Moemi Collective Small Scale Gold 
Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26T00:00:00Z,25.3.2016,2016-03-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0109/2014,"Moehti Moemi Collective Small Scale Gold 
Production Entrepreneurs Co., Ltd","Moehti Moemi Collective Small Scale Gold Production Entrepreneurs Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26T00:00:00Z,25.3.2016,2016-03-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
