Code/Ref,Company_Name_cl,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,Location_working 4,Coordinates of the license area,Column 10
100/2015,"Lawl Chal Nagar Mining Co.,Ltd",Exploration,19.8.2015,2015-01-19,18.8.2016,2016-08-18,Coal,Coal,0.4047,0.4047,"Shan(S),Nansan,Lwal Yan",Shan,Nansan,Lwal Yan,,"93G/12N(406449 ,412449, 412441, 406441)",
0115/2015,Bliss Myanmar International,Exploration,"20.10.2015
20.10.2018",2015-01-20,"19.10.2018
19.10.2019",2019-10-19,Coal,Coal,17.604,17.604,"Shan(S),Yawk Sauk,Kying Kyane",Shan,Yawk Sauk,Kying Kyane,,"93G//2(670270 ,710270, 710250, 700245 ,700240, 695240, 695200 ,670200)",
0118/2015,"Ruby Dragon Mining Co.,Ltd",Exploration,4.11.2015,2015-01-04,3.11.2016,2016-11-03,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Naungline mufate",Shan,Hopong,Naungline mufate,,"93H/6N(043058 ,048058 ,048053, 043053)",
0119/2015,"Ruby Dragon Mining Co.,Ltd",Exploration,4.11.2015,2015-01-04,3.11.2016,2016-11-03,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Naungline mufate",Shan,Hopong,Naungline mufate,,"93H/6N(037052 ,042052, 042047 ,037047",
0120/2015,"Bio Green Co.,Ltd",Exploration,11.11.2015,2015-01-11,10.11.2016,2016-11-10,Tin & Tungsten ,Tin and Tungsten,0.1756,0.1756,"Shan(S),Pekon,Thikyeit",Shan,Pekon,Thikyeit,,"94A/10W(135837, 139837, 139830 ,137830)",
0121/2015,"Bio Green Co.,Ltd",Exploration,11.11.2015,2015-01-11,10.11.2016,2016-11-10,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S),Pekon,Thikyeit",Shan,Pekon,Thikyeit,,"94A/10W(141763 ,145763, 145757 ,141757)",
0122/2015,"Bio Green Co.,Ltd",Exploration,11.11.2015,2015-01-11,10.11.2016,2016-11-10,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S),Pekon,Thikyeit",Shan,Pekon,Thikyeit,,"94A/10W(136759, 140759 ,140753 ,136753)",
146/2015,"Aung Sai Khan Co.,Ltd",Exploration,11.11.2015,2015-01-11,10.11.2016,2016-11-10,Gypsum,Gypsum,0.2003,0.2003,"Shan(S),Moutmal,Nanlut",Shan,Moutmal,Nanlut,,"93H/12F(391420 ,396420 ,396414, 394414 ,394416 ,391416)",
0117/2015,"Top Ten Star Production Co.,Ltd",Exploration,4.11.2015,2015-01-04,3.11.2016,2016-11-03,Lead,Lead,0.2003,0.2003,"Shan(S),Kalaw,Baw Saing",Shan,Kalaw,Baw Saing,,"93D/13LM(391393, 356393 ,356388 ,351388)",
041/2015,"Htoo San Mining Co.,Ltd",Exploration,26.2.2016,2016-01-26,25.2.2017,2017-02-25,Coal,Coal,0.9263,0.9263,"Shan(S),Nansan, nanleck",Shan,Nansan, nanleck,,"93H/10N(405084, 413084 ,413070, 405070 ,405073 ,408073, 408074 ,405074)",
 0008/2016,"Hein Htet Htet Aung Co., Ltd",Exploration,20.1.2016,2016-01-20,19.1.2017,2017-01-19,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan(S),Yengan,Lal Kying",Shan,Yengan,Lal Kying,,"93C/8(744621 ,748621, 748615, 744615)",
 0009/2016,"Nagar Khan Hte Mining Co.,Ltd",Exploration,3.2.2016,2016-01-03,2.2.2017,2017-02-02,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Moutmon",Shan,Hopong,Moutmon,,"93G/8M(880500, 885500 ,885495, 880495)",
 0010/2016,"Nagar Khan Hte Mining Co.,Ltd",Exploration,3.2.2016,2016-01-03,2.2.2017,2017-02-02,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Moutmon",Shan,Hopong,Moutmon,,"93G/8M(885495, 890495 ,890490 ,885490)",
0015/2016,"Kaung Tan Mining Co.,Ltd",Exploration,17.2.2016,2016-01-17,16.2.2017,2017-02-16,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Moutmon",Shan,Hopong,Moutmon,,"93G/8M (885490,890490,890486,885486)",
0016/2016,"Kaung Tan Mining Co.,Ltd",Exploration,17.2.2016,2016-01-17,16.2.2017,2017-02-16,Antimony,Antimony,0.2003,0.2003,"Shan(S),Hopong,Moutmon",Shan,Hopong,Moutmon,,"93G/8M ( 885485,890485,890480,885480)",
036/2016,"U Sett Nyut Aung Co.,Ltd",Exploration,9.3.2016,2016-01-09,8.3.2017,2017-03-08,Coal,Coal,0.9126,0.9126,"Shan(S),Laechar,Hatli",Shan,Laechar,Hatli,,"93G/12 N(407504,413500,4003485,395485) ",
040/2016,"U Sett Nyut Aung Co.,Ltd",Exploration,9.3.2016,2016-01-09,8.3.2017,2017-03-08,Coal,Coal,0.8519,0.8519,"Shan(S),Laechar,Hatli",Shan,Laechar,Hatli,,"93G/12N (408518,419513,419502,408507)",
0111/2014,"Haw Htike Co.,Ltd",Exploration,27.7.2015,2015-01-27,1.7.2016,2016-07-01,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(N),NaungCho,Nan eisar",Shan,NaungCho,Nan eisar,,"93B/10 (382005,386000,390000,384007)",
0112/2014,"Haw Htike Co.,Ltd",Exploration,27.7.2015,2015-01-27,1.7.2016,2016-07-01,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(N),NaungCho,Nan eisar",Shan,NaungCho,Nan eisar,,"93B/10(386999,391991,393995,391999)",
0134/2014,New Day Asia Mining,Exploration,"19.9.2014
19.9.2015
19.9.2018",2014-01-19,"18.9.2015
18.9.2018
18.9.2019",2019-09-18,Lead & Associated,Lead and Associated,32.919,32.919,"Shan(N), Mantone,Ma Ho Chung",Shan, Mantone,Ma Ho Chung,,"93E/7+11 (1) (353150,360145,380145,380150, 385110, 353110)(2)(350160,385160,400170, 410170,420177,420160,410160,410153,400150, 410130,410110,400120,400110,390110,390158, 385155,360155,360150,353150,350155)(3)(300070,310072,320062,320073,330073,311099,335084,353100,353110,360110,360090,340080,350070, 340070,340050,333050,330063, 324063, 322050, 332050,328038,023038,313025,303025,303029, 310040,300049,300061,318048, 320054)",
 0001/2015,"Universal Family Co.,Ltd",Exploration,7.1.2016,2016-01-07,6.1.2017,2017-01-06,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(N),MoneKoe,Manjat",Shan,MoneKoe,Manjat,,"92L/8(218936,223936,223931,218931)",
 0002/2015,"Universal Family Co.,Ltd",Exploration,7.1.2016,2016-01-07,6.1.2017,2017-01-06,Lead & Associated,Lead and Associated,0.2003,0.2003,"Shan(N),MoneKoe,Manjat",Shan,MoneKoe,Manjat,,"92L/8(  223936,228936,228931,223931)",
 0038/2015,"Htoo Myat Moe Mining Co.,Ltd",Exploration,8.4.2015,2015-01-08,7.4.3016,2016-04-07,Antimony,Antimony,0.2003,0.2003,"Shan(N),Mineyal,ManWat",Shan,Mineyal,ManWat,,"93F/10,93J/4 (741892,746859,748889,744887)",
 0039/2015,"Htoo Myat Moe Mining Co.,Ltd",Exploration,8.4.2015,2015-01-08,7.4.3016,2016-04-07,Antimony,Antimony,0.1012,0.1012,"Shan(N),Mineyal,ManWat",Shan,Mineyal,ManWat,,"93J/4(744886,749888,750886,745884)",
060/2015,"Ngwe Yi Pearl Mining Co.,Ltd",Exploration,29.4.2015,2015-01-29,28.4.2016,2016-04-28,Limestone,Limestone,0.8053,0.8053,"Shan(N),NaungCho, Konetar",Shan,NaungCho, Konetar,,"93B/12+16 (317963,332965,338945,333944)",
067/2015,"Sein Pa DaThar Mining  Co.,Ltd",Exploration,13.5.2015,2015-01-13,12.5.2016,2016-05-12,Quartzite,Quartzite,0.2003,0.2003,"Shan(N),Nankan,Pankar",Shan,Nankan,Pankar,,"93E/13 (663630,667628,665623,661625)",
068/2015,"Sein Pa DaThar Mining  Co.,Ltd",Exploration,13.5.2015,2015-01-13,12.5.2016,2016-05-12,Quartzite,Quartzite,0.2003,0.2003,"Shan(N),Nankan,Pankar",Shan,Nankan,Pankar,,"93E/13 (  670639,675637,672632,668635)",
069/2015,"Sein Pa DaThar Mining  Co.,Ltd",Exploration,13.5.2015,2015-01-13,12.5.2016,2016-05-12,Quartzite,Quartzite,0.2003,0.2003,"Shan(N),Nankan,Pankar",Shan,Nankan,Pankar,,"93E/13 ( 686657,691657,691653,686653 )",
070/2015,"Sein Pa DaThar Mining  Co.,Ltd",Exploration,13.5.2015,2015-01-13,12.5.2016,2016-05-12,Quartzite,Quartzite,0.2003,0.2003,"Shan(N),Nankan,Pankar",Shan,Nankan,Pankar,,"93E/13 ( 694657,699655,696650,692653 )",
075/2015,"Ngwe Yi Pearl Mining Co.,Ltd",Exploration,27.5.2015,2015-01-27,26.5.2016,2016-05-26,Coal,Coal,0.8863,0.8863,"Shan(N),Mineyal, KoeSaing",Shan,Mineyal, KoeSaing,,"93F/15 (662058,670060,678048,668048)",
084/2015,"Nyein Chan Kaung Kin Co.,Ltd",Exploration,1.7.2015,2015-01-01,30.6.2016,2016-06-30,Coal,Coal,0.1997,0.1997,"Shan(N),TantYan,Moetay",Shan,TantYan,Moetay,,"93J/5(279402,283390,281389,277401)(271380,274376,268374,268381)",
085/2015,"Nyein Chan Kaung Kin Co.,Ltd",Exploration,1.7.2015,2015-01-01,30.6.2016,2016-06-30,Coal,Coal,0.1997,0.1997,"Shan(N),TantYan,Moetay",Shan,TantYan,Moetay,,"93J/5(271380,274376,268374,268381)",
0084/2015,Asia Pasific,Exploration,"3.10.2015
3.10.2018",2015-01-03,"2.10.2018
2.10.2019",2019-10-02,"Lead , Zince & Associated","Lead, Zinc and Associated",428.0,428.0,"Shan(N),Nanmatoo,Mantone",Shan,Nanmatoo,Mantone,,"94E/3+4+7+8(199001,290007,254964,266816, 240773,267757,267734,220735,142782,140745, 200694,270689,260675,250655,260615,261603, 071591, 057873)",
0093/2015,"Chin Shwe Haw Co.,Ltd",Exploration,2.9.2015,2015-01-02,1.9.2016,2016-09-01,Iron,Iron,0.2003,0.2003,"Shan(N),Loukkying,Mantonepar",Shan,Loukkying,Mantonepar,,"93I/10(687397,692397,692392,687392)",
0094/2015,"Chin Shwe Haw Co.,Ltd",Exploration,2.9.2015,2015-01-02,1.9.2016,2016-09-01,Iron,Iron,0.2003,0.2003,"Shan(N),Loukkying,Mantonepar",Shan,Loukkying,Mantonepar,,"93I/10(697404,702404,702399,697399)",
0141/2015,"Ngwe Yi Pearl Mining Co.,Ltd",Exploration,11.11.2015,2015-01-11,10.11.2016,2016-11-10,Coal,Coal,0.6809,0.6809,"Shan(N),Mineyal,KoeSaing",Shan,Mineyal,KoeSaing,,"93F/15  (699002,700002,706997,706988,699989)",
0143/2014,"Mahar Shwe Zabu Co.,Ltd",Exploration,24.9.2015,2015-01-24,23.9.2016,2016-09-23,Iron,Iron,0.2003,0.2003,"Shan(N),Mabane,Lonepulwalsaing",Shan,Mabane,Lonepulwalsaing,,"93 A/13 - (576676, 576686, 578686, 578675)",
0144/2014,"Mahar Shwe Zabu Co.,Ltd",Exploration,24.9.2015,2015-01-24,23.9.2016,2016-09-23,Iron,Iron,0.2003,0.2003,"Shan(N),Mabane,Lonepulwalsaing",Shan,Mabane,Lonepulwalsaing,,"93 A/13 - (566664, 570667, 573664, 569660)",
0145/2014,"Mahar Shwe Zabu Co.,Ltd",Exploration,24.9.2015,2015-01-24,23.9.2016,2016-09-23,Iron,Iron,0.2003,0.2003,"Shan(N),Mabane,Lonepulwalsaing",Shan,Mabane,Lonepulwalsaing,,"93 A/13 - (578652, 574654, 577657, 581655)",
0146/2014,"Mahar Shwe Zabu Co.,Ltd",Exploration,24.9.2015,2015-01-24,23.9.2016,2016-09-23,Iron,Iron,0.2003,0.2003,"Shan(N),Mabane,Lonepulwalsaing",Shan,Mabane,Lonepulwalsaing,,"93 A/13 - (589658, 594663, 596661, 592657)",
027/2016,"Ngwe Yi Pearl Mining Co.,Ltd",Exploration,3.2.2016,2016-01-03,2.2.2017,2017-02-02,Coal,Coal,0.2258,0.2258,"Shan(N),Thipaw,Nanma",Shan,Thipaw,Nanma,,"93F/10/14(710205,717208,718206,710200)",
028/2016,"Ngwe Yi Pearl Mining Co.,Ltd",Exploration,3.2.2016,2016-01-03,2.2.2017,2017-02-02,Coal,Coal,0.9632,0.9632,"Shan(N),Thipaw,Nanma",Shan,Thipaw,Nanma,,"94F/10/14 (721212,757241,758240,723210)",
029/2016,"Ngwe Yi Pearl Mining Co.,Ltd",Exploration,3.2.2016,2016-01-03,2.2.2017,2017-02-02,Coal,Coal,0.9532,0.9532,"Shan(N),Thipaw,Nanma",Shan,Thipaw,Nanma,,"93F10/14(767274,780275,773263,765236)",
0030/2016,"Khaing Wai Phyo Co.,Ltd",Exploration,24.3.2016,2016-01-24,23.3.2017,2017-03-23,Lead & Zinc,Lead and Zinc,0.2003,0.2003,"Shan(N),Hpopan,Nanpache",Shan,Hpopan,Nanpache,,"93I/15P (832062,832054,836054,836062)",
45/2016,"Nyein Chan Kaung Kin Co.,Ltd",Exploration,24.3.2016,2016-01-24,23.3.2017,2017-03-23,Coal,Coal,0.2007,0.2007,"Shan(N),TantYan, Monema",Shan,TantYan, Monema,,"93J/5(269392,276387,271386,267389)",
46/2016,Shwe Linkar Industry Production,Exploration,30.3.2016,2016-01-30,29.3.2017,2017-03-29,Coal,Coal,0.3642,0.3642,"Shan(N),TantYan,Narhote",Shan,TantYan,Narhote,,"93J/2-3-6-7(276062,279062, 279058,277058, 277056,025240,021239,022243, 072056)",
47/2016,Shwe Linkar Industry Production,Exploration,30.3.2016,2016-01-30,29.3.2017,2017-03-29,Coal,Coal,0.2017,0.2017,"Shan(N),TantYan,Narhote",Shan,TantYan,Narhote,,"93J/2-3-6-7 (214344,219342,219337,214340)",
0270/2013,"Quartz Seven Co.,Ltd",Exploration,2.10.2015,2015-01-02,1.10.2016,2016-10-01,Tin & Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10 - (573864, 579864, 579860, 573860)",
0271/2013,"Quartz Seven Co.,Ltd",Exploration,2.10.2015,2015-01-02,1.10.2016,2016-10-01,Tin & Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10 - (580864, 586864, 586860, 580860)",
0272/2013,"Quartz Seven Co.,Ltd",Exploration,2.10.2015,2015-01-02,1.10.2016,2016-10-01,Tin & Tungsten Associated,Tin and Tungsten Associated,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10 - (575859, 581859, 581855, 575855)",
0060/2014,"Myanmar Haw Phone Mining Co.,Ltd",Exploration,6.3.2014,2014-01-06,5.3.2016,2016-03-05,Iron & Associated,Iron and Associated,2.0235,2.0235,"Shan( E ), Mine Young,Hawlpa",Shan, Mine Young,Hawlpa,,"102 C/8 - (427694, 438694, 438717, 427717)",
0072/2014,"Loipayar Co.,Ltd",Exploration,9.4.2015,2015-01-09,8.4.2016,2016-04-08,Tin & Tungsten ,Tin and Tungsten,0.2007,0.2007,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (571876, 574876, 574868, 571868)",
0073/2014,"Loipayar Co.,Ltd",Exploration,9.4.2015,2015-01-09,8.4.2016,2016-04-08,Tin & Tungsten ,Tin and Tungsten,0.2007,0.2007,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (573867, 585867, 585865, 573865)",
0074/2014,"Loipayar Co.,Ltd",Exploration,9.4.2015,2015-01-09,8.4.2016,2016-04-08,Tin & Tungsten ,Tin and Tungsten,0.2007,0.2007,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (566867, 572867, 572863, 566863)",
0075/2014,"Loipayar Co.,Ltd",Exploration,9.4.2015,2015-01-09,8.4.2016,2016-04-08,Tin & Tungsten ,Tin and Tungsten,0.2007,0.2007,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (571881, 579881, 579878, 571878)",
0096/2014,"Pyae Phyo Kyawl Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten ,Tin and Tungsten,0.2006,0.2006,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (577022, 581022, 581017, 577017)",
0097/2014,"Pyae Phyo Kyawl Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten ,Tin and Tungsten,0.2006,0.2006,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (583016, 587016, 587010, 583010)",
0098/2014,"Pyae Phyo Kyawl Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten ,Tin and Tungsten,0.2006,0.2006,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (589015, 593015, 593009, 589009)",
0099/2014,"Pyae Phyo Kyawl Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten ,Tin and Tungsten,0.2006,0.2006,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (576842, 580842, 580836, 576836)",
0100/2014,"Pyae Phyo Kyawl Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten ,Tin and Tungsten,0.2006,0.2006,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (581847, 585847, 585841, 581841)",
0101/2014,"Pyae Phyo Kyawl Co.,Ltd",Exploration,21.5.2015,2015-01-21,20.5.2016,2016-05-20,Tin & Tungsten ,Tin and Tungsten,0.2006,0.2006,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (581840, 585840, 585834, 581834)",
0117/2014,"Royal  Light  Ron Ann
 Co.,Ltd",Exploration,19.6.2014,2014-01-19,18.6.2016,2016-06-18,Iron,Iron,2.0235,2.0235,"Shan( E ),Mine Young,Hawlpa",Shan,Mine Young,Hawlpa,,"102 C/8 - (403689, 403672, 389665, 389681, 398689)",
0124/2014,"Aung LanTaKone Co.,Ltd",Exploration,19.8.2015,2015-01-19,18.8.2016,2016-08-18,Tin & Tungsten ,Tin and Tungsten,0.2006,0.2006,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (587996, 592998, 595996, 588992)",
0125/2014,"Aung LanTaKone Co.,Ltd",Exploration,19.8.2015,2015-01-19,18.8.2016,2016-08-18,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (587996, 592998, 595996, 588992)",
0158/2014,"Sai Wana Mining Co.,Ltd",Exploration,22.10.2015,2015-01-22,21.10.2016,2016-10-21,Lead-Zince,Lead and Zinc,0.1902,0.1902,"Shan( E ),Tarchileik,MineKoe",Shan,Tarchileik,MineKoe,,"93 P/14(951971,953972,953968,954967, 954963, 951962)",
0153/2014,"That Htun Co.,Ltd",Exploration,22.10.2015,2015-01-22,21.10.2016,2016-10-21,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (565900, 569900, 569894, 565894)",
0154/2014,"That Htun Co.,Ltd",Exploration,22.10.2015,2015-01-22,21.10.2016,2016-10-21,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (572901, 576901, 576895, 572895)",
0155/2014,"That Htun Co.,Ltd",Exploration,22.10.2015,2015-01-22,21.10.2016,2016-10-21,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (570894, 578894, 578891, 570891)",
0156/2014,"That Htun Co.,Ltd",Exploration,22.10.2015,2015-01-22,21.10.2016,2016-10-21,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (565893, 569893, 569887, 565887)",
0157/2014,"That Htun Co.,Ltd",Exploration,22.10.2015,2015-01-22,21.10.2016,2016-10-21,Tin & Tungsten ,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93 L/10+14 - (571890, 575890, 575884, 571884)",
0042/2015,Gold Sliver Mining,Exploration,29.4.2016,2016-01-29,18.4.2017,2017-04-18,Coal,Coal,4.8329,4.8329,"Shan( E ),Minetone, Narpakaw",Shan,Minetone, Narpakaw,,"93L/16+P (840500,840480,866480,870900)",
095/2015,Shwe Pyi Hein Aung,Exploration,5.8.2015,2015-01-05,4.8.2016,2016-08-04,Limestone,Limestone,0.233,0.233,"Shan( E ),Tarchileik,Minelinn ",Shan,Tarchileik,Minelinn ,,"102D/1(172156,179156,179152,172152)",
0096/2015,"Tay Char Thaw Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B(629966,637966,637963,629963)",
0097/2015,"Tay Char Thaw Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B(631962,637962,637958,631958)",
0098/2015,"Tay Char Thaw Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B(623962,629962,629958,623958)",
0099/2015,"Tay Char Thaw Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B(623957,629957,629953,623953)",
0100/2015,"Tay Char Thaw Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B (645975,649975,649969,645969)",
0105/2015,"Antler Industry Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14 B(643998,649998,649994,643994)",
0106/2015,"Antler Industry Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B(643993,649993,649989,643989)",
0107/2015,"Antler Industry Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B (623993,627982,627976,623976)",
0108/2015,"Antler Industry Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B(620974,626974,626970,620970)",
0109/2015,"Antler Industry Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14B (623969,627969,627963,623963)",
0101/2015,"Mahar Kyal Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14T( 636998,642998,642994,636994)",
0102/2015,"Mahar Kyal Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14T(  644988,650988,650984,644984)",
0103/2015,"Mahar Kyal Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14T(644988,650988,650984,644984)",
0104/2015,"Mahar Kyal Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Tin & Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93L/14T (636993,642993,642989,636989)",
0029/2015,"Sai Wana Mining Co.,Ltd",Exploration,9.9.2015,2015-01-09,8.9.2016,2016-09-08,Magnese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan( E ),Minetone,Minekan",Shan,Minetone,Minekan,,"93P/14(905019,908023,918016,918010,908001, 904001,904007,909010,909016)",
 0002/2016,"LUMPOONDUM 
MINING Co.,Ltd",Exploration,22.1.2016,2016-01-22,21.1.2020,2020-01-21,Coal,Coal,88.264,88.264,"Shan( E ),Kyaingtone,Hilat",Shan,Kyaingtone,Hilat,,"93O/11+12(585819,665819,665670,582670)",
022/2015,U Chit Soe Lwin,Subsistance,4.2.2015,2015-01-04,3.2.2016,2016-02-03,Bentonite,Bentonite,0.0081,0.0081,"Mandalay,TatarOo,MoeKyoeKwin",Mandalay,TatarOo,MoeKyoeKwin,,84O/14 F(456211)(456212),
023/2015,U Chit Soe Lwin,Subsistance,4.2.2015,2015-01-04,3.2.2016,2016-02-03,Bentonite,Bentonite,0.0121,0.0121,"Mandalay,TatarOo,MoeKyoeKwin",Mandalay,TatarOo,MoeKyoeKwin,,84O/14 F(456211)(456212),
088/2015,U Tin Win Maung,Subsistance,4.2.2015,2015-01-04,3.2.2016,2016-02-03,Marble,Marble,0.0023,0.0023,"Mandalay, Madaya,ShweSanShin",Mandalay, Madaya,ShweSanShin,,93B/3(572022),
089/2015,Daw Khin Wai,Subsistance,4.2.2015,2015-01-04,3.2.2016,2016-02-03,Marble,Marble,0.0038,0.0038,"Mandalay, Madaya,ShweSanShin",Mandalay, Madaya,ShweSanShin,,93B/3(572023),
090/2015,U Kyi Naing,Subsistance,4.2.2015,2015-01-04,3.2.2016,2016-02-03,Marble,Marble,0.0023,0.0023,"Mandalay,Madaya,ShweSanShin",Mandalay,Madaya,ShweSanShin,,93B/3(572026),
091/2015,U Win Kyung,Subsistance,4.2.2015,2015-01-04,3.2.2016,2016-02-03,Marble,Marble,0.0015,0.0015,"Mandalay,Madaya,ShweSanShin",Mandalay,Madaya,ShweSanShin,,93B/3(572023),
092/2015,U Htay Win Htun,Subsistance,4.2.2015,2015-01-04,3.2.2016,2016-02-03,Marble,Marble,4.0E-4,4.0E-4,"Mandalay,Madaya,ShweSanShin",Mandalay,Madaya,ShweSanShin,,93B/3(572024),
093/2015,U Maung Gyi,Subsistance,4.2.2015,2015-01-04,3.2.2016,2016-02-03,Marble,Marble,0.0073,0.0073,"Mandalay,Madaya,ShweSanShin",Mandalay,Madaya,ShweSanShin,,93B/3(573022),
