Code/Ref,Company_Name_cl,License_type_cl,Date of application,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,location_working 4,Coordinates of the license area,Column 11
0060/2015,"San Pyi Thein Co.,Ltd",Small,,2015-02-26T00:00:00Z,2015-02-26,2016-02-25T00:00:00Z,2016-02-25,Gold,Gold,0.0809,0.0809,"Sagaing,Homalin,SHML-627",Sagaing,Homalin,SHML-627,,"83O/3(769275, 773275, 775273, 769273)",
0066/2015,"KywanKyinPineNaingtaw Co.,Ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Sagaing,Homalin,SHML-634",Sagaing,Homalin,SHML-634,,"83P/5( 830719, 831717, 831719, 832720, 831721) ",
0064/2015,"Than Shwe Yi Aung Co.,Ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Sagaing,Homalin,SHML-632",Sagaing,Homalin,SHML-632,,"83P/5( 866706, 866707, 861711, 861708)",
0068/2015,Shwe Hein San Co.Ltd,Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Sagaing,Bamouk,SBM -338",Sagaing,Bamouk,SBM -338,,"83P/10( 255504,258506,260506,260504, 256503)",
0078/2015,Zaw Hein Thant Co.Ltd,Small,,2015-03-18T00:00:00Z,2015-03-18,2016-03-17T00:00:00Z,2016-03-17,Gold,Gold,0.0809,0.0809,"Sagaing,Homalin,SHML-635",Sagaing,Homalin,SHML-635,,"83P/5( 825697, 822688, 823688, 825694)",
0065/2015,"Nyunt & San Co.,Ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Sagaing,Homalin,SHML-633",Sagaing,Homalin,SHML-633,,"83L/15( 271153, 271155, 274152, 272149)",
0278/2014,"Haw Nan Htike Co.,Ltd",Small,,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Gold,Gold,0.7730,0.773,"Sagaing,Homalin,Naung Taw",Sagaing,Homalin,Naung Taw,,"83P/10(702666, 708667,708665,708663, 706663, 706665)",
0067/2015,"Min Win Soe Co.,ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Sagaing,Bamouk, ManInnminkone",Sagaing,Bamouk, ManInnminkone,," 83P/10( 233611, 234611,236609,235608, 238607, 237617,237605,236615,236607, 233609)",
0069/2015,"Aung Zaw Htoo Co.,ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,,,0.0809,0.0809,"Sagaing,PinLelbu,SPLB-62",Sagaing,PinLelbu,SPLB-62,," 83P/9( 922710,920711,920713,922714, 919714, 919710)",
031/2009,"Ngwe Oo Yanant Co.,Ltd",Small,,2014-07-02T00:00:00Z,2014-07-02,2015-07-01T00:00:00Z,2015-07-01,Manganese dioxide,Manganese Dioxide,0.1983,0.1983,"Shan(E),MongPhyat,Wamsaloe",Shan,MongPhyat,Wamsaloe,,"93P/13 LP(933158,932158,931052,928149, 934153,932155)",
033/2009,"Naung ton Nagar Co.,Ltd",Small,,2014-10-22T00:00:00Z,2014-10-22,2015-07-27T00:00:00Z,2015-07-27,Manganese dioxide,Manganese Dioxide,0.1983,0.1983,"Shan(E),MongPhyat,Wamsaloe",Shan,MongPhyat,Wamsaloe,,"93P/13LP(934153,932148,938145,939147)",
016/2009,"Sai Laung Hein Co.,Ltd",Small,,2014-04-09T00:00:00Z,2014-04-09,2015-04-08T00:00:00Z,2015-04-08,Manganese dioxide,Manganese Dioxide,0.2023,0.2023,"Shan(E),TachiLate,parchan",Shan,TachiLate,parchan,,"93P(962962,962960,965960,965952)",
0007/2010,"Wana Thein Than Mining Co.,Ltd",Small,,2013-09-16T00:00:00Z,2013-09-16,2015-09-15T00:00:00Z,2015-09-15,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate,ArrYae",Shan,TachiLate,ArrYae,,"93P/14 LU(961964,968966,967969,960967)",
0008/2010,"Hein Lin San Mining Co.,Ltd",Small,,2013-09-16T00:00:00Z,2013-09-16,2015-09-15T00:00:00Z,2015-09-15,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate,ArrYae",Shan,TachiLate,ArrYae,,"93P/14LU(967969,969967,968975,965975)",
0009/2010,"San Parami Mining Co.,Ltd",Small,,2014-10-21T00:00:00Z,2014-10-21,2015-10-20T00:00:00Z,2015-10-20,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate,ArrYae",Shan,TachiLate,ArrYae,,"93P/14 LU(968959,968967,971967,971959)",
0005/2011,"Ngwe Oo Yanant Co.,Ltd",Small,,2015-02-17T00:00:00Z,2015-02-17,2016-02-16T00:00:00Z,2016-02-16,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate,MineWin",Shan,TachiLate,MineWin,,"93P/14LU(861953,863953,863955,862955,866960,868965,865965,865960,861955)",
0007/2011,"Myint Oo Aung Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate,ArrYae",Shan,TachiLate,ArrYae,,"93P/14 LU(965948,970948,970943,965943)",
0347/2011,"Hoo Poe Mining Co.,Ltd",Small,,2011-03-29T00:00:00Z,2011-03-29,2014-03-28T00:00:00Z,2014-03-28,Tin/Tungsten,Tin and Tungsten,0.1983,0.1983,"Shan(E)  ,MongPhyat,SanKan",Shan,MongPhyat,SanKan,,93P/13,
0348/2011,"Hoo Poe Mining Co.,Ltd",Small,,2011-03-29T00:00:00Z,2011-03-29,2014-03-28T00:00:00Z,2014-03-28,Tin/Tungsten,Tin and Tungsten,0.1983,0.1983,"Shan(E)  ,MongPhyat,SanKan",Shan,MongPhyat,SanKan,,93P/13,
058/2011,"Hoo Poe Mining Co.,Ltd",Small,,2011-07-25T00:00:00Z,2011-07-25,2014-07-24T00:00:00Z,2014-07-24,Manganese dioxide,Manganese Dioxide,0.1983,0.1983,"Shan(E)  ,MongPhyat, Wamsaloe",Shan,MongPhyat, Wamsaloe,,"93P/13LP(937157,936155,936154,943146,945145,942151",
059/2011,"Hoo Poe Mining Co.,Ltd",Small,,2011-07-25T00:00:00Z,2011-07-25,2014-07-24T00:00:00Z,2014-07-24,Manganese dioxide,Manganese Dioxide,0.1983,0.1983,"Shan(E)  ,MongPhyat, Wamsaloe",Shan,MongPhyat, Wamsaloe,,"93P/13LP(943146,944133,943130,944130,945133,945145) ",
0376/2011,"Eastern Highland Mineral Exploration and Mining Co.,Ltd",Small,,2014-10-27T00:00:00Z,2014-10-27,2015-10-26T00:00:00Z,2015-10-26,Antimony,Antimony,0.2003,0.2003,"Shan(E)  ,Matmum,Pankaw",Shan,Matmum,Pankaw,,"93K/9J(570612,578609,578612,567678)",
063/2011,"Sai Laung Hein Co.,Ltd",Small,,2014-11-09T00:00:00Z,2014-11-09,2015-11-08T00:00:00Z,2015-11-08,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate,MineKoe",Shan,TachiLate,MineKoe,,"93P/14(966955,971955,971959,968959,968960, 966960)",
0001/2012,"Myint Maung Win Mining Co.,Ltd",Small,,2012-01-05T00:00:00Z,2012-01-05,2015-01-04T00:00:00Z,2015-01-04,Manganese dioxide,Manganese Dioxide,0.1983,0.1983,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"93P/13(942121,947115,949114,952114, 952117,948117,944121)",
0002/2012,"Mahar Shwe La Won Minining Co.,Ltd",Small,,2015-01-10T00:00:00Z,2015-01-10,2016-01-09T00:00:00Z,2016-01-09,Manganese dioxide,Manganese Dioxide,0.1983,0.1983,"Shan(E),TachiLate,MineKoe",Shan,TachiLate,MineKoe,,"93P/14 LU(965938,970938,970943,965943)",
0027/2012,"KBZ Industry Co.,Ltd",Small,,2012-03-08T00:00:00Z,2012-03-08,2015-03-07T00:00:00Z,2015-03-07,Coal,Coal,0.0598,0.0598,"Shan(E)  ,MongPhyat,Wanlone",Shan,MongPhyat,Wanlone,,"93P/13 LP(977279,975280,973276,974274)",
0028/2012,"Hein Lin San Mining Co.,Ltd",Small,,2012-05-30T00:00:00Z,2012-05-30,2015-05-29T00:00:00Z,2015-05-29,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate, ArrYae",Shan,TachiLate, ArrYae,,"93P/14(966951,972951,972955,966955)",
0043/2012,"Myint Maung Win Mining Co.,Ltd",Small,,2012-09-05T00:00:00Z,2012-09-05,2015-09-04T00:00:00Z,2015-09-04,Manganese dioxide,Manganese Dioxide,0.1983,0.1983,"Shan(E),TachiLate, ArrYae",Shan,TachiLate, ArrYae,," 93 P/13 & 14(A - 943 125,B - 947 118C - 950 118,D - 947 125)",
0065/2012,"Wana Thein Than Mining Co.,Ltd",Small,,2012-12-05T00:00:00Z,2012-12-05,2015-12-04T00:00:00Z,2015-12-04,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate, MineKoe",Shan,TachiLate, MineKoe,,"93P/14(961964,968966,967969,960967)",
0164/2013,"ThayCharTaw Co.,Ltd",Small,,2014-09-18T00:00:00Z,2014-09-18,2015-09-17T00:00:00Z,2015-09-17,Gold,Gold,0.0567,0.0567,"Shan(E),TachiLate, Tarkyant",Shan,TachiLate, Tarkyant,,"102 D/11 ( 591773,292774,595772,594771)  ",
0002/2013,"Red Mountain Production Co.,Ltd",Small,,2012-12-12T00:00:00Z,2012-12-12,2015-12-11T00:00:00Z,2015-12-11,Manganese dioxide,Manganese Dioxide,0.2003,0.2003,"Shan(E),TachiLate,ArrYae",Shan,TachiLate,ArrYae,,"93P/14 LU(957967,960967,966969,966972, 963972, 963970,957969)",
0191/2013,"Sat Wine InArr Mining Co.,Ltd",Small,,2013-10-30T00:00:00Z,2013-10-30,2016-10-29T00:00:00Z,2016-10-29,Lead,Lead,0.2003,0.2003,"Shan(E)  ,MineYoung,WanMan",Shan,MineYoung,WanMan,,"102C/8LL(522609,524613,523615,519610)",
0192/2013,"Sat Wine InArr Mining Co.,Ltd",Small,,2013-10-30T00:00:00Z,2013-10-30,2016-10-29T00:00:00Z,2016-10-29,Lead,Lead,0.2003,0.2003,"Shan(E)  ,MineYoung,WanMan",Shan,MineYoung,WanMan,,"102C/8LL(524606,528601,525612,523600)",
0193/2013,"Sat Wine InArr Mining Co.,Ltd",Small,,2013-10-30T00:00:00Z,2013-10-30,2016-10-29T00:00:00Z,2016-10-29,Lead,Lead,0.2003,0.2003,"Shan(E)  ,MineYoung,WanMan",Shan,MineYoung,WanMan,,"102C/8 LL(524615,525618,523620,521618)",
0194/2013,"Sat Wine InArr Mining Co.,Ltd",Small,,2013-10-30T00:00:00Z,2013-10-30,2016-10-29T00:00:00Z,2016-10-29,Lead,Lead,0.2003,0.2003,"Shan(E)  ,MineYoung,WanMan",Shan,MineYoung,WanMan,,"102C/8LL(528612,530613,526617,525615)",
0195/2013,"Sat Wine InArr Mining Co.,Ltd",Small,,2013-10-30T00:00:00Z,2013-10-30,2016-10-29T00:00:00Z,2016-10-29,Lead,Lead,0.2003,0.2003,"Shan(E)  ,MineYoung,WanMan",Shan,MineYoung,WanMan,,"102C/8LL(519611,522615,520617,517613)",
0199/2014,"Loi Mine Kan Co.,Ltd",Small,,2014-07-02T00:00:00Z,2014-07-02,2017-07-01T00:00:00Z,2017-07-01,Tin/Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan(E)  ,MineTone ,MineKan",Shan,MineTone ,MineKan,,"93L/14T(593986,598986,598981,593981)  ",
0200/2014,"Loi Mine Kan Co.,Ltd",Small,,2014-07-02T00:00:00Z,2014-07-02,2017-07-01T00:00:00Z,2017-07-01,Tin/Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan(E)  ,MineTone ,MineKan",Shan,MineTone ,MineKan,,"93L/14T(600978,605978,605973,600973)  ",
0201/2014,"Loi Mine Kan Co.,Ltd",Small,,2014-07-02T00:00:00Z,2014-07-02,2017-07-01T00:00:00Z,2017-07-01,Tin/Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan(E)  ,MineTone ,MineKan",Shan,MineTone ,MineKan,,"93L/14T(612992,617992,617987,612987)  ",
0202/2014,"Loi Mine Kan Co.,Ltd",Small,,2014-07-02T00:00:00Z,2014-07-02,2017-07-01T00:00:00Z,2017-07-01,Tin/Tungsten,Tin and Tungsten,0.2003,0.2003,"Shan(E)  ,MineTone ,MineKan",Shan,MineTone ,MineKan,,"93L/14T(620997,625997,625992,620992)  ",
0143/2010,"Lwel Khan Lone Co.,Ltd",Small,,2014-02-25T00:00:00Z,2014-02-25,2015-02-24T00:00:00Z,2015-02-24,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102D/2+6(168996,172999,173995,170994)  ",
0144/2010,"Lwel Khan Lone Co.,Ltd",Small,,2014-02-25T00:00:00Z,2014-02-25,2015-02-24T00:00:00Z,2015-02-24,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102D/2+6(167998,166997,166992,171992)  ",
0194/2011,"Lwel Khan Lone Co.,Ltd",Small,,2014-02-25T00:00:00Z,2014-02-25,2015-02-24T00:00:00Z,2015-02-24,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102 D/2+6(170001,174002,175001,174996, 171000)  ",
0195/2011,"Lwel Khan Lone Co.,Ltd",Small,,2014-02-25T00:00:00Z,2014-02-25,2015-02-24T00:00:00Z,2015-02-24,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102D/2+6(164999,169000,165998,166996, 164994)  ",
0444/2010,"Sai Tit Mining Co.,Ltd",Small,,2010-07-06T00:00:00Z,2010-07-06,2013-07-05T00:00:00Z,2013-07-05,Gold,Gold,0.0809,0.0809,"Shan(E)  ,Mine Pyin,WanTarKhat",Shan,Mine Pyin,WanTarKhat,,"10D/2+6(150998,152994,155955,152999)",
0447/2010,"Sai Tit Mining Co.,Ltd",Small,,2010-07-06T00:00:00Z,2010-07-06,2013-07-05T00:00:00Z,2013-07-05,Gold,Gold,0.0809,0.0809,"Shan(E)  ,Mine Pyin,WanTarKhat",Shan,Mine Pyin,WanTarKhat,,"10D/2+7(163998,165000,160003,159002)",
0448/2010,"Sai Tit Mining Co.,Ltd",Small,,2010-07-06T00:00:00Z,2010-07-06,2013-07-05T00:00:00Z,2013-07-05,Gold,Gold,0.0809,0.0809,"Shan(E)  ,Mine Pyin,WanTarKhat",Shan,Mine Pyin,WanTarKhat,,"10D/2+8(165000,167001,164005,161004)",
0211/2011,"Hein Kaung Sat Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Shan(E)  ,Mine Yu,TarKyant",Shan,Mine Yu,TarKyant,,"102C/11(600793,602792,602786,600785,599786)",
0202/2011,"Two Dragon Co.,Ltd",Small,,2015-02-25T00:00:00Z,2015-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,0.0809,0.0809,"Shan(E)  ,Mine Yu,TarKyant",Shan,Mine Yu,TarKyant,,"102C/11(602792,606789,606787,604785,602789)",
0203/2011,"Two Dragon Co.,Ltd",Small,,2011-12-05T00:00:00Z,2011-12-05,2014-12-04T00:00:00Z,2014-12-04,Gold,Gold,0.0809,0.0809,"Shan(E)  ,Mine Yu,TarKyant",Shan,Mine Yu,TarKyant,,102C/11,
0108/2012,"Lin Lyan Htert Mining Co.,Ltd",Small,,2014-05-22T00:00:00Z,2014-05-22,2015-05-21T00:00:00Z,2015-05-21,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102D 2+6(161982,164982,164982,161985)",
0173/2012,"Ngwe Taung Min Co.,Ltd",Small,,2014-08-30T00:00:00Z,2014-08-30,2015-08-29T00:00:00Z,2015-08-29,Gold,Gold,0.0809,0.0809,"Shan(E)  , Tarlay ,NarYaung",Shan, Tarlay ,NarYaung,,"102D/2(164989,168989,168991,166991,166992,164992)",
0064/2013,"Sai Tit Mining Co.,Ltd",Small,,2013-03-07T00:00:00Z,2013-03-07,2014-03-06T00:00:00Z,2014-03-06,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102 D/2+6(150998,152994,159995,152999)  ",
0065/2013,"Sai Tit Mining Co.,Ltd",Small,,2013-03-07T00:00:00Z,2013-03-07,2014-03-06T00:00:00Z,2014-03-06,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102 D/2+6(163998,165000,160003,159002)  ",
0066/2013,"Sai Tit Mining Co.,Ltd",Small,,2013-03-07T00:00:00Z,2013-03-07,2014-03-06T00:00:00Z,2014-03-06,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102 D/2+6(165000,167001,164005,161004)  ",
0069/2013,"Shwe Nadi Myat Co.,Ltd",Small,,2014-03-07T00:00:00Z,2014-03-07,2015-03-06T00:00:00Z,2015-03-06,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,MineKo",Shan,TachiLate,MineKo,,"102 D/2+6(163969,164969,164968, 166986, 166965,163965)  ",
0085/2013,"Happy Comfortable Co.,Ltd",Small,,2015-03-07T00:00:00Z,2015-03-07,2016-03-06T00:00:00Z,2016-03-06,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,MineKo",Shan,TachiLate,MineKo,,"102D/2+6(143964,146965,150965,150964,148964, 148961,143963)",
0117/2013,"Aung Win Nay Co.,Ltd",Small,,2013-06-19T00:00:00Z,2013-06-19,2014-06-18T00:00:00Z,2014-06-18,Gold,Gold,0.0809,0.0809,"Shan(E)  , Tarlay ,NarYaung",Shan, Tarlay ,NarYaung,,"102D/2+6(165988,165986,170986,170988)",
0118/2013,"Aung Win Nay Co.,Ltd",Small,,2013-06-19T00:00:00Z,2013-06-19,2014-06-18T00:00:00Z,2014-06-18,Gold,Gold,0.0809,0.0809,"Shan(E)  , Tarlay ,NarYaung",Shan, Tarlay ,NarYaung,,"102D/2+6(173996,173995,173994,172994,171994,171992,2174992,174995)",
0122/2013,"Lin Lyan Htet Mining Co.,Ltd",Small,,2014-06-11T00:00:00Z,2014-06-11,2015-06-10T00:00:00Z,2015-06-10,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102 D/2+6(165986,165984,170984,170986) ",
0034/2014,"Larhul Brothers Mining Co.,ltd",Small,,2015-01-15T00:00:00Z,2015-01-15,2016-01-14T00:00:00Z,2016-01-14,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,NarYaung",Shan,TachiLate,NarYaung,,"102 D/2+6(156978,158978,158983,156983) ",
0035/2014,"Shwe Nadi Myat Co.,Ltd",Small,,2014-01-15T00:00:00Z,2014-01-15,2015-01-14T00:00:00Z,2015-01-14,Gold,Gold,0.0809,0.0809,"Shan(E),TachiLate,MineKoe",Shan,TachiLate,MineKoe,,"102 D/2+6(161967,163967,163962,161962) ",
0026/2014,"Easten Star Family Co.,Ltd",Small,,2014-01-15T00:00:00Z,2014-01-15,2015-01-14T00:00:00Z,2015-01-14,Gold,Gold,0.0287,0.0287,"Shan(E), TachiLate,MineLin ",Shan, TachiLate,MineLin ,,"102 D/1(202162,202127,202130, 202131,201130,201127) ",
0048/2014,"Ngwe Taung Min Co.,Ltd",Small,,2015-01-28T00:00:00Z,2015-01-28,2016-01-27T00:00:00Z,2016-01-27,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate,NarYaung",Shan, TachiLate,NarYaung,,"102D2+6(168989,173989,173991,168991)",
0049//2014,"Shwe Kyine Tone Co.,Ltd",Small,,2015-01-28T00:00:00Z,2015-01-28,2016-01-27T00:00:00Z,2016-01-27,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate,Mine",Shan, TachiLate,Mine,,"102 D/2+6(166959,167959, 167958,168954,167953,166953) ",
0079/2014,"Sai Plantation Co.,Ltd",Small,,2014-03-04T00:00:00Z,2014-03-04,2015-03-03T00:00:00Z,2015-03-03,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate,NarYaung",Shan, TachiLate,NarYaung,,"102D/2+6(180013,182013,182008,180008) ",
0080/2014,"Sai Plantation Co.,Ltd",Small,,2014-03-04T00:00:00Z,2014-03-04,2015-03-03T00:00:00Z,2015-03-03,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate,NarYaung",Shan, TachiLate,NarYaung,,"102D/2+6(184013,182013,182008,184008) ",
0237/2014,"Two Dragon Co.,Ltd",Small,,2014-09-03T00:00:00Z,2014-09-03,2015-09-02T00:00:00Z,2015-09-02,Gold,Gold,0.0809,0.0809,"Shan(E), MineYu,TarKyant",Shan, MineYu,TarKyant,,"102 C/11( 597786,599786,600783,597783)  ",
0261/2014,"Shwe Lar Hu Co.,Ltd",Small,,2014-10-09T00:00:00Z,2014-10-09,2019-10-08T00:00:00Z,2019-10-08,Antimony,Antimony,0.2003,0.2003,"Shan(E)  , MineTone ,LwelKhanLone",Shan, MineTone ,LwelKhanLone,,"93L/15T(799689,803689,803684,799684) ",
0262/2014,"Shwe Lar Hu Co.,Ltd",Small,,2014-10-09T00:00:00Z,2014-10-09,2019-10-08T00:00:00Z,2019-10-08,Antimony,Antimony,0.2003,0.2003,"Shan(E)  , MineTone ,LwelKhanLone",Shan, MineTone ,LwelKhanLone,,"93L/15T( 799683,803683,803679,800678) ",
0282/2014,"Tine Chit Min Co.,Ltd",Small,,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, Mine Koe",Shan, TachiLate, Mine Koe,,"102 D/ 2+6(155951,157951,157947,155947) ",
0283/2014,"Tine Chit Min Co.,Ltd",Small,,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, Mine Koe",Shan, TachiLate, Mine Koe,,"102 D/2+6 (155947,157946,155942,153944) ",
0289/2014,"Lin Lyan Htet Mining Co.,Ltd",Small,,2014-12-10T00:00:00Z,2014-12-10,2015-12-09T00:00:00Z,2015-12-09,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, NarYaung",Shan, TachiLate, NarYaung,,"102 D/2+6(161986,164986,163990,161990)  ",
0306/2014,"Waital Co.,Ltd",Small,,2014-12-31T00:00:00Z,2014-12-31,2015-12-30T00:00:00Z,2015-12-30,Gold,Gold,0.0809,0.0809,"Shan(E), Tarlay, SETCL-34",Shan, Tarlay, SETCL-34,,"102D/2+6(161980,167980,167978,163978, 163979)",
0308/2014,"TachiLate Stone Co.,Ltd",Small,,2014-12-31T00:00:00Z,2014-12-31,2015-12-30T00:00:00Z,2015-12-30,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, SETCL-35",Shan, TachiLate, SETCL-35,,"102D+6(164976,166975,163971,161972) ",
0309/2014,"TachiLate Stone Co.,Ltd",Small,,2014-12-31T00:00:00Z,2014-12-31,2015-12-30T00:00:00Z,2015-12-30,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, SETCL-35",Shan, TachiLate, SETCL-35,,"102 D 2+6( 166975,167973,164969,163971) ",
0027/2015,"Shwe Htoo San Co.,Ltd",Small,,2015-01-28T00:00:00Z,2015-01-28,2016-01-27T00:00:00Z,2016-01-27,Gold,Gold,0.0631,0.0631,"Shan(E), TachiLate, SETCL-37",Shan, TachiLate, SETCL-37,,"102D/1(254114,258116,258116,253117) ",
0053/2015,"Myint Oo Aung Co.,Ltd",Small,,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, SETCL-40",Shan, TachiLate, SETCL-40,,"102D/2+6(159990,162990,163993,160994)",
0073/2015,"Hein Myittar Co.,Ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, SETCL-43",Shan, TachiLate, SETCL-43,,"102D/1(248132,253132,253130,248130)",
0074/2015,"Hein Myittar Co.,Ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, SETCL-43",Shan, TachiLate, SETCL-43,,"102D/1(254162,259132,259130,245130)",
0071/2015,"Mahar Takhun Co.,Ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, SETCL-41",Shan, TachiLate, SETCL-41,,"102D/1( 242132,247132,247130,242130)",
0072/2015,"Mahar Takhun Co.,Ltd",Small,,2015-03-12T00:00:00Z,2015-03-12,2016-03-11T00:00:00Z,2016-03-11,Gold,Gold,0.0809,0.0809,"Shan(E), TachiLate, SETCL-41",Shan, TachiLate, SETCL-41,,"102D/1(241129,243129,243124,241124)",
0014/2009,"No(3)Heavy Industry, Ministry of Industry",Small,,2004-01-15T00:00:00Z,2004-01-15,2015-01-14T00:00:00Z,2015-01-14,Clay,Clay,0.4733,0.4733,"Bago,ShweTaung,Sinthay",Bago,ShweTaung,Sinthay,,85N/2(473532),
0034/2009,"No(3)Heavy Industry, Ministry of Industry",Small,,2004-08-18T00:00:00Z,2004-08-18,2015-08-17T00:00:00Z,2015-08-17,Clay,Clay,-,,"Bago,MinHla,Sein Kalant",Bago,MinHla,Sein Kalant,,85O/13(136805),
0035/2009,"No(3)Heavy Industry, Ministry of Industry",Small,,2003-08-18T00:00:00Z,2003-08-18,2014-08-17T00:00:00Z,2014-08-17,Clay,Clay,-,,"Bago,TharYarWadi,NgatGyitaung-A",Bago,TharYarWadi,NgatGyitaung-A,,85O/13(218553),
0036/2009,"No(3)Heavy Industry, Ministry of Industry",Small,,2003-08-18T00:00:00Z,2003-08-18,2014-08-17T00:00:00Z,2014-08-17,Clay,Clay,-,,"Bago,TharYarWadi,NgatGyitaung-B",Bago,TharYarWadi,NgatGyitaung-B,,85O/13(225555),
0651/2010,Shwe Kyin Thar,Small,,2010-03-29T00:00:00Z,2010-03-29,2013-09-28T00:00:00Z,2013-09-28,Gold,Gold,0.0809,0.0809,"Bago,Shwekyin ,KwinSate",Bago,Shwekyin ,KwinSate,,85,
0085/2011,"Than Htike Lu Co.,Ltd",Small,,2011-01-18T00:00:00Z,2011-01-18,2014-01-17T00:00:00Z,2014-01-17,Gold,Gold,0.0809,0.0809,"Bago,KyoukGyi,ThdarMyoune",Bago,KyoukGyi,ThdarMyoune,,85,
0394/2011,Golden Target,Small,,2011-12-07T00:00:00Z,2011-12-07,2014-12-06T00:00:00Z,2014-12-06,Gold,Gold,0.0809,0.0809,"Bago,KyoukGyi,WinKaName",Bago,KyoukGyi,WinKaName,,"94C/13(485678,490678,490676,485676) ",
