Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_type_cl,Year,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
,, 0.36 ,2016-02-24,0006/2016,Limestone,"Ngwe Yi Pale Mining Co.,Ltd",,2041-02-23,First-come-first-serve,2016-17,,Shan,Naungcho,Ohnmakar,
,, 13.76 ,2015-11-18,0004/2010,Coal,Myanmar Economic Corporation,,2035-03-17,First-come-first-serve,2016-17,,Shan,Minesat,Minekote,
,, 15.54 ,1999-08-01,19/1999,Limestone,"No.(2)Heavy Industry, Ministry of Industry",,2019-07-31,First-come-first-serve,2016-17,,Ayeyarwaddy,Kyan Khine,Htone Taung,
,, 0.40 ,2000-11-15,41/2000,Limestone,"No.(2)Heavy Industry, Ministry of Industry",,2020-11-14,First-come-first-serve,2016-17,,Ayeyarwaddy,Kyan Khine,Natme Taung,
,, 0.14 ,2003-07-11,3/2003,Glass Sand,"No.(2)Heavy Industry, Ministry of Industry",,2023-07-10,First-come-first-serve,2016-17,,Ayeyarwaddy,Ngaputaw,Sinkuugyi,
,, 0.08 ,2015-09-09,0605/2010,"Lead, Zinc, and Copper Associated","Shew SaPar Mining Co.,Ltd",,2016-09-08,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2015-03-25,0325/2011,Iron,"San Linn International Export & Import Co.,Ltd",,2016-03-24,First-come-first-serve,2016-17,,Kachin,Chipwi,LanYan,
,, 0.20 ,2016-03-29,0343/2011,Tin and Tungsten Associated,"Alwan Taung Mining Co.,Ltd",,2017-03-28,First-come-first-serve,2016-17,,Kachin,Chipwi,Phemaw,
,, 0.20 ,2016-03-29,0344/2011,Tin and Tungsten Associated,"Alwan Taung Mining Co.,Ltd",,2017-03-28,First-come-first-serve,2016-17,,Kachin,Chipwi,Phemaw,
,, 0.20 ,2016-03-29,0345/2011,Tin and Tungsten Associated,"Alwan Taung Mining Co.,Ltd",,2017-03-28,First-come-first-serve,2016-17,,Kachin,Chipwi,Phemaw,
,, 0.20 ,2016-03-29,0346/2011,Tin and Tungsten Associated,"Alwan Taung Mining Co.,Ltd",,2017-03-28,First-come-first-serve,2016-17,,Kachin,Chipwi,Phemaw,
,, 0.20 ,2015-03-29,0353/2011,Lead and Zinc Associated,"San Linn International Export & Import Co.,Ltd",,2016-03-28,First-come-first-serve,2016-17,,Kachin,Chipwi,Panwa-1,
,, 0.20 ,2015-03-29,0354/2011,Lead and Zinc Associated,"San Linn International Export & Import Co.,Ltd",,2016-03-28,First-come-first-serve,2016-17,,Kachin,Chipwi,Panwa-2,
,, 0.20 ,2015-03-29,0355/2011,Lead and Zinc Associated,"San Linn International Export & Import Co.,Ltd",,2016-03-28,First-come-first-serve,2016-17,,Kachin,Chipwi,Panwa-4,
,, 0.20 ,2016-01-12,0003/2012,"Lead, Zinc, and Copper Associated","Shew SaPar Mining Co.,Ltd",,2017-01-11,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-01-12,0004/2012,"Lead, Zinc, and Copper Associated","Shew SaPar Mining Co.,Ltd",,2017-01-11,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2013-12-30,0007/2014,"Lead, Zinc, and Copper Associated","Shew SaPar Mining Co.,Ltd",,2016-12-29,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2013-12-30,0008/2014,"Lead, Zinc, and Copper Associated","Shew SaPar Mining Co.,Ltd",,2016-12-29,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2013-12-30,0009/2014,"Lead, Zinc, and Copper Associated","Shew SaPar Mining Co.,Ltd",,2016-12-29,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2013-12-30,0010/2014,"Lead, Zinc, and Copper Associated","Shew SaPar Mining Co.,Ltd",,2016-12-29,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2014-04-09,0021/2014,Lead and Zinc Associated,"La Pyae Wun Gold Mining Co.,Ltd",,2017-04-08,First-come-first-serve,2016-17,,Kachin,Khang LanPue,Shie Lan Dan,
,, 0.20 ,2014-04-23,0127/2014,Lead and Zinc Associated,"San Linn International Export & Import Co.,Ltd",,2017-04-22,First-come-first-serve,2016-17,,Kachin,Chipwi,LanJaw,
,, 0.20 ,2014-04-23,0128/2014,Lead and Zinc Associated,"San Linn International Export & Import Co.,Ltd",,2017-04-22,First-come-first-serve,2016-17,,Kachin,Chipwi,LanJaw,
,, 0.20 ,2014-08-19,0223/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-1,
,, 0.16 ,2014-08-19,0224/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-2,
,, 0.16 ,2014-08-19,0225/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-3,
,, 0.16 ,2014-08-19,0226/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-4,
,, 0.16 ,2014-08-19,0227/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-5,
,, 0.20 ,2014-08-19,0228/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-6,
,, 0.16 ,2014-08-19,0229/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-7,
,, 0.16 ,2014-08-19,0230/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-8,
,, 0.16 ,2014-08-19,0231/2014,Lead and Zinc Associated,"Myanmar Golden Tiger Industries Co.,Ltd",,2017-08-18,First-come-first-serve,2016-17,,Kachin,SoukLaw,KyeeDuKhar-9,
,, 0.20 ,2015-04-08,0089/2015,Iron,"Jade King Mining Co.,Ltd",,2020-04-07,First-come-first-serve,2016-17,,Kachin,ShweKu,Sinphote,
,, 0.20 ,2015-04-08,0090/2015,Iron,"Jade King Mining Co.,Ltd",,2020-04-07,First-come-first-serve,2016-17,,Kachin,ShweKu,Sinphote,
,, 0.20 ,2015-04-08,0091/2015,Iron,"Jade King Mining Co.,Ltd",,2020-04-07,First-come-first-serve,2016-17,,Kachin,ShweKu,Sinphote,
,, 0.20 ,2015-07-27,0160/2015,Lead and Zinc Associated,Myanmar Ah Htut Ah Htie (Panwar)Mining,,2020-07-28,First-come-first-serve,2016-17,,Kachin,ShweKu,Panwar,
,, 0.20 ,2015-07-27,0161/2015,Lead and Zinc Associated,Myanmar Ah Htut Ah Htie (Panwar)Mining,,2020-07-28,First-come-first-serve,2016-17,,Kachin,ShweKu,Panwar,
,, 0.20 ,2015-07-27,0162/2015,Lead and Zinc Associated,Myanmar Ah Htut Ah Htie (Panwar)Mining,,2020-07-28,First-come-first-serve,2016-17,,Kachin,ShweKu,Panwar,
,, 1.31 ,2016-03-09,0036/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0037/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0038/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0039/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0040/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0041/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0042/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0043/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0044/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0045/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, -   ,2016-03-09,0046/2016,Iron,"Myanmar Myo Ko Ko Medicine & Assessory Co.,Ltd",,2021-03-08,First-come-first-serve,2016-17,,Kachin,Panwar,LanJaw,
,, 0.20 ,2015-10-29,0201/2015,Iron,"Thakhin Sitt Mining Co.,Ltd",,2020-10-28,First-come-first-serve,2016-17,,Kachin,Wingmaw,Nountchain,
,, 0.20 ,2015-10-29,0202/2015,Iron,"Thakhin Sitt Mining Co.,Ltd",,2020-10-28,First-come-first-serve,2016-17,,Kachin,Wingmaw,Nountchain,
,, 0.08 ,2015-08-17,0112/2009,Gold,"Shwe Pyae Phyo Co.,Ltd",,2016-08-16,First-come-first-serve,2016-17,,Kachin,TaNaing,Sinbweyan,
,, 0.08 ,2015-02-25,0192/2011,Gold,"San Linn International Export & Import Co.,Ltd",,2016-02-24,First-come-first-serve,2016-17,,Kachin,Wingmaw,Nountchain,
,, 0.08 ,2015-02-25,0379/2011,Gold,"Shwe Moe Thwun Aung Co.,Ltd",,2016-02-24,First-come-first-serve,2016-17,,Kachin,Moenyhin,KarDu,
,, 0.08 ,2015-08-20,0130/2012,Gold,"Lone Sein Co.,Ltd",,2016-08-19,First-come-first-serve,2016-17,,Kachin,Shwe Ku,Ahmatgyikone,
,, 0.08 ,2015-08-27,0548/2010,Gold,"Htoo Ko Ko Co.,Ltd",,2016-08-26,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.08 ,2015-09-05,0168/2012,Gold,"Shwe Yar Thi Co.,Ltd",,2016-09-04,First-come-first-serve,2016-17,,Kachin,ShweKu,ShwNyeinChan,
,, 0.08 ,2016-02-06,0037/2013,Gold,"Shwe Phyo Kwal Co.,Ltd",,2017-02-05,First-come-first-serve,2016-17,,Kachin,Bhamaw,Kyaukacte,
,, 0.08 ,2015-10-02,0168/2013,Gold,"Sea Sun Star Mining Co.,Ltd",,2016-10-01,First-come-first-serve,2016-17,,Kachin,TaNaing,Minekwin,
,, 0.08 ,2015-10-02,0169/2013,Gold,"Sea Sun Star Mining Co.,Ltd",,2016-10-01,First-come-first-serve,2016-17,,Kachin,TaNaing,Minekwin,
,, 0.08 ,2015-10-02,0170/2013,Gold,"Sea Sun Star Mining Co.,Ltd",,2016-10-01,First-come-first-serve,2016-17,,Kachin,TaNaing,Minekwin,
,, 0.08 ,2015-10-02,0173/2013,Gold,"Sea Sun Star Mining Co.,Ltd",,2016-10-01,First-come-first-serve,2016-17,,Kachin,TaNaing,Minekwin,
,, 0.08 ,2015-10-02,0174/2013,Gold,"Sea Sun Star Mining Co.,Ltd",,2016-10-01,First-come-first-serve,2016-17,,Kachin,TaNaing,Minekwin,
,, 0.08 ,2015-03-26,0117/2014,Gold,"Thiyi Phyo Wai Co.,Ltd",,2016-03-25,First-come-first-serve,2016-17,,Kachin,TaNaing,Sinbweyan,
,, 0.08 ,2015-08-13,0233/2014,Gold,"Jade Star One Million Co.,Ltd",,2016-08-12,First-come-first-serve,2016-17,,Kachin,Bhamaw,Sinkhan,
,, 0.08 ,2015-08-13,0234/2014,Gold,"Jade Star One Million Co.,Ltd",,2016-08-12,First-come-first-serve,2016-17,,Kachin,Bhamaw,Sinkhan,
,, 0.08 ,2015-09-17,0240/2014,Gold,"Kan Linn Thu Co.,Ltd",,2016-09-16,First-come-first-serve,2016-17,,Kachin,Moenyhin,KarDu,
,, 0.08 ,2015-11-12,0274/2014,Gold,"Buu Young Co.,Ltd",,2016-11-11,First-come-first-serve,2016-17,,Kachin,Wingmaw,Mamdaung,
,, 0.08 ,2016-01-21,0020/2015,Gold,"Mahar Shwe Zabu Co.,Ltd",,2017-01-20,First-come-first-serve,2016-17,,Kachin,Mamsi,KMS-13,
,, 0.08 ,2016-01-21,0021/2015,Gold,"Mahar Shwe Zabu Co.,Ltd",,2017-01-20,First-come-first-serve,2016-17,,Kachin,Mamsi,KMS-18,
,, 0.08 ,2016-01-21,0022/2015,Gold,"Mahar Shwe Zabu Co.,Ltd",,2017-01-20,First-come-first-serve,2016-17,,Kachin,Mamsi,KMS-23,
,, 0.08 ,2015-02-04,0050/2015,Gold,"San Linn Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Kachin,Wingmaw,KWM-87,
,, 0.08 ,2015-02-04,0051/2015,Gold,"San Linn Co.,Ltd",,2016-02-03,First-come-first-serve,2016-17,,Kachin,Wingmaw,KWM-91,
,, 0.08 ,2016-02-11,0056/2015,Gold,"Shwe Swin Thike Co.,Ltd",,2017-02-10,First-come-first-serve,2016-17,,Kachin,Wingmaw,KWM-109,
,, 0.08 ,2016-02-19,0058/2015,Gold,"La Pyae Wun Gold Mining Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Kachin,KhangLanPue,KKLP-3,
,, 0.08 ,2016-03-25,0080/2015,Gold,"Sea Sun Star Mining Co.,Ltd",,2017-03-24,First-come-first-serve,2016-17,,Kachin,Tanaing,Bying kwin,
,, 0.08 ,2016-03-25,0081/2015,Gold,"Sea Sun Star Mining Co.,Ltd",,2017-03-24,First-come-first-serve,2016-17,,Kachin,Tanaing,KTN-13,
,, 0.08 ,2016-03-25,0082/2015,Gold,"Sea Sun Star Mining Co.,Ltd",,2017-03-24,First-come-first-serve,2016-17,,Kachin,Tanaing,KTN-14,
,, 0.08 ,2016-03-25,0083/2015,Gold,"Sea Sun Star Mining Co.,Ltd",,2017-03-24,First-come-first-serve,2016-17,,Kachin,Tanaing,KTN-15,
,, 0.08 ,2016-03-25,0086/2015,Gold,Sut Family,,2017-03-24,First-come-first-serve,2016-17,,Kachin,Bhaw,Sinkhan,
,, 0.08 ,2015-08-19,0172/2015,Gold,"Natural Gold Co.,Ltd",,2016-08-18,First-come-first-serve,2016-17,,Kachin,Shweku,Ngabatgyi,
,, 0.08 ,2015-08-19,0173/2015,Gold,"Natural Gold Co.,Ltd",,2016-08-18,First-come-first-serve,2016-17,,Kachin,Shweku,Ngabatgyi,
,, 0.08 ,2015-10-14,0197/2015,Gold,"Jame Phaw Myay Mining Co., Ltd",,2016-10-13,First-come-first-serve,2016-17,,Kachin,Wingmaw,Naungchain,
,, 19.40 ,2015-12-23,0250/2015,Gold,"Eimaw Bwan Co., Ltd",,2016-12-22,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.08 ,2016-02-10,0012/2016,Gold,"Myanmar Academy International Co.,Ltd",,2017-02-09,First-come-first-serve,2016-17,,Kachin,Wingmaw,Naungchain,
,, 0.20 ,2016-03-24,0060/2016,Copper and Associated,Kyel Sin Khaing,,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-03-24,0074/2016,Copper and Associated,"Shew SaPar Mining Co.,Ltd",,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-03-24,0075/2016,Copper and Associated,"Shew SaPar Mining Co.,Ltd",,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-03-24,0076/2016,Copper and Associated,"Shew SaPar Mining Co.,Ltd",,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-03-24,0077/2016,Copper and Associated,"Shew SaPar Mining Co.,Ltd",,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-03-24,0078/2016,Copper and Associated,"Shew SaPar Mining Co.,Ltd",,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-03-24,0079/2016,Copper and Associated,"Shew SaPar Mining Co.,Ltd",,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-03-24,0080/2016,Copper and Associated,"Shew SaPar Mining Co.,Ltd",,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2016-03-24,0081/2016,Copper and Associated,"Shew SaPar Mining Co.,Ltd",,2021-03-23,First-come-first-serve,2016-17,,Kachin,Bhamaw,SinKhan,
,, 0.20 ,2015-10-29,0779/2010,Tin and Tungsten ,"Kyar Ngwe Kyel Co.,Ltd",,2016-10-28,First-come-first-serve,2016-17,,Kayah,Pharsaung,Shelochaung,
,, 0.20 ,2016-01-28,0112/2011,Tin and Tungsten ,"Ye Htut Kyaw Co.,Ltd",,2017-01-27,First-come-first-serve,2016-17,,Kayah,Pharsaung,Kaemaphyu,
,, 0.20 ,2016-01-28,0113/2011,Tin and Tungsten ,"Ye Htut Kyaw Co.,Ltd",,2017-01-27,First-come-first-serve,2016-17,,Kayah,Pharsaung,Kaemaphyu,
,, 0.19 ,2015-02-14,0178/2010,Antimony,"Thein Myat Lone Mining Co.,Ltd",,2016-02-13,First-come-first-serve,2016-17,,Kayah,Phayuso,Kawbar,
,, 0.20 ,2015-01-20,0008/2012,Antimony,"Kyar Shwe Takar  Mining Co.,Ltd",,2016-01-19,First-come-first-serve,2016-17,,Kayah,Loikaw,Panechit,
,, 0.20 ,2015-10-02,0183/2012,Tin and Tungsten ,"Kyar Shwe Takar  Mining Co.,Ltd",,2016-10-01,First-come-first-serve,2016-17,,Kayah,Loikaw,Panechit,
,, 0.20 ,2012-11-23,0212/2012,Antimony,"Se One Co.,Ltd",,2015-11-22,First-come-first-serve,2016-17,,Kayah,Yarthit,Pilutaung,
,, 0.20 ,2013-12-04,0208/2013,Antimony,"Htee Day Star Co.,Ltd",,2016-12-03,First-come-first-serve,2016-17,,Kayah,Loikaw,Dawtanaw,
,, 0.20 ,2013-12-04,0209/2013,Antimony,"Htee Day Star Co.,Ltd",,2016-12-03,First-come-first-serve,2016-17,,Kayah,Loikaw,Dawtanaw,
,, 0.20 ,2014-01-15,0032/2014,Tin and Tungsten ,"Kayah Htar Ni Mining Co., Ltd",,2017-01-14,First-come-first-serve,2016-17,,Kayah,Pharsaung,Hteelayke,
,, 0.20 ,2013-02-18,0001/2014,Antimony,Asia Pacific Agriculture,,2016-02-17,First-come-first-serve,2016-17,,Kayah,Loikaw,Loilinnlay,
,, 0.20 ,2013-02-18,0002/2014,Antimony,Asia Pacific Agriculture,,2016-02-17,First-come-first-serve,2016-17,,Kayah,Loikaw,Loilinnlay,
,, 0.20 ,2013-02-18,0003/2014,Antimony,Aung & Saw Family,,2016-02-17,First-come-first-serve,2016-17,,Kayah,Loikaw,Loilinnlay,
,, 0.13 ,2014-05-28,0159/2014,Antimony,"Kayan Mining Co.,Ltd",,2017-05-27,First-come-first-serve,2016-17,,Kayah,Loikaw,Loilinnlay,
,, 0.20 ,2015-01-07,0014/2015,Tin and Tungsten Associated,"Le Mu Kho Co.,Ltd",,2018-01-06,First-come-first-serve,2016-17,,Kayah,Pharsaung,Mawsarke,
,, 0.20 ,2015-04-29,0102/2015,Antimony,"Trade Supported Myanmar Co.,Ltd",,2020-04-28,First-come-first-serve,2016-17,,Kayah,Yarthit,Hawediluu,
,, 0.20 ,2015-10-07,0193/2015,Antimony,Asia ANT (International),,2020-10-06,First-come-first-serve,2016-17,,Kayah,Loikaw,Loilinnlay,
,, 0.20 ,2015-10-07,0194/2015,Antimony,Asia ANT (International),,2020-10-06,First-come-first-serve,2016-17,,Kayah,Loikaw,Loilinnlay,
,, 0.20 ,2016-01-27,0021/2010,Antimony,"Haung Tayaw Aung Myae Co.,Ltd",,2017-01-16,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,Matkathar,
,, 0.20 ,2015-02-19,0098/2010,Antimony,"Nay Nay Mining Co.,Ltd",,2016-02-18,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,Taungkalay,
,, 0.20 ,2015-10-06,0368/2011,Antimony,Thu Wana Myay Si Mining,,2016-10-05,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,kamawtae,
,, 0.20 ,2015-10-06,0369/2011,Antimony,Thu Wana Myay Si Mining,,2016-10-05,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,kamawtae,
,, 0.20 ,2016-03-21,0064/2012,Antimony,Myanmar San Zaw Mining,,2017-03-20,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,kamawtae,
,, 0.20 ,2016-03-21,0065/2012,Antimony,Myanmar San Zaw Mining,,2017-03-20,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,kamawtae,
,, 0.20 ,2016-03-21,0084/2012,Antimony,"Htay Family Co.,Ltd",,2017-03-20,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,matkathar,
,, 0.20 ,2016-03-21,0085/2012,Antimony,"Htay Family Co.,Ltd",,2017-03-20,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,Matkathar,
,, 0.20 ,2015-03-30,0078/2012,Antimony,"Shwe Sin Aung Myay Co.,Ltd",,2016-03-29,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,kamawtae,
,, 0.20 ,2013-06-11,0100/2013,Antimony,"Forever Blue Mining Co.,Ltd",,2016-06-10,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,Matkathar,
,, 0.20 ,2013-06-11,0101/2013,Antimony,"Mya Htay Kywe Linn Co.,Ltd",,2016-06-10,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Tangal,
,, 0.13 ,2013-06-19,0116/2013,Antimony,"Taung Tan Bayin Co.,Ltd",,2016-06-18,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,,
,, 0.19 ,2013-08-29,0153/2013,Antimony,"Swe Sei Sein Industry Co.,Ltd",,2016-08-28,First-come-first-serve,2016-17,,Kayin,Hpa Aunt,kamawtae,
,, 0.19 ,2013-08-29,0154/2013,Antimony,"Swe Sei Sein Industry Co.,Ltd",,2016-08-28,First-come-first-serve,2016-17,,Kayin,Hpa Aunt,mezine,
,, 0.20 ,2013-02-18,202/2013,Antimony,Myanmar San Zaw Mining,,2016-12-17,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,kamawtae,
,, 0.19 ,2013-11-21,0203/2013,Antimony,Shwe Lan Kabar Industry,,2016-11-20,First-come-first-serve,2016-17,,Kayin,Hpa Aunt,mezine,
,, 0.20 ,2013-12-04,0206/2013,Antimony,"Htay Family Co.,Ltd",,2016-12-03,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,Matkathar,
,, 0.20 ,2013-12-04,0207/2013,Antimony,"Htay Family Co.,Ltd",,2016-12-03,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,Matkathar,
,, 0.20 ,2013-12-18,0004/2014,Antimony,Diamond Crown International,,2016-12-17,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,Kyite,
,, 0.20 ,2013-12-30,0011/2014,Antimony,Shwe Myit Thaung Yin Industry ,,2016-12-29,First-come-first-serve,2016-17,,Kayin,HpaAunt,Ayoungtaung,
,, 0.20 ,2013-12-30,0017/2014,Antimony,"Htay Family Co.,Ltd",,2016-12-29,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,,
,, 0.20 ,2013-12-30,0018/2014,Antimony,"Htay Family Co.,Ltd",,2016-12-29,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,,
,, 0.20 ,2014-05-14,0144/2014,Antimony,"Shwe Sin Aung Myay Co.,Ltd",,2017-05-13,First-come-first-serve,2016-17,,Kayin,Kyarinnsategyi,,
,, 0.20 ,2014-05-28,0157/2014,Antimony,"Shwe Kayin Aptitude Co.,Ltd",,2017-05-27,First-come-first-serve,2016-17,,Kayin,Myawaddy,,
,, 0.20 ,2014-05-28,0158/2014,Antimony,"Shwe Kayin Aptitude Co.,Ltd",,2017-05-27,First-come-first-serve,2016-17,,Kayin,Myawaddy,,
,, 0.20 ,2014-03-20,0027/2014,Gypsum,"Shin Thant Chan Thar
Co.,Ltd",,2017-03-19,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Maetamu,
,, 0.20 ,2014-03-20,0028/2014,Gypsum,"Shin Thant Chan Thar
Co.,Ltd",,2017-03-19,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Maetamu,
,, 0.19 ,2014-09-10,0040/2014,Gypsum,Chit Linn Mying Mining,,2019-09-09,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Koebying,
,, 0.19 ,2014-09-10,0041/2014,Gypsum,Chit Linn Mying Mining,,2019-09-09,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Koebying,
,, 0.20 ,2014-11-26,0048/2014,Gypsum,Lady Myint & Sons Industry,,2019-11-25,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Shanyar,
,, 0.20 ,2014-11-26,0049/2014,Gypsum,Lady Myint & Sons Industry,,2019-11-25,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Shanyar,
,, 0.20 ,2014-12-03,0055/2014,Gypsum,"Thitsar Pyae Sone Co.,Ltd",,2019-12-02,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Maetamu,
,, 0.20 ,2015-02-11,010/2015,Gypsum,Myanmar Economic Corporation,,2010-02-10,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Kwelay,
,, 0.20 ,2015-02-11,011/2015,Gypsum,Myanmar Economic Corporation,,2010-02-10,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Kwelay,
,, 0.20 ,2016-02-24,004/2016,Gypsum,"Mon Myat Alinn Co.,Ltd",,2021-02-23,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Kwelay,
,, 0.19 ,2016-02-24,005/2016,Gypsum,"Mon Myat Alinn Co.,Ltd",,2021-02-23,First-come-first-serve,2016-17,,Kayin,Hlaingbwe,Kwelay,
,, 0.20 ,2013-07-11,0058/2017,Copper and Associated,"Ocean Sun Star  Mining Co.,Ltd",,2014-07-10,First-come-first-serve,2016-17,,Sagaing,kawlin,shan clone,
,, 0.20 ,2015-06-30,0411/2010,Copper and Associated,"Ocean Sun Star  Mining Co.,Ltd",,2016-06-29,First-come-first-serve,2016-17,,Sagaing,kawlin,shan clone,
,, 0.20 ,2015-06-30,0412/2010,Copper and Associated,"Ocean Sun Star  Mining Co.,Ltd",,2016-06-29,First-come-first-serve,2016-17,,Sagaing,kawlin,shan clone,
