Code/Ref,Company_Name_cl,License_type_cl,Commodity_cl,Area_acre_cl,Coordinates of the license area,Award_date,Expiry_date,Award_date_cl,Expiry_date_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl
0036/2011,"Shwe Pyi Thar Co.,Ltd",Small,Gold,0.0809,"93B/1(858229,859225,856224,856226)",18/1/15,17/1/16,2015-01-18,2016-01-17,"Mandalay,Singu,WarPhyuTaung",Mandalay,Singu,WarPhyuTaung
0070/2011,"ThakedeeAung Shwe Moe Co.,Ltd",Small,Gold,0.0809,"84N(726112,727112,725103,724103)",18/1/15,17/1/16,2015-01-18,2016-01-17,"Mandalay,Singu,KhuLae",Mandalay,Singu,KhuLae
0074/2011,"ThakedeeAung Shwe Moe Co.,Ltd",Small,Gold,0.0809,"84N(725112,726112,724103,723103)",18/1/15,17/1/16,2015-01-18,2016-01-17,"Mandalay,Singu,KhuLae",Mandalay,Singu,KhuLae
0077/2011,"Htet Yee Lin Co.,Ltd",Small,Gold,0.0809,"83B/2(773164,775165,779162,780157,773163)",18/1/14,17/1/15,2014-01-18,2015-01-17,"Mandalay,Singu,KyeTaukPouk",Mandalay,Singu,KyeTaukPouk
0078/2011,"Shwe War Taung Co.,Ltd",Small,Gold,0.0809,"93B/1(841298,847240,849240,843238,841234)",18/1/15,17/1/16,2015-01-18,2016-01-17,"Mandalay,Singu,Kwin(30)",Mandalay,Singu,Kwin(30)
0037/2011,"YadanarKatayThike Co.,Ltd",Small,Gold,0.0809,"93D/7(885660,887660,887654,885654)",18/1/15,17/1/16,2015-01-18,2016-01-17,"Mandalay,Singu,WarPhyuTaung",Mandalay,Singu,WarPhyuTaung
0153/2011,"Shwe Thant Oo Co.,ltd",Small,Gold,0.0809,"93B/2( 793155, 794155,794145,792145)",2/7/14,2/6/15,2014-07-02,2015-06-02,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0154/2011,"Myanmar Golden Point Family Co.,Ltd",Small,Gold,0.0809,"93D/7(885660,862241,862236,860236)",2/7/15,2/6/16,2015-07-02,2016-06-02,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0155/2011,"Myanmar Golden Point Family Co.,Ltd",Small,Gold,0.0809,"93D/1(851238,855238,855236,851236)",2/7/15,2/6/16,2015-07-02,2016-06-02,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0156/2011,"Myanmar Golden Point Family Co.,Ltd",Small,Gold,0.0809,"93D/1(848240,851240,851236,848236)",2/7/15,2/6/16,2015-07-02,2016-06-02,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0157/2011,"Myanmar Golden Point Family Co.,Ltd",Small,Gold,0.0809,"93D/1(855237,860237,860234,858234,855235)",2/7/15,2/6/16,2015-07-02,2016-06-02,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0158/2011,"Myanmar Golden Point Family Co.,Ltd",Small,Gold,0.0809,"93D/1(858234,860234,859229,856226,856227)",2/7/15,2/6/16,2015-07-02,2016-06-02,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0159/2011,"Myanmar Golden Point Family Co.,Ltd",Small,Gold,0.0809,"93D/1(862241,864241,864237,862237)",2/7/15,2/6/16,2015-07-02,2016-06-02,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0160/2011,"Myanmar Golden Point Family Co.,Ltd",Small,Gold,0.0809,"93D/1(866187,872184,872183,868183,866186)",2/7/15,2/6/16,2015-07-02,2016-06-02,"Mandalay,Singu,ThaPayarChat",Mandalay,Singu,ThaPayarChat
0196/2011,"Pyi Thar Naing Co.,Ltd",Small,Gold,0.0809,"93B/2(772159,884158,884158,771152,772151, 7711514)",25/4/15,24/4/16,2015-04-25,2016-04-24,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0197/2011,"Pyi Thar Naing Co.,Ltd",Small,Gold,0.0809,"93B/2(769160,771160,772159,772157,568156)",25/4/15,24/4/16,2015-04-25,2016-04-24,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0208/2011,"Asia AmyuTay Co.,Ltd",Small,Gold,0.0809,"93B/2(860199,862200,862195,859195)",22/10/13,21/10/14,2013-10-22,2014-10-21,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0221/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,"93B/2(860199,862200,862195,859195)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0222/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,93B/2,25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0223/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,"93B/2(859215,861209,860207,858209,859212)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0224/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,"93B/2(859217,862210,861209,859215)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0225/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,93B/2,25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0226/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,93B/3,25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0227/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,93B/4,25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0228/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,"93B/2(860221,862221,862217,859217)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0229/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,"93B/2(838228,842228,842226,838226)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0230/2011,"Eternal Mining Co.,Ltd",Small,Gold,0.0809,"93B/2(859207,860207,863210,864208,860206)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0232/2011,"Shwe War Taung Co.,Ltd",Small,Gold,0.0809,"93B/1(861250,866250,866249,860248,857248)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,Kwin(30)",Mandalay,Singu,Kwin(30)
0239/2011,"Future Engineeing Co.,Ltd",Small,Gold,0.0809,"93B/1(853242,855243,859243,855240)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,Kwin(30)",Mandalay,Singu,Kwin(30)
0240/2011,"Future Engineeing Co.,Ltd",Small,Gold,0.0809,"93B/1(848243,850244,852243,849240,848240)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Mandalay,Singu,Kwin(30)",Mandalay,Singu,Kwin(30)
0270/2011,"Kan Lin Thu Co.,Ltd",Small,Gold,0.0809,93B/1,24/3/11,23/3/14,2011-03-24,2014-03-23,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0271/2011,Aung Nan Thyafu,Small,Gold,0.0809,93B/1,24/3/11,23/3/14,2011-03-24,2014-03-23,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0277/2011,"Naing Myint Mo Co.,Ltd",Small,Gold,0.0172,"93B/2(766166,768166,768165,766165)",24/3/15,23/3/16,2015-03-24,2016-03-23,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0278/2011,"Shwe Thant Oo Co.,ltd",Small,Gold,0.0809,"93B/2(769148,773146,770144,769144,767146)",24/3/15,23/3/16,2015-03-24,2016-03-23,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0279/2011,"Aung Htun Lin Shein Win Co.,Ltd",Small,Gold,0.0809,"93B/2(776168,779168,779165,781162,779162)",24/3/15,23/3/16,2015-03-24,2016-03-23,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0280/2011,"Aung Htun Lin Shein Win Co.,Ltd",Small,Gold,0.0809,"93B/2( 779162,781162,783158,783156, 781156)",24/3/15,23/3/16,2015-03-24,2016-03-23,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0281/2011,"Aung Htun Lin Shein Win Co.,Ltd",Small,Gold,0.0809,"92B/2(773152,775151,778150,778149,772150)",24/3/15,23/3/16,2015-03-24,2016-03-23,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0282/2011,"Aung Htun Lin Shein Win Co.,Ltd",Small,Gold,0.0809,"93B/2(771162,774164,781156,777154,775157)",24/3/15,23/3/16,2015-03-24,2016-03-23,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0287/2011,"Shwe War Taung Co.,Ltd",Small,Gold,0.0809,"93B/1(843238,845230,843231,842235)",24/3/15,23/3/16,2015-03-24,2016-03-23,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0386/2011,"Pyae Son Aung Co.,Ltd",Small,Gold,0.0809,"93B/2(947044,948045,952045,952045,958042,  947042)",12/1/14,30/11/15,2014-01-12,2015-11-30,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0387/2011,"Pyae Son Aung Co.,Ltd",Small,Gold,0.0809,93B/1,12/1/14,30/11/15,2014-01-12,2015-11-30,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0390/2011,Kokant Golden Dragon,Small,Gold,0.0809,93B/1,12/5/14,12/4/15,2014-05-12,2015-04-12,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0391/2011,Kokant Golden Dragon,Small,Gold,0.0809,"93B/1+2(835227,836228,836222,834222)",12/5/14,12/4/15,2014-05-12,2015-04-12,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0392/2011,Kokant Golden Dragon,Small,Gold,0.0809,"93B/1+2(832227,834227,834220,823330)",12/5/14,12/4/15,2014-05-12,2015-04-12,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0393/2011,Kokant Golden Dragon,Small,Gold,0.0809,"93B/1+2(831227,832227,832220,830220)",12/5/14,12/4/15,2014-05-12,2015-04-12,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
0401/2011,"Good Luck International Co.,Ltd",Small,Gold,0.0809,"93B/1(843234,845234,847229,844228,844230)",12/5/14,12/4/15,2014-05-12,2015-04-12,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0402/2011,"Good Luck International Co.,Ltd",Small,Gold,0.0809,"93B/1(846239,845234,843235,842238)",12/5/14,12/4/15,2014-05-12,2015-04-12,"Mandalay,Singu,OhhZone",Mandalay,Singu,OhhZone
0405/2011,NyaungOoThar,Small,Gold,0.0809,"93B/2(794144,793139,794139,797144,794145, 792144)",31/12/12,30/12/13,2012-12-31,2013-12-30,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0009/2012,"Golden Bright Moon Co.,Ltd",Small,Gold,0.0809,"93B/3( 762168,764168,764163,762163)",18/1/12,17/1/15,2012-01-18,2015-01-17,"Mandalay,Singu,KyeTaukPouk",Mandalay,Singu,KyeTaukPouk
0011/2012,"Pyae Son Aung Co.,Ltd",Small,Gold,0.0809,"93B/2(975040,96803,969042,973041)",2/3/15,2/2/16,2015-03-02,2016-02-02,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0025/2012,"YandarnarShwePonCo.,Ltd",Small,Gold,0.0809,"95B/29948063,952063,949060,94601)",13/2/13,2/12/14,2013-02-13,2014-12-02,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0033/2012,"Kyaw So Ya Co.,Ltd",Small,Gold,0.0809,"93B/2(753219,754217,750215,749217)",1/10/12,1/9/15,2012-10-01,2015-09-01,"Mandalay,Singu,ChaungGyi",Mandalay,Singu,ChaungGyi
0034/2012,"Shwe Thein Than Kabar Co.,ltd",Small,Gold,0.0809,"93B/1(783392,785392,784387,782388)",1/11/15,1/10/16,2015-11-01,2016-10-01,"Mandalay,Thabeakkyin,7 mile",Mandalay,Thabeakkyin,7 mile
0035/2012,"Shwe Thein Than Kabar Co.,ltd",Small,Gold,0.0809,"93B/1(785392,787393,787388,785387)",1/11/15,1/10/16,2015-11-01,2016-10-01,"Mandalay,Thabeakkyin,7 mile",Mandalay,Thabeakkyin,7 mile
0044/2012,"HtarWaYaKankaungThaw Shwe Co.,Ltd",Small,Gold,0.0809,"84N/14(724100,725100,728091,727091)",2/10/15,2/9/16,2015-10-02,2016-09-02,"Mandalay,Thabeakkyin,KhuLae",Mandalay,Thabeakkyin,KhuLae
0069/2012,"Yadanar ShwePone Co.,Ltd",Small,Gold,0.0809,"93B/2 SR ( 698038,971038,971035,968035)",15/2/15,14/2/16,2015-02-15,2016-02-14,"Mandalay,Thabeakkyin,Nat Taung",Mandalay,Thabeakkyin,Nat Taung
0072/2012,"Tun Shwe Sin Co.,Ltd",Small,Gold,0.0809,"93B/2(971059,976059,976055,975055)",15/2/12,14/2/15,2012-02-15,2015-02-14,"Mandalay,Thabeakkyin,Nat Taung",Mandalay,Thabeakkyin,Nat Taung
0074/2012,"Yadanar ShwePone Co.,Ltd",Small,Gold,0.0809,"93B/2SR(976036,976039,975039,975040,974041, 974038, 974036)",15/2/15,14/2/16,2015-02-15,2016-02-14,"Mandalay,Thabeakkyin,Nat Taung",Mandalay,Thabeakkyin,Nat Taung
0075/2012,"Yadanar ShwePone Co.,Ltd",Small,Gold,0.0809,"93B/2(971059,976059,976055,975055,975058, 972058, 972055,971055)",15/2/15,14/2/16,2015-02-15,2016-02-14,"Mandalay,Thabeakkyin,Nat Taung",Mandalay,Thabeakkyin,Nat Taung
0077/2012,"Yadanar ShwePone Co.,Ltd",Small,Gold,0.0809,"93B/2 SR( 956045, 958045, 958040, 956040)",15/2/15,14/2/16,2015-02-15,2016-02-14,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0087/2012,"Tun Shwe Sin Co.,Ltd",Small,Gold,0.0809,"93B/2(977040,978040,977043,957043,975038, 976038)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,Parpaw",Mandalay,Singu,Parpaw
0088/2012,"Tun Shwe Sin Co.,Ltd",Small,Gold,0.0809,"93B/2(971045,972043,975041,974045)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,Parpaw",Mandalay,Singu,Parpaw
0089/2012,"Tun Shwe Sin Co.,Ltd",Small,Gold,0.0809,"93B/2(977052,976053,972050,975049)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,Parpaw",Mandalay,Singu,Parpaw
0090/2012,"Ngwe Hinn Khine Co.,Ltd",Small,Gold,0.0809,"93B/3( 960055,957053,958057,961058)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,WarpyoChat",Mandalay,Singu,WarpyoChat
0091/2012,"Ngwe Hinn Khine Co.,Ltd",Small,Gold,0.0809,"93B/2(954053,955056,958057,957053)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,WarpyoChat",Mandalay,Singu,WarpyoChat
0092/2012,"TheinThan KyweWa Co.,Ltd",Small,Gold,0.0809,"93B/2(955064,975065,956068,953067)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,WarpyoChat",Mandalay,Singu,WarpyoChat
0093/2012,ThaPayAung(Mogekok),Small,Gold,0.0809,"92B/2(765177,765175,768175,767180)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,ShoukPinYoe",Mandalay,Singu,ShoukPinYoe
0094/2012,"Pyae Son Aung Co.,Ltd",Small,Gold,0.0809,"93B/2(963055,964053,961049,960051)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0095/2012,"Pyae Son Aung Co.,Ltd",Small,Gold,0.0809,"93B/2(952053,954053,953048,951048)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0096/2012,"Pyae Son Aung Co.,Ltd",Small,Gold,0.0809,"93B/2(953050,954053,957053,954049)",27/4/14,26/4/15,2014-04-27,2015-04-26,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0115/2012,"Pyae Son Aung Co.,Ltd",Small,Gold,0.0809,"93B/2(952075,953075,950069,949069)",28/6/14,27/6/15,2014-06-28,2015-06-27,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0116/2012,"Pyae Son Aung Co.,Ltd",Small,Gold,0.0809,"93B/2(943062,946068,947068,944062)",28/6/14,27/6/15,2014-06-28,2015-06-27,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0117/2012,"Pyae Son Aung Co.,Ltd",Small,Gold,0.061,"93B/2( 948061,950061,950159,949059, 949057, 948057)",28/6/14,27/6/15,2014-06-28,2015-06-27,"Mandalay,Singu,Nat Taung",Mandalay,Singu,Nat Taung
0122/2012,"Pyi Thar Naing Co.,Ltd",Small,Gold,0.061,"93B/1(763421,763419,768419,768421)",8/8/14,8/7/15,2014-08-08,2015-07-08,"Mandalay,Singu,7 mile",Mandalay,Singu,7 mile
0123/2012,"Pyi Thar Naing Co.,Ltd",Small,Gold,0.061,"93B/1(763419,763417,768417,768419)",8/8/14,8/7/15,2014-08-08,2015-07-08,"Mandalay,Singu,7 mile",Mandalay,Singu,7 mile
0124/2012,"Shwe Su Su Than Co.,Ltd",Small,Gold,0.0809,"93B/2(765209,764214,766214,767209)",8/8/14,8/7/15,2014-08-08,2015-07-08,"Mandalay,Thabeakkyin, ChaungGyi",Mandalay,Thabeakkyin, ChaungGyi
0126/2012,"PhyoAungThiriKyaw Co.,ltd",Small,Gold,0.0607,"93B/2(849233,852233,852230,851230)",8/8/12,8/7/13,2012-08-08,2013-07-08,"Mandalay,Singu,Watthay",Mandalay,Singu,Watthay
