,company_name,name_of_revenue_stream,paid_to,payment_category,units,per_company_original,per_company_adjust,per_company_final,per_government_original,per_government_adjust,per_government_final,final_difference,comment
554,Jade Mountain Gems Co;Ltd. (*),"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1587025709.9,0.0,1587025709.9,1585329858.9,0.0,1585329858.9,1695851,Not material difference < 5 Million Kyats
555,Jade Mountain Gems Co;Ltd. (*),Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
556,Jade Mountain Gems Co;Ltd. (*),Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
557,Jade Mountain Gems Co;Ltd. (*),"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,130351801.38000001,0.0,130351801.38000001,-130351801.38000001,Tax not reported by the extractive company
558,Jade Mountain Gems Co;Ltd. (*),Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,186048501.0,0.0,186048501.0,186048501.0,0.0,186048501.0,0,
559,Jade Mountain Gems Co;Ltd. (*),Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,472736790.0,0.0,472736790.0,2059762499.9,-1587025709.9,472736790.0,0,
560,Jade Mountain Gems Co;Ltd. (*),Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,231731965.0,0.0,231731965.0,233631964.0,0.0,233631964.0,-1899999,Not material difference < 5 Million Kyats
561,Jade Mountain Gems Co;Ltd. (*),Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,529773346.98,-529773346.98,0.0,0,
562,Jade Mountain Gems Co;Ltd. (*),"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
563,Jade Mountain Gems Co;Ltd. (*),Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,0.0,97629481.36,97629481.36,105016401.2,0.0,105016401.2,-7386919.840000004,Tax not reported by the extractive company
564,Jade Mountain Gems Co;Ltd. (*),Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
565,Jade Mountain Gems Co;Ltd. (*),Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
566,Jade Mountain Gems Co;Ltd. (*),Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
567,Phyo Thiha Kyaw Gems,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
568,Phyo Thiha Kyaw Gems,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,8268660.0,0.0,8268660.0,0.0,8268660.0,8268660.0,0,
569,Phyo Thiha Kyaw Gems,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,8268660.0,-8268660.0,0.0,0,
570,Phyo Thiha Kyaw Gems,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1886666098.5,48186409.0,1934852507.5,1934852507.5,0.0,1934852507.5,0,
571,Phyo Thiha Kyaw Gems,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,590736380.52,0.0,590736380.52,590736380.52,0.0,590736380.52,0,
572,Phyo Thiha Kyaw Gems,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,329125173.22,-75951859.0,253173314.22000003,253173314.22000003,0.0,253173314.22000003,0,
573,Phyo Thiha Kyaw Gems,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,25000000.0,0.0,25000000.0,0.0,25000000.0,25000000.0,0,
574,Phyo Thiha Kyaw Gems,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,75951859.0,0.0,75951859.0,75951859.0,0.0,75951859.0,0,
575,Phyo Thiha Kyaw Gems,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1281317790.04,0.0,1281317790.04,1281317790.04,0.0,1281317790.04,0,
576,Phyo Thiha Kyaw Gems,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
577,Phyo Thiha Kyaw Gems,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
578,Phyo Thiha Kyaw Gems,"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,6225310.0,0.0,6225310.0,-6225310,Tax not reported by the extractive company
579,Phyo Thiha Kyaw Gems,Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,59048345.0,0.0,59048345.0,58365973.0,0.0,58365973.0,682372,Not material difference < 5 Million Kyats
580,Phyo Thiha Kyaw Gems,Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,142985359.0,0.0,142985359.0,1422580159.04,-1281317790.04,141262369.0,1722990,Not material difference < 5 Million Kyats
581,Phyo Thiha Kyaw Gems,Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,32289850.0,0.0,32289850.0,30967120.0,18000.0,30985120.0,1304730,Not material difference < 5 Million Kyats
582,Phyo Thiha Kyaw Gems,Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,590736380.52,-590736380.52,0.0,0,
583,Phyo Thiha Kyaw Gems,"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
584,Phyo Thiha Kyaw Gems,Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,0.0,75951859.0,75951859.0,79800373.0,0.0,79800373.0,-3848514,Not material difference < 5 Million Kyats
585,Phyo Thiha Kyaw Gems,Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
586,Phyo Thiha Kyaw Gems,Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
587,Phyo Thiha Kyaw Gems,Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
588,Silver Elephant Gems ,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
589,Silver Elephant Gems ,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,534335880.0,0.0,534335880.0,0.0,780251320.0,780251320.0,-245915440,Tax not reported by the extractive company
590,Silver Elephant Gems ,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,780251320.0,-780251320.0,0.0,0,
591,Silver Elephant Gems ,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1403896243.3200002,0.0,1403896243.3200002,1542713409.8400002,0.0,1542713409.8400002,-138817166.51999998,Tax not reported by the extractive company
592,Silver Elephant Gems ,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,430392064.12,0.0,430392064.12,430392064.12,0.0,430392064.12,0,
593,Silver Elephant Gems ,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,184454128.24,0.0,184454128.24,184454128.24,0.0,184454128.24,0,
594,Silver Elephant Gems ,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,4000000.0,0.0,4000000.0,-4000000,Not material difference < 5 Million Kyats
595,Silver Elephant Gems ,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,56010945.28,0.0,56010945.28,55335967.940000005,0.0,55335967.940000005,674977.3399999961,Not material difference < 5 Million Kyats
596,Silver Elephant Gems ,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,940737062.4000001,0.0,940737062.4000001,1034609549.4000001,0.0,1034609549.4000001,-93872487,Tax not reported by the extractive company
597,Silver Elephant Gems ,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
598,Silver Elephant Gems ,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
599,Silver Elephant Gems ,"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
600,Silver Elephant Gems ,Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,41471670.0,0.0,41471670.0,-41471670,Tax not reported by the extractive company
601,Silver Elephant Gems ,Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
602,Silver Elephant Gems ,Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
603,Silver Elephant Gems ,Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
604,Silver Elephant Gems ,"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
605,Silver Elephant Gems ,Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,0.0,0.0,0.0,56654302.940000005,0.0,56654302.940000005,-56654302.940000005,Tax not reported by the extractive company
606,Silver Elephant Gems ,Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
607,Silver Elephant Gems ,Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
608,Silver Elephant Gems ,Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
609,Yadanar Yaung Chi Gems Co;Ltd. (*),Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
610,Yadanar Yaung Chi Gems Co;Ltd. (*),Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,246806060.0,16647120.0,263453180.0,0.0,221416920.0,221416920.0,42036260,Tax not reported by the Govt Body
611,Yadanar Yaung Chi Gems Co;Ltd. (*),Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,221416920.0,-221416920.0,0.0,0,
612,Yadanar Yaung Chi Gems Co;Ltd. (*),Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
613,Yadanar Yaung Chi Gems Co;Ltd. (*),Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
614,Yadanar Yaung Chi Gems Co;Ltd. (*),"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
615,Yadanar Yaung Chi Gems Co;Ltd. (*),Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,3236320000.0,300240000.0,3536560000.0,3536560000.0,0.0,3536560000.0,0,
616,Yadanar Yaung Chi Gems Co;Ltd. (*),"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
617,Yadanar Yaung Chi Gems Co;Ltd. (*),"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,3358860249.92,0.0,3358860249.92,3358860249.92,0.0,3358860249.92,0,Not material difference < 5 Million Kyats
618,Yadanar Yaung Chi Gems Co;Ltd. (*),Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
619,Yadanar Yaung Chi Gems Co;Ltd. (*),Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
620,Yadanar Yaung Chi Gems Co;Ltd. (*),"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,10315550.0,0.0,10315550.0,-10315550,Tax not reported by the extractive company
621,Yadanar Yaung Chi Gems Co;Ltd. (*),Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,4946317.0,0.0,4946317.0,53690889.0,0.0,53690889.0,-48744572,Tax not reported by the extractive company
622,Yadanar Yaung Chi Gems Co;Ltd. (*),Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,11790030.0,0.0,11790030.0,3358860249.92,-3358860249.92,0.0,11790030,Tax not reported by the Govt Body
623,Yadanar Yaung Chi Gems Co;Ltd. (*),Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,3484738.0,0.0,3484738.0,2765655.0,0.0,2765655.0,719083,Not material difference < 5 Million Kyats
624,Yadanar Yaung Chi Gems Co;Ltd. (*),Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
625,Yadanar Yaung Chi Gems Co;Ltd. (*),"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
626,Yadanar Yaung Chi Gems Co;Ltd. (*),Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,823531871.84,-566785405.8000001,256746466.03999996,256746466.04000002,0.0,256746466.04000002,0,
627,Yadanar Yaung Chi Gems Co;Ltd. (*),Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
628,Yadanar Yaung Chi Gems Co;Ltd. (*),Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
629,Yadanar Yaung Chi Gems Co;Ltd. (*),Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,Myanmar Sithu Jewellery (*),Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
631,Myanmar Sithu Jewellery (*),Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,58654200.0,0.0,58654200.0,0.0,58654200.0,58654200.0,0,
632,Myanmar Sithu Jewellery (*),Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,58654200.0,-58654200.0,0.0,0,
633,Myanmar Sithu Jewellery (*),Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1310757298.52,0.0,1310757298.52,1310757298.52,0.0,1310757298.52,0,
634,Myanmar Sithu Jewellery (*),Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,416113385.16,0.0,416113385.16,416113385.16,0.0,416113385.16,0,
635,Myanmar Sithu Jewellery (*),"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,178334694.4,0.0,178334694.4,178334694.4,0.0,178334694.4,0,
636,Myanmar Sithu Jewellery (*),Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
637,Myanmar Sithu Jewellery (*),"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,53500408.32,0.0,53500408.32,53500408.32,0.0,53500408.32,0,
638,Myanmar Sithu Jewellery (*),"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,891634244.86,0.0,891634244.86,891634244.86,0.0,891634244.86,0,
639,Myanmar Sithu Jewellery (*),Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
640,Myanmar Sithu Jewellery (*),Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
641,Myanmar Sithu Jewellery (*),"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,96410841.5,96410841.5,91200395.18,0.0,91200395.18,5210446.319999993,Tax not reported by the Govt Body
642,Myanmar Sithu Jewellery (*),Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
643,Myanmar Sithu Jewellery (*),Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,891634244.86,-891634244.86,0.0,0,
644,Myanmar Sithu Jewellery (*),Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
645,Myanmar Sithu Jewellery (*),Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,416113385.16,-416113385.16,0.0,0,
646,Myanmar Sithu Jewellery (*),"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
647,Myanmar Sithu Jewellery (*),Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,0.0,56144858.620000005,56144858.620000005,55998771.34,0.0,55998771.34,146087.2800000012,Not material difference < 5 Million Kyats
648,Myanmar Sithu Jewellery (*),Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
649,Myanmar Sithu Jewellery (*),Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,Myanmar Sithu Jewellery (*),Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
651,Pang Huke Duwa Co; Ltd.,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
652,Pang Huke Duwa Co; Ltd.,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
653,Pang Huke Duwa Co; Ltd.,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,120363030.0,0.0,120363030.0,-120363030,Tax not reported by the extractive company
654,Pang Huke Duwa Co; Ltd.,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1138594791.7,0.0,1138594791.7,1169299987.7,0.0,1169299987.7,-30705196,Tax not reported by the extractive company
655,Pang Huke Duwa Co; Ltd.,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,361459157.86,0.0,361459157.86,361459157.86,0.0,361459157.86,0,
656,Pang Huke Duwa Co; Ltd.,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,62058688.14,92851993.04,154910681.18,154910681.18,0.0,154910681.18,0,
657,Pang Huke Duwa Co; Ltd.,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,108000000.0,0.0,108000000.0,-108000000,Tax not reported by the extractive company
658,Pang Huke Duwa Co; Ltd.,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,46473339.620000005,0.0,46473339.620000005,46473339.620000005,0.0,46473339.620000005,0,
659,Pang Huke Duwa Co; Ltd.,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1008287643.2600001,0.0,1008287643.2600001,1045862899.2600001,0.0,1045862899.2600001,-37575256,Tax not reported by the extractive company
660,Pang Huke Duwa Co; Ltd.,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
661,Pang Huke Duwa Co; Ltd.,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
662,Pang Huke Duwa Co; Ltd.,"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,154910681.18,-154910681.18,0.0,221361.0,0.0,221361.0,-221361,Not material difference < 5 Million Kyats
663,Pang Huke Duwa Co; Ltd.,Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,66953853.0,0.0,66953853.0,-66953853,Tax not reported by the extractive company
