,company_name,name_of_revenue_stream,paid_to,payment_category,units,per_company_original,per_company_adjust,per_company_final,per_government_original,per_government_adjust,per_government_final,final_difference,comment
274,Myanmar Imperial Jade(Gems & Jewellery) (*),Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
275,Myanmar Imperial Jade(Gems & Jewellery) (*),Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,766787040.0,0.0,766787040.0,-766787040,Tax not reported by the extractive company
276,Myanmar Imperial Jade(Gems & Jewellery) (*),Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
277,Myanmar Imperial Jade(Gems & Jewellery) (*),Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,5178022649.14,-4888867226.26,289155422.8800001,289155422.88,0.0,289155422.88,0,
278,Myanmar Imperial Jade(Gems & Jewellery) (*),"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,143511230.94,0.0,143511230.94,123923945.9,0.0,123923945.9,19587285.03999999,Tax not reported by the Govt Body
279,Myanmar Imperial Jade(Gems & Jewellery) (*),Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,100000000.0,0.0,100000000.0,371800000.0,0.0,371800000.0,-271800000,Tax not reported by the extractive company
280,Myanmar Imperial Jade(Gems & Jewellery) (*),"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
281,Myanmar Imperial Jade(Gems & Jewellery) (*),"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,4888867226.26,4888867226.26,4917444532.26,0.0,4917444532.26,-28577306,Tax not reported by the extractive company
282,Myanmar Imperial Jade(Gems & Jewellery) (*),Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
283,Myanmar Imperial Jade(Gems & Jewellery) (*),Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
284,Myanmar Imperial Jade(Gems & Jewellery) (*),"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,99892588.34,0.0,99892588.34,-99892588.34,Tax not reported by the extractive company
285,Myanmar Imperial Jade(Gems & Jewellery) (*),Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,1800000000.0,0.0,1800000000.0,1800811391.0,0.0,1800811391.0,-811391,Not material difference < 5 Million Kyats
286,Myanmar Imperial Jade(Gems & Jewellery) (*),Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
287,Myanmar Imperial Jade(Gems & Jewellery) (*),Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,4917671.0,0.0,4917671.0,-4917671,Not material difference < 5 Million Kyats
288,Myanmar Imperial Jade(Gems & Jewellery) (*),Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,46038222.0,0.0,46038222.0,0.0,0.0,0.0,46038222,Tax not reported by the Govt Body
289,Myanmar Imperial Jade(Gems & Jewellery) (*),"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
290,Myanmar Imperial Jade(Gems & Jewellery) (*),Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,364535310.90000004,0.0,364535310.90000004,374011382.92,0.0,374011382.92,-9476072.01999998,Tax not reported by the extractive company
291,Myanmar Imperial Jade(Gems & Jewellery) (*),Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
292,Myanmar Imperial Jade(Gems & Jewellery) (*),Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
293,Myanmar Imperial Jade(Gems & Jewellery) (*),Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
294,Myo Nwe Gems & Jewellery,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
295,Myo Nwe Gems & Jewellery,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,18064180.0,0.0,18064180.0,0.0,129831160.0,129831160.0,-111766980,Tax not reported by the extractive company
296,Myo Nwe Gems & Jewellery,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,129831160.0,-129831160.0,0.0,0,
297,Myo Nwe Gems & Jewellery,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,2091142540.3200002,0.0,2091142540.3200002,2076181745.0400002,0.0,2076181745.0400002,14960795.279999971,Tax not reported by the Govt Body
298,Myo Nwe Gems & Jewellery,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,651207045.82,0.0,651207045.82,651207045.82,0.0,651207045.82,0,
299,Myo Nwe Gems & Jewellery,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,279088927.16,0.0,279088927.16,279088927.16,0.0,279088927.16,0,
300,Myo Nwe Gems & Jewellery,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,57300000.0,0.0,57300000.0,57300000.0,0.0,57300000.0,0,
301,Myo Nwe Gems & Jewellery,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,84763086.24000001,0.0,84763086.24000001,83726948.68,0.0,83726948.68,1036137.5600000024,Not material difference < 5 Million Kyats
302,Myo Nwe Gems & Jewellery,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1613807279.22,0.0,1613807279.22,1613807279.22,0.0,1613807279.22,0,
303,Myo Nwe Gems & Jewellery,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
304,Myo Nwe Gems & Jewellery,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
305,Myo Nwe Gems & Jewellery,"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,4187671.0,0.0,4187671.0,-4187671,Not material difference < 5 Million Kyats
306,Myo Nwe Gems & Jewellery,Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,226631800.0,0.0,226631800.0,3950392.0,0.0,3950392.0,222681408,Tax not reported by the Govt Body
307,Myo Nwe Gems & Jewellery,Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,692281.0,0.0,692281.0,-692281,Not material difference < 5 Million Kyats
308,Myo Nwe Gems & Jewellery,Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,19783376.0,0.0,19783376.0,11700236.0,0.0,11700236.0,8083140,Tax not reported by the Govt Body
309,Myo Nwe Gems & Jewellery,Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
310,Myo Nwe Gems & Jewellery,"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
311,Myo Nwe Gems & Jewellery,Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,0.0,0.0,0.0,102304964.62,0.0,102304964.62,-102304964.62,Tax not reported by the extractive company
312,Myo Nwe Gems & Jewellery,Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
313,Myo Nwe Gems & Jewellery,Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
314,Myo Nwe Gems & Jewellery,Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
315,Shining Star Light Gems & Jewellery (*),Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
316,Shining Star Light Gems & Jewellery (*),Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,112935320.0,0.0,112935320.0,0.0,112935320.0,112935320.0,0,
317,Shining Star Light Gems & Jewellery (*),Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,112935320.0,-112935320.0,0.0,0,
318,Shining Star Light Gems & Jewellery (*),Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1270618613.88,0.0,1270618613.88,1235660614.74,0.0,1235660614.74,34957999.140000105,Tax not reported by the Govt Body
319,Shining Star Light Gems & Jewellery (*),Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,2583921365.1000004,-2210012324.6000004,373909040.5,373909040.5,0.0,373909040.5,0,
320,Shining Star Light Gems & Jewellery (*),"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,556411280.36,-373909040.5,182502239.86,160246924.88,0.0,160246924.88,22255314.98000002,Tax not reported by the Govt Body
321,Shining Star Light Gems & Jewellery (*),Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,5100000.0,0.0,5100000.0,5100000.0,0.0,5100000.0,0,
322,Shining Star Light Gems & Jewellery (*),"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,49583104.96,0.0,49583104.96,48073536.400000006,0.0,48073536.400000006,1509568.559999995,Not material difference < 5 Million Kyats
323,Shining Star Light Gems & Jewellery (*),"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,2583921365.1000004,2583921365.1000004,2585225665.1000004,0.0,2585225665.1000004,-1304300,Not material difference < 5 Million Kyats
324,Shining Star Light Gems & Jewellery (*),Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
325,Shining Star Light Gems & Jewellery (*),Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
326,Shining Star Light Gems & Jewellery (*),"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,168929987.36,-163015819.9,5914167.460000008,1638104.0,0.0,1638104.0,4276063.460000008,Not material difference < 5 Million Kyats
327,Shining Star Light Gems & Jewellery (*),Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,222565023.0,0.0,222565023.0,359639988.0,0.0,359639988.0,-137074965,Tax not reported by the extractive company
328,Shining Star Light Gems & Jewellery (*),Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,427777800.0,0.0,427777800.0,2583921365.1000004,-2583921365.1000004,0.0,427777800,Tax not reported by the Govt Body
329,Shining Star Light Gems & Jewellery (*),Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,73326720.0,0.0,73326720.0,32728989.0,0.0,32728989.0,40597731,Tax not reported by the Govt Body
330,Shining Star Light Gems & Jewellery (*),Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
331,Shining Star Light Gems & Jewellery (*),"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
332,Shining Star Light Gems & Jewellery (*),Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,0.0,163015819.9,163015819.9,167554219.9,0.0,167554219.9,-4538400,Not material difference < 5 Million Kyats
333,Shining Star Light Gems & Jewellery (*),Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
334,Shining Star Light Gems & Jewellery (*),Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335,Shining Star Light Gems & Jewellery (*),Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
336,Khun Pa-Oh Gems & Jewellery,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
337,Khun Pa-Oh Gems & Jewellery,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,346376000.0,0.0,346376000.0,0.0,388774380.0,388774380.0,-42398380,Tax not reported by the extractive company
338,Khun Pa-Oh Gems & Jewellery,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,388774380.0,-388774380.0,0.0,0,
339,Khun Pa-Oh Gems & Jewellery,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,2146844144.5000002,0.0,2146844144.5000002,2056951933.94,0.0,2056951933.94,89892210.56000018,Tax not reported by the Govt Body
340,Khun Pa-Oh Gems & Jewellery,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,631267484.76,0.0,631267484.76,631267484.76,0.0,631267484.76,0,
341,Khun Pa-Oh Gems & Jewellery,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,270542821.28000003,0.0,270542821.28000003,270542821.28000003,0.0,270542821.28000003,0,
342,Khun Pa-Oh Gems & Jewellery,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,28999999.0,0.0,28999999.0,-28999999,Tax not reported by the extractive company
343,Khun Pa-Oh Gems & Jewellery,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,86551302.76,0.0,86551302.76,81244817.58,0.0,81244817.58,5306485.180000007,Tax not reported by the Govt Body
344,Khun Pa-Oh Gems & Jewellery,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,1373087002.46,0.0,1373087002.46,1387408441.46,0.0,1387408441.46,-14321439,Tax not reported by the extractive company
345,Khun Pa-Oh Gems & Jewellery,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
346,Khun Pa-Oh Gems & Jewellery,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
347,Khun Pa-Oh Gems & Jewellery,"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,86827245.4,0.0,86827245.4,172819899.58,0.0,172819899.58,-85992654.18,Tax not reported by the extractive company
348,Khun Pa-Oh Gems & Jewellery,Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,1375645.0,0.0,1375645.0,1375645.0,0.0,1375645.0,0,
349,Khun Pa-Oh Gems & Jewellery,Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,1373087002.46,-1373087002.46,0.0,0,
350,Khun Pa-Oh Gems & Jewellery,Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
351,Khun Pa-Oh Gems & Jewellery,Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,631267484.76,-631267484.76,0.0,0,
352,Khun Pa-Oh Gems & Jewellery,"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
353,Khun Pa-Oh Gems & Jewellery,Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,0.0,0.0,0.0,89159156.66000001,0.0,89159156.66000001,-89159156.66000001,Tax not reported by the extractive company
354,Khun Pa-Oh Gems & Jewellery,Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
355,Khun Pa-Oh Gems & Jewellery,Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
356,Khun Pa-Oh Gems & Jewellery,Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,6575000.0,0.0,6575000.0,0.0,0.0,0.0,0.0,
357,Kan Pwint Oo Gems & Jewellery,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
358,Kan Pwint Oo Gems & Jewellery,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
359,Kan Pwint Oo Gems & Jewellery,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,50983040.0,0.0,50983040.0,50983040.0,0.0,50983040.0,0,
360,Kan Pwint Oo Gems & Jewellery,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,5577486.74,0.0,5577486.74,13575208.0074,0.0,13575208.0074,-7997721.2674,Tax not reported by the extractive company
361,Kan Pwint Oo Gems & Jewellery,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,733141.7200000001,0.0,733141.7200000001,733141.7200000001,0.0,733141.7200000001,0,
362,Kan Pwint Oo Gems & Jewellery,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,313817.12,0.0,313817.12,313817.12,0.0,313817.12,0,
363,Kan Pwint Oo Gems & Jewellery,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,3956207.66,-1827443.6600000001,2128764.0,897960000.0,0.0,897960000.0,-895831236,Tax not reported by the extractive company
364,Kan Pwint Oo Gems & Jewellery,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,188019.74000000002,0.0,188019.74000000002,188019.74000000002,0.0,188019.74000000002,0,
365,Kan Pwint Oo Gems & Jewellery,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,59508142.08,0.0,59508142.08,64306662.08,0.0,64306662.08,-4798520,Not material difference < 5 Million Kyats
366,Kan Pwint Oo Gems & Jewellery,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
367,Kan Pwint Oo Gems & Jewellery,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
368,Kan Pwint Oo Gems & Jewellery,"Other significant payments (> 50,000 USD)","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,1820484.0,0.0,1820484.0,-1820484,Not material difference < 5 Million Kyats
369,Kan Pwint Oo Gems & Jewellery,Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
370,Kan Pwint Oo Gems & Jewellery,Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,59508142.08,-59508142.08,0.0,0,
371,Kan Pwint Oo Gems & Jewellery,Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
372,Kan Pwint Oo Gems & Jewellery,Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,733141.7200000001,-733141.7200000001,0.0,0,
373,Kan Pwint Oo Gems & Jewellery,"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
374,Kan Pwint Oo Gems & Jewellery,Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,MMK,0.0,1827443.6600000001,1827443.6600000001,12181741.66,0.0,12181741.66,-10354298,Tax not reported by the extractive company
375,Kan Pwint Oo Gems & Jewellery,Contribution to the State/region social development fund,States/Regions,payments in cash,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
376,Kan Pwint Oo Gems & Jewellery,Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
377,Kan Pwint Oo Gems & Jewellery,Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
378,Green Comet Gems ,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,MMK,0.0,0.0,0.0,0.0,0.0,0.0,0,
379,Green Comet Gems ,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,59962500.0,0.0,59962500.0,0.0,67006420.0,67006420.0,-7043920,Tax not reported by the extractive company
380,Green Comet Gems ,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,MMK,0.0,0.0,0.0,67006420.0,-67006420.0,0.0,0,
