,comment,company_name,final_difference,name_of_revenue_stream,paid_to,payment_category,per_company_adjust,per_company_final,per_company_original,per_government_adjust,per_government_final,per_government_original,units
3062,,South-East Asia Gas Pipeline Co (SEAGP),0,Data fee,MOGE,payments in cash,0,0,0,0,0,0,MMK
3063,,South-East Asia Gas Pipeline Co (SEAGP),0,Land fees/Dead rent fee,MOGE,payments in cash,0,0,0,-9150476465,0,9150476465,MMK
3064,,South-East Asia Gas Pipeline Co (SEAGP),0,Dividend/Profit Sharing  on Oil & Gas transportation,MOGE,payments in cash,0,0,0,0,0,0,MMK
3065,,South-East Asia Gas Pipeline Co (SEAGP),0,Transit fees on Oil & Gas transportation,MOGE,payments in cash,0,0,0,0,0,0,MMK
3066,,South-East Asia Gas Pipeline Co (SEAGP),0,Road right fee Oil & Gas transportation (Right of way),MOGE,payments in cash,0,9150476465,9150476465,9150476465,9150476465,0,MMK
3067,,South-East Asia Gas Pipeline Co (SEAGP),0,"Other material payments (> 50,000 USD)",MOGE,payments in cash,0,0,0,0,0,0,MMK
3068,,South-East Asia Gas Pipeline Co (SEAGP),0,Contribution to the State/region social development fund,States/regions,payments in cash,0,0,0,0,0,0,MMK
3069,,South-East Asia Gas Pipeline Co (SEAGP),0,Mandatory Corporate Social Responsibility,Social payments,payments in cash,0,0,0,0,0,0,MMK
3070,,South-East Asia Gas Pipeline Co (SEAGP),0,Voluntary Corporate Social Responsibility,Social payments,payments in cash,0,602756267.3,602756267.3,0,0,0,MMK
3071,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,State production entitelment,,payments in kind,0,0,0,0,0,0,in barils
3072,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,MOGE production entitelment,,payments in kind,0,0,0,0,0,0,in barils
3073,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Royalties,,payments in kind,0,0,0,0,0,0,in barils
3074,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Baseline payment (IPR/PCC),,payments in kind,0,0,0,0,0,0,in barils
3075,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Risk compensation (IPR/PCC),,payments in kind,0,0,0,0,0,0,in barils
3076,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Payment out of production (-),,payments in kind,0,0,0,0,0,0,in barils
3077,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Domestic Market Obligation (DMO) (-),,payments in kind,0,0,0,0,0,0,in barils
3078,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,State production entitelment,,payments in kind,0,0,0,0,0,0,in mscf
3079,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,MOGE production entitelment,,payments in kind,0,0,0,0,0,0,in mscf
3080,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Royalties,,payments in kind,0,0,0,0,0,0,in mscf
3081,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Baseline payment (IPR/PCC),,payments in kind,0,0,0,0,0,0,in mscf
3082,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Risk compensation (IPR/PCC),,payments in kind,0,0,0,0,0,0,in mscf
3083,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Payment out of production (-),,payments in kind,0,0,0,0,0,0,in mscf
3084,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Domestic Market Obligation (DMO) (-),,payments in kind,0,0,0,0,0,0,in mscf
3085,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Corporate Income Tax (CIT),MoPF-IRD-Customs Department,payments in cash,0,0,0,0,0,0,MMK
3086,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Commercial Tax,MoPF-IRD-Customs Department,payments in cash,0,0,0,0,0,0,MMK
3087,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Stamp Duties,MoPF-IRD-Customs Department,payments in cash,0,0,0,0,0,0,MMK
3088,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Capital Gains Tax,MoPF-IRD-Customs Department,payments in cash,0,0,0,0,0,0,MMK
3089,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Withholding tax,MoPF-IRD-Customs Department,payments in cash,0,0,0,0,0,0,MMK
3090,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Commercial Tax on Imports ,MoPF-IRD-Customs Department,payments in cash,0,0,0,0,0,0,MMK
