,comment,company_name,final_difference,name_of_revenue_stream,paid_to,payment_category,per_company_adjust,per_company_final,per_company_original,per_government_adjust,per_government_final,per_government_original,units
44,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
45,Tax not reported by the Govt Body,Yar Za Htar Ne Gems Co;Ltd. (*),49737458.485,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,-33212798.0,8425138949.51,8458351747.51,0.0,8375401491.02,8375401491.02,MMK
46,Tax not reported by the Govt Body,Yar Za Htar Ne Gems Co;Ltd. (*),9868248.39,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,1497296616.53,1497296616.53,0.0,1487428368.14,1487428368.14,MMK
47,Tax not reported by the Govt Body,Yar Za Htar Ne Gems Co;Ltd. (*),267253532.12,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,904722472.8,904722472.8,0.0,637468940.68,637468940.68,MMK
48,Not material difference < 5 Million Kyats,Yar Za Htar Ne Gems Co;Ltd. (*),-2000000.0,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,2000000.0,2000000.0,MMK
49,Not material difference < 5 Million Kyats,Yar Za Htar Ne Gems Co;Ltd. (*),1268648.81,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,192509582.98,192509582.98,0.0,191240934.17,191240934.17,MMK
50,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
51,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
52,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
53,Tax not reported by the extractive company,Yar Za Htar Ne Gems Co;Ltd. (*),-63583620.1,"Other significant payments (> 50,000 USD) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,63583620.1,63583620.1,MMK
54,Tax not reported by the extractive company,Yar Za Htar Ne Gems Co;Ltd. (*),-299848482.0,Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,0.0,299848482.0,299848482.0,MMK
55,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
